,record_number,date_time,recorded_speeds
356,213,2022/07/06 07:37,55
357,214,2022/07/06 07:38,35
358,214,2022/07/06 07:38,47
359,215,2022/07/06 07:40,52
360,216,2022/07/06 07:41,37
361,217,2022/07/06 07:41,41
362,217,2022/07/06 07:41,43
363,218,2022/07/06 07:41,57
364,219,2022/07/06 07:42,40
365,219,2022/07/06 07:42,44
366,220,2022/07/06 07:42,44
367,221,2022/07/06 07:43,44
368,222,2022/07/06 07:43,43
369,223,2022/07/06 07:45,38
370,223,2022/07/06 07:45,48
371,224,2022/07/06 07:45,49
372,225,2022/07/06 07:46,47
373,226,2022/07/06 07:47,44
374,226,2022/07/06 07:47,46
375,227,2022/07/06 07:47,44
376,227,2022/07/06 07:47,48
377,228,2022/07/06 07:48,39
378,228,2022/07/06 07:48,41
379,228,2022/07/06 07:48,54
380,228,2022/07/06 07:48,58
381,229,2022/07/06 07:49,46
382,230,2022/07/06 07:49,41
383,231,2022/07/06 07:50,40
384,232,2022/07/06 07:50,44
385,233,2022/07/06 07:50,34
386,234,2022/07/06 07:51,38
387,235,2022/07/06 07:51,44
388,236,2022/07/06 07:52,37
389,236,2022/07/06 07:52,47
390,237,2022/07/06 07:53,45
391,237,2022/07/06 07:53,50
392,238,2022/07/06 07:53,42
393,239,2022/07/06 07:54,38
394,240,2022/07/06 07:54,44
395,240,2022/07/06 07:54,49
396,241,2022/07/06 07:55,37
397,241,2022/07/06 07:55,40
398,241,2022/07/06 07:55,48
399,242,2022/07/06 07:55,37
400,243,2022/07/06 07:56,45
401,243,2022/07/06 07:56,47
402,244,2022/07/06 07:57,35
403,244,2022/07/06 07:57,36
404,245,2022/07/06 07:58,40
405,245,2022/07/06 07:58,40
406,246,2022/07/06 07:59,45
407,246,2022/07/06 07:59,47
408,246,2022/07/06 07:59,48
409,247,2022/07/06 08:00,46
410,247,2022/07/06 08:00,47
411,247,2022/07/06 08:00,48
412,247,2022/07/06 08:00,50
413,248,2022/07/06 08:00,52
414,249,2022/07/06 08:01,35
415,249,2022/07/06 08:01,57
416,250,2022/07/06 08:02,35
417,251,2022/07/06 08:02,42
418,252,2022/07/06 08:03,42
419,252,2022/07/06 08:03,44
420,253,2022/07/06 08:03,45
421,254,2022/07/06 08:03,33
422,255,2022/07/06 08:04,33
423,256,2022/07/06 08:04,37
424,256,2022/07/06 08:04,49
425,257,2022/07/06 08:05,49
426,258,2022/07/06 08:06,39
427,259,2022/07/06 08:07,47
428,259,2022/07/06 08:07,48
429,259,2022/07/06 08:07,48
430,259,2022/07/06 08:07,51
431,260,2022/07/06 08:08,36
432,260,2022/07/06 08:08,48
433,261,2022/07/06 08:09,43
434,261,2022/07/06 08:09,45
435,262,2022/07/06 08:09,47
436,263,2022/07/06 08:10,30
437,264,2022/07/06 08:10,42
438,265,2022/07/06 08:11,45
439,266,2022/07/06 08:12,43
440,267,2022/07/06 08:12,34
441,268,2022/07/06 08:14,42
442,268,2022/07/06 08:14,42
443,268,2022/07/06 08:14,44
444,269,2022/07/06 08:15,35
445,269,2022/07/06 08:15,49
446,270,2022/07/06 08:16,45
447,271,2022/07/06 08:17,41
448,271,2022/07/06 08:17,55
449,272,2022/07/06 08:17,56
450,273,2022/07/06 08:18,33
451,273,2022/07/06 08:18,35
452,274,2022/07/06 08:18,38
453,274,2022/07/06 08:18,50
454,275,2022/07/06 08:18,41
455,275,2022/07/06 08:18,55
456,276,2022/07/06 08:19,41
457,276,2022/07/06 08:19,50
458,277,2022/07/06 08:20,39
459,278,2022/07/06 08:22,38
460,279,2022/07/06 08:23,38
461,280,2022/07/06 08:24,37
462,281,2022/07/06 08:25,45
463,281,2022/07/06 08:25,52
464,282,2022/07/06 08:27,37
465,283,2022/07/06 08:27,42
466,283,2022/07/06 08:27,42
467,283,2022/07/06 08:27,46
468,284,2022/07/06 08:28,34
469,284,2022/07/06 08:28,38
470,284,2022/07/06 08:28,46
471,285,2022/07/06 08:28,33
472,285,2022/07/06 08:28,36
473,286,2022/07/06 08:30,47
474,286,2022/07/06 08:30,47
475,287,2022/07/06 08:30,53
476,288,2022/07/06 08:31,40
477,289,2022/07/06 08:31,39
478,290,2022/07/06 08:33,29
479,291,2022/07/06 08:33,38
480,292,2022/07/06 08:34,47
481,293,2022/07/06 08:35,42
482,293,2022/07/06 08:35,52
483,294,2022/07/06 08:36,40
484,295,2022/07/06 08:36,37
485,296,2022/07/06 08:37,37
486,296,2022/07/06 08:37,46
487,297,2022/07/06 08:37,40
488,298,2022/07/06 08:39,36
489,299,2022/07/06 08:39,35
490,300,2022/07/06 08:39,49
491,301,2022/07/06 08:40,42
492,302,2022/07/06 08:40,46
493,303,2022/07/06 08:41,35
494,304,2022/07/06 08:41,49
495,305,2022/07/06 08:42,50
496,306,2022/07/06 08:42,40
497,307,2022/07/06 08:43,40
498,308,2022/07/06 08:44,45
499,309,2022/07/06 08:44,34
500,310,2022/07/06 08:44,44
501,311,2022/07/06 08:45,42
502,311,2022/07/06 08:45,43
503,312,2022/07/06 08:46,44
504,313,2022/07/06 08:46,43
505,314,2022/07/06 08:47,53
506,315,2022/07/06 08:47,43
507,316,2022/07/06 08:48,47
508,317,2022/07/06 08:50,41
509,317,2022/07/06 08:50,55
510,318,2022/07/06 08:51,37
511,319,2022/07/06 08:52,42
512,320,2022/07/06 08:52,55
513,321,2022/07/06 08:53,47
514,322,2022/07/06 08:54,31
515,322,2022/07/06 08:54,39
516,322,2022/07/06 08:54,44
517,323,2022/07/06 08:55,37
518,323,2022/07/06 08:55,47
519,323,2022/07/06 08:55,47
520,324,2022/07/06 08:56,35
521,325,2022/07/06 08:56,36
522,325,2022/07/06 08:56,37
523,326,2022/07/06 08:59,22
524,327,2022/07/06 09:02,44
525,328,2022/07/06 09:03,32
526,328,2022/07/06 09:03,38
527,329,2022/07/06 09:04,39
528,330,2022/07/06 09:05,31
529,331,2022/07/06 09:06,48
530,332,2022/07/06 09:07,49
531,333,2022/07/06 09:08,37
532,334,2022/07/06 09:11,39
533,335,2022/07/06 09:11,44
534,336,2022/07/06 09:12,40
535,337,2022/07/06 09:14,37
536,337,2022/07/06 09:14,46
537,338,2022/07/06 09:14,40
538,339,2022/07/06 09:15,44
539,340,2022/07/06 09:16,28
540,341,2022/07/06 09:16,39
541,342,2022/07/06 09:17,37
542,343,2022/07/06 09:17,43
543,343,2022/07/06 09:17,47
544,344,2022/07/06 09:17,50
545,345,2022/07/06 09:18,40
546,346,2022/07/06 09:20,41
547,347,2022/07/06 09:20,47
548,348,2022/07/06 09:21,43
549,349,2022/07/06 09:23,28
550,350,2022/07/06 09:23,48
551,351,2022/07/06 09:25,50
552,352,2022/07/06 09:25,34
553,353,2022/07/06 09:26,39
554,353,2022/07/06 09:26,47
555,354,2022/07/06 09:27,39
556,355,2022/07/06 09:29,26
557,356,2022/07/06 09:29,41
558,357,2022/07/06 09:30,30
559,358,2022/07/06 09:30,47
560,359,2022/07/06 09:32,44
561,360,2022/07/06 09:32,48
562,361,2022/07/06 09:33,32
563,361,2022/07/06 09:33,46
564,362,2022/07/06 09:34,42
565,363,2022/07/06 09:35,43
566,364,2022/07/06 09:35,13
567,365,2022/07/06 09:36,41
568,366,2022/07/06 09:37,45
569,367,2022/07/06 09:37,36
570,367,2022/07/06 09:37,47
571,368,2022/07/06 09:38,36
572,369,2022/07/06 09:39,40
573,369,2022/07/06 09:39,41
574,369,2022/07/06 09:39,41
575,369,2022/07/06 09:39,49
576,370,2022/07/06 09:39,42
577,370,2022/07/06 09:39,46
578,371,2022/07/06 09:40,39
579,372,2022/07/06 09:44,35
580,373,2022/07/06 09:45,33
581,373,2022/07/06 09:45,40
582,374,2022/07/06 09:46,37
583,374,2022/07/06 09:46,43
584,374,2022/07/06 09:46,47
585,375,2022/07/06 09:47,49
586,376,2022/07/06 09:47,37
587,376,2022/07/06 09:47,49
588,377,2022/07/06 09:48,44
589,378,2022/07/06 09:49,29
590,378,2022/07/06 09:49,45
591,379,2022/07/06 09:50,43
592,379,2022/07/06 09:50,53
593,380,2022/07/06 09:51,37
594,381,2022/07/06 09:53,42
595,382,2022/07/06 09:55,40
596,383,2022/07/06 09:56,53
597,384,2022/07/06 09:56,38
598,385,2022/07/06 09:57,43
599,386,2022/07/06 09:59,41
600,386,2022/07/06 09:59,50
601,387,2022/07/06 10:00,35
602,388,2022/07/06 10:01,42
603,388,2022/07/06 10:01,45
604,389,2022/07/06 10:02,39
605,390,2022/07/06 10:02,25
606,390,2022/07/06 10:02,31
607,390,2022/07/06 10:02,50
608,391,2022/07/06 10:02,45
609,392,2022/07/06 10:03,34
610,393,2022/07/06 10:05,39
611,394,2022/07/06 10:06,41
612,395,2022/07/06 10:07,46
613,396,2022/07/06 10:08,36
614,397,2022/07/06 10:08,39
615,398,2022/07/06 10:11,33
616,399,2022/07/06 10:12,40
617,400,2022/07/06 10:13,39
618,401,2022/07/06 10:14,37
619,402,2022/07/06 10:15,51
620,403,2022/07/06 10:16,40
621,404,2022/07/06 10:16,50
622,405,2022/07/06 10:16,47
623,406,2022/07/06 10:17,41
624,407,2022/07/06 10:18,40
625,408,2022/07/06 10:19,39
626,409,2022/07/06 10:19,49
627,410,2022/07/06 10:21,33
628,410,2022/07/06 10:21,34
629,411,2022/07/06 10:22,39
630,412,2022/07/06 10:23,47
631,412,2022/07/06 10:23,51
632,413,2022/07/06 10:25,42
633,414,2022/07/06 10:26,49
634,414,2022/07/06 10:26,49
635,415,2022/07/06 10:27,42
636,416,2022/07/06 10:27,45
637,417,2022/07/06 10:27,43
638,418,2022/07/06 10:28,36
639,419,2022/07/06 10:28,44
640,420,2022/07/06 10:30,43
641,421,2022/07/06 10:32,35
642,421,2022/07/06 10:32,46
643,422,2022/07/06 10:33,34
644,423,2022/07/06 10:33,51
645,424,2022/07/06 10:34,38
646,424,2022/07/06 10:34,40
647,425,2022/07/06 10:36,40
648,426,2022/07/06 10:36,40
649,426,2022/07/06 10:36,42
650,426,2022/07/06 10:36,48
651,427,2022/07/06 10:36,53
652,428,2022/07/06 10:38,45
653,428,2022/07/06 10:38,50
654,429,2022/07/06 10:38,40
655,430,2022/07/06 10:39,31
656,431,2022/07/06 10:39,43
657,432,2022/07/06 10:40,37
658,433,2022/07/06 10:40,46
659,434,2022/07/06 10:42,40
660,435,2022/07/06 10:43,36
661,436,2022/07/06 10:45,36
662,436,2022/07/06 10:45,45
663,436,2022/07/06 10:45,47
664,437,2022/07/06 10:47,34
665,437,2022/07/06 10:47,39
666,438,2022/07/06 10:47,34
667,439,2022/07/06 10:48,42
668,440,2022/07/06 10:50,40
669,440,2022/07/06 10:50,45
670,441,2022/07/06 10:51,36
671,442,2022/07/06 10:52,36
672,443,2022/07/06 10:52,36
673,444,2022/07/06 10:52,45
674,444,2022/07/06 10:52,47
675,445,2022/07/06 10:53,37
676,445,2022/07/06 10:53,39
677,446,2022/07/06 10:54,47
678,447,2022/07/06 10:55,36
679,448,2022/07/06 10:57,40
680,449,2022/07/06 10:58,27
681,450,2022/07/06 10:59,28
682,450,2022/07/06 10:59,31
683,451,2022/07/06 11:00,41
684,452,2022/07/06 11:01,54
685,453,2022/07/06 11:02,40
686,454,2022/07/06 11:02,46
687,455,2022/07/06 11:03,36
688,456,2022/07/06 11:05,27
689,456,2022/07/06 11:05,43
690,457,2022/07/06 11:05,33
691,458,2022/07/06 11:06,46
692,459,2022/07/06 11:07,28
693,459,2022/07/06 11:07,40
694,460,2022/07/06 11:07,44
695,461,2022/07/06 11:08,50
696,462,2022/07/06 11:13,45
697,463,2022/07/06 11:13,38
698,464,2022/07/06 11:16,40
699,465,2022/07/06 11:17,37
700,465,2022/07/06 11:17,46
701,466,2022/07/06 11:18,29
702,467,2022/07/06 11:19,35
703,467,2022/07/06 11:19,48
704,468,2022/07/06 11:20,54
705,469,2022/07/06 11:21,34
706,470,2022/07/06 11:22,33
707,471,2022/07/06 11:22,44
708,472,2022/07/06 11:22,35
709,473,2022/07/06 11:24,46
710,474,2022/07/06 11:27,33
711,474,2022/07/06 11:27,33
712,475,2022/07/06 11:27,45
713,476,2022/07/06 11:28,37
714,476,2022/07/06 11:28,39
715,477,2022/07/06 11:29,44
716,478,2022/07/06 11:30,42
717,478,2022/07/06 11:30,45
718,479,2022/07/06 11:31,46
719,479,2022/07/06 11:31,47
720,479,2022/07/06 11:31,47
721,480,2022/07/06 11:31,46
722,481,2022/07/06 11:32,49
723,482,2022/07/06 11:34,42
724,483,2022/07/06 11:36,50
725,484,2022/07/06 11:37,35
726,484,2022/07/06 11:37,45
727,485,2022/07/06 11:37,39
728,486,2022/07/06 11:38,33
729,487,2022/07/06 11:38,39
730,488,2022/07/06 11:39,41
731,488,2022/07/06 11:39,43
732,489,2022/07/06 11:40,32
733,490,2022/07/06 11:40,37
734,490,2022/07/06 11:40,43
735,490,2022/07/06 11:40,48
736,491,2022/07/06 11:40,45
737,492,2022/07/06 11:41,39
738,492,2022/07/06 11:41,47
739,493,2022/07/06 11:41,43
740,494,2022/07/06 11:42,41
741,494,2022/07/06 11:42,51
742,495,2022/07/06 11:42,35
743,495,2022/07/06 11:42,47
744,496,2022/07/06 11:43,42
745,497,2022/07/06 11:44,38
746,498,2022/07/06 11:44,39
747,499,2022/07/06 11:46,35
748,500,2022/07/06 11:47,44
749,501,2022/07/06 11:48,43
750,502,2022/07/06 11:49,29
751,502,2022/07/06 11:49,42
752,502,2022/07/06 11:49,47
753,503,2022/07/06 11:49,47
754,504,2022/07/06 11:51,35
755,504,2022/07/06 11:51,45
756,505,2022/07/06 11:51,40
757,506,2022/07/06 11:52,41
758,507,2022/07/06 11:52,46
759,508,2022/07/06 11:53,41
760,509,2022/07/06 11:54,41
761,510,2022/07/06 11:55,32
762,511,2022/07/06 11:56,41
763,511,2022/07/06 11:56,42
764,511,2022/07/06 11:56,45
765,512,2022/07/06 11:57,42
766,513,2022/07/06 11:58,44
767,514,2022/07/06 11:59,38
768,515,2022/07/06 11:59,54
769,516,2022/07/06 12:00,40
770,517,2022/07/06 12:02,47
771,518,2022/07/06 12:03,37
772,519,2022/07/06 12:04,47
773,520,2022/07/06 12:05,40
774,521,2022/07/06 12:05,43
775,522,2022/07/06 12:06,37
776,522,2022/07/06 12:06,49
777,523,2022/07/06 12:06,41
778,524,2022/07/06 12:07,40
779,525,2022/07/06 12:07,48
780,526,2022/07/06 12:08,38
781,526,2022/07/06 12:08,39
782,526,2022/07/06 12:08,51
783,527,2022/07/06 12:09,44
784,527,2022/07/06 12:09,46
785,527,2022/07/06 12:09,50
786,528,2022/07/06 12:11,46
787,529,2022/07/06 12:11,44
788,530,2022/07/06 12:12,37
789,530,2022/07/06 12:12,44
790,530,2022/07/06 12:12,47
791,531,2022/07/06 12:13,35
792,531,2022/07/06 12:13,35
793,532,2022/07/06 12:13,47
794,533,2022/07/06 12:13,47
795,534,2022/07/06 12:13,31
796,534,2022/07/06 12:13,38
797,535,2022/07/06 12:14,38
798,535,2022/07/06 12:14,40
799,535,2022/07/06 12:14,48
800,536,2022/07/06 12:15,31
801,536,2022/07/06 12:15,48
802,537,2022/07/06 12:17,32
803,538,2022/07/06 12:18,34
804,538,2022/07/06 12:18,38
805,538,2022/07/06 12:18,43
806,539,2022/07/06 12:19,37
807,540,2022/07/06 12:20,42
808,540,2022/07/06 12:20,45
809,540,2022/07/06 12:20,46
810,540,2022/07/06 12:20,46
811,541,2022/07/06 12:22,24
812,542,2022/07/06 12:22,32
813,543,2022/07/06 12:23,41
814,544,2022/07/06 12:24,40
815,544,2022/07/06 12:24,45
816,545,2022/07/06 12:24,35
817,545,2022/07/06 12:24,37
818,545,2022/07/06 12:24,47
819,546,2022/07/06 12:25,45
820,546,2022/07/06 12:25,45
