,record_number,date_time,recorded_speeds
170,170,2022/07/04 10:10,69
171,171,2022/07/04 10:13,39
172,172,2022/07/04 10:15,51
173,173,2022/07/04 10:16,51
174,174,2022/07/04 10:20,50
175,175,2022/07/04 10:20,50
176,176,2022/07/04 10:27,51
177,177,2022/07/04 10:30,62
178,178,2022/07/04 10:31,50
179,179,2022/07/04 10:31,53
180,180,2022/07/04 10:41,50
181,181,2022/07/04 10:41,54
182,182,2022/07/04 10:43,52
183,183,2022/07/04 10:45,64
184,184,2022/07/04 10:46,50
185,185,2022/07/04 10:48,48
186,186,2022/07/04 10:50,49
187,187,2022/07/04 10:50,55
188,188,2022/07/04 10:52,52
189,189,2022/07/04 10:52,48
190,190,2022/07/04 10:53,45
191,191,2022/07/04 10:54,61
192,192,2022/07/04 10:55,48
193,193,2022/07/04 10:56,47
194,194,2022/07/04 10:58,48
195,195,2022/07/04 10:59,41
196,196,2022/07/04 11:00,57
197,197,2022/07/04 11:01,51
198,198,2022/07/04 11:02,48
199,199,2022/07/04 11:04,41
200,200,2022/07/04 11:04,67
201,201,2022/07/04 11:05,62
202,202,2022/07/04 11:09,43
203,203,2022/07/04 11:10,49
204,204,2022/07/04 11:11,47
205,205,2022/07/04 11:15,49
206,206,2022/07/04 11:22,50
207,207,2022/07/04 11:24,57
208,208,2022/07/04 11:24,54
209,209,2022/07/04 11:25,45
210,210,2022/07/04 11:26,60
211,211,2022/07/04 11:27,45
212,212,2022/07/04 11:30,46
213,213,2022/07/04 11:30,57
214,214,2022/07/04 11:31,49
215,215,2022/07/04 11:31,54
216,216,2022/07/04 11:33,60
217,217,2022/07/04 11:34,46
218,218,2022/07/04 11:35,54
219,219,2022/07/04 11:35,58
220,220,2022/07/04 11:38,59
221,221,2022/07/04 11:38,54
222,222,2022/07/04 11:41,66
223,223,2022/07/04 11:46,57
224,224,2022/07/04 11:51,49
225,225,2022/07/04 11:52,50
226,226,2022/07/04 11:55,51
227,227,2022/07/04 11:57,41
228,228,2022/07/04 11:57,48
229,229,2022/07/04 11:58,50
230,230,2022/07/04 11:59,50
231,231,2022/07/04 12:00,54
232,232,2022/07/04 12:01,66
233,233,2022/07/04 12:02,55
234,234,2022/07/04 12:03,54
235,235,2022/07/04 12:08,51
236,236,2022/07/04 12:08,54
237,237,2022/07/04 12:08,55
238,238,2022/07/04 12:09,49
239,239,2022/07/04 12:09,49
240,240,2022/07/04 12:13,53
241,241,2022/07/04 12:17,57
242,242,2022/07/04 12:18,46
243,243,2022/07/04 12:18,57
244,244,2022/07/04 12:20,53
245,245,2022/07/04 12:21,51
246,246,2022/07/04 12:22,28
247,247,2022/07/04 12:22,48
248,248,2022/07/04 12:22,45
249,249,2022/07/04 12:24,63
250,250,2022/07/04 12:26,52
251,251,2022/07/04 12:26,60
252,252,2022/07/04 12:27,48
253,253,2022/07/04 12:28,55
254,254,2022/07/04 12:30,59
255,255,2022/07/04 12:31,52
256,256,2022/07/04 12:35,51
257,257,2022/07/04 12:35,54
258,258,2022/07/04 12:35,57
259,259,2022/07/04 12:38,49
260,260,2022/07/04 12:39,52
261,261,2022/07/04 12:40,52
262,262,2022/07/04 12:41,57
263,263,2022/07/04 12:42,50
264,264,2022/07/04 12:43,52
265,265,2022/07/04 12:44,56
266,266,2022/07/04 12:48,53
267,267,2022/07/04 12:50,54
268,268,2022/07/04 12:51,46
269,269,2022/07/04 12:53,54
270,270,2022/07/04 12:55,47
271,271,2022/07/04 12:56,45
272,272,2022/07/04 12:56,48
273,273,2022/07/04 12:59,51
274,274,2022/07/04 13:00,54
275,275,2022/07/04 13:01,49
276,276,2022/07/04 13:02,46
277,277,2022/07/04 13:06,48
278,278,2022/07/04 13:06,54
279,279,2022/07/04 13:08,54
280,280,2022/07/04 13:08,56
281,281,2022/07/04 13:08,57
282,282,2022/07/04 13:11,54
283,283,2022/07/04 13:11,55
284,284,2022/07/04 13:12,63
285,285,2022/07/04 13:12,44
286,286,2022/07/04 13:12,55
287,287,2022/07/04 13:16,48
288,288,2022/07/04 13:20,55
289,289,2022/07/04 13:20,56
290,290,2022/07/04 13:22,51
291,291,2022/07/04 13:25,51
292,292,2022/07/04 13:26,52
293,293,2022/07/04 13:27,54
294,294,2022/07/04 13:28,57
295,295,2022/07/04 13:29,49
296,296,2022/07/04 13:29,54
297,297,2022/07/04 13:30,48
298,298,2022/07/04 13:30,49
299,299,2022/07/04 13:30,51
300,300,2022/07/04 13:30,52
301,301,2022/07/04 13:31,39
302,302,2022/07/04 13:32,48
303,303,2022/07/04 13:33,60
304,304,2022/07/04 13:34,54
305,305,2022/07/04 13:34,65
306,306,2022/07/04 13:36,36
307,307,2022/07/04 13:37,42
308,308,2022/07/04 13:37,46
309,309,2022/07/04 13:38,53
310,310,2022/07/04 13:39,51
311,311,2022/07/04 13:39,55
312,312,2022/07/04 13:41,48
313,313,2022/07/04 13:42,46
314,314,2022/07/04 13:42,55
315,315,2022/07/04 13:45,50
316,316,2022/07/04 13:47,42
317,317,2022/07/04 13:50,47
318,318,2022/07/04 13:51,48
319,319,2022/07/04 13:51,51
320,320,2022/07/04 13:54,52
321,321,2022/07/04 13:55,64
322,322,2022/07/04 13:56,51
323,323,2022/07/04 14:02,49
324,324,2022/07/04 14:04,54
325,325,2022/07/04 14:06,48
326,326,2022/07/04 14:09,58
327,0,2022/07/04 14:15,51
328,1,2022/07/04 14:16,44
329,2,2022/07/04 14:17,48
330,3,2022/07/04 14:18,55
331,4,2022/07/04 14:20,48
332,5,2022/07/04 14:24,43
333,6,2022/07/04 14:24,48
334,7,2022/07/04 14:25,48
335,8,2022/07/04 14:27,51
336,9,2022/07/04 14:30,57
337,10,2022/07/04 14:31,63
338,11,2022/07/04 14:32,54
339,12,2022/07/04 14:32,54
340,13,2022/07/04 14:32,57
341,14,2022/07/04 14:32,52
342,15,2022/07/04 14:38,51
343,16,2022/07/04 14:44,59
344,17,2022/07/04 14:45,41
345,18,2022/07/04 14:46,47
346,19,2022/07/04 14:46,60
347,20,2022/07/04 14:47,50
348,21,2022/07/04 14:47,58
349,22,2022/07/04 14:47,43
350,23,2022/07/04 14:47,47
351,24,2022/07/04 14:48,62
352,25,2022/07/04 14:49,48
353,26,2022/07/04 14:49,52
354,27,2022/07/04 14:49,66
355,28,2022/07/04 14:51,51
356,29,2022/07/04 14:53,53
357,30,2022/07/04 14:54,54
358,31,2022/07/04 14:56,53
359,32,2022/07/04 14:56,58
360,33,2022/07/04 14:59,44
361,34,2022/07/04 15:00,44
362,35,2022/07/04 15:00,47
363,36,2022/07/04 15:01,47
364,37,2022/07/04 15:01,53
365,38,2022/07/04 15:01,55
366,39,2022/07/04 15:02,46
367,40,2022/07/04 15:03,54
368,41,2022/07/04 15:04,51
369,42,2022/07/04 15:09,52
370,43,2022/07/04 15:09,52
371,44,2022/07/04 15:11,46
372,45,2022/07/04 15:13,52
373,46,2022/07/04 15:15,48
374,47,2022/07/04 15:16,52
375,48,2022/07/04 15:19,53
376,49,2022/07/04 15:19,49
377,50,2022/07/04 15:21,55
378,51,2022/07/04 15:22,47
379,52,2022/07/04 15:22,53
380,53,2022/07/04 15:22,69
381,54,2022/07/04 15:23,57
382,55,2022/07/04 15:26,48
383,56,2022/07/04 15:28,51
384,57,2022/07/04 15:29,56
385,58,2022/07/04 15:31,57
386,59,2022/07/04 15:33,47
387,60,2022/07/04 15:33,51
388,61,2022/07/04 15:33,40
389,62,2022/07/04 15:34,56
390,63,2022/07/04 15:37,53
391,64,2022/07/04 15:39,54
392,65,2022/07/04 15:39,49
393,66,2022/07/04 15:42,53
394,67,2022/07/04 15:47,40
395,68,2022/07/04 15:47,47
396,69,2022/07/04 15:48,56
397,70,2022/07/04 15:49,50
398,71,2022/07/04 15:49,51
399,72,2022/07/04 15:49,53
400,73,2022/07/04 15:49,59
401,74,2022/07/04 15:50,51
402,75,2022/07/04 15:55,57
403,76,2022/07/04 16:00,51
404,77,2022/07/04 16:01,38
405,78,2022/07/04 16:04,59
406,79,2022/07/04 16:09,56
407,80,2022/07/04 16:10,49
408,81,2022/07/04 16:13,45
409,82,2022/07/04 16:13,49
410,83,2022/07/04 16:14,49
411,84,2022/07/04 16:17,38
412,85,2022/07/04 16:19,61
413,86,2022/07/04 16:20,53
414,87,2022/07/04 16:22,59
415,88,2022/07/04 16:26,47
416,89,2022/07/04 16:26,39
417,90,2022/07/04 16:29,53
418,91,2022/07/04 16:29,57
419,92,2022/07/04 16:30,53
420,93,2022/07/04 16:31,60
421,94,2022/07/04 16:32,48
422,95,2022/07/04 16:35,42
423,96,2022/07/04 16:36,50
424,97,2022/07/04 16:36,58
425,98,2022/07/04 16:38,50
426,99,2022/07/04 16:41,49
427,100,2022/07/04 16:41,55
428,101,2022/07/04 16:43,54
429,102,2022/07/04 16:44,46
430,103,2022/07/04 16:44,45
431,104,2022/07/04 16:45,50
432,105,2022/07/04 16:46,55
433,106,2022/07/04 16:48,55
434,107,2022/07/04 16:51,50
435,108,2022/07/04 16:53,45
436,109,2022/07/04 16:59,52
437,110,2022/07/04 17:01,47
438,111,2022/07/04 17:06,52
439,112,2022/07/04 17:06,58
440,113,2022/07/04 17:06,53
441,114,2022/07/04 17:06,65
442,115,2022/07/04 17:07,50
443,116,2022/07/04 17:09,51
444,117,2022/07/04 17:11,59
445,118,2022/07/04 17:14,47
446,119,2022/07/04 17:16,55
447,120,2022/07/04 17:17,55
448,121,2022/07/04 17:19,49
449,122,2022/07/04 17:20,45
450,123,2022/07/04 17:20,48
451,124,2022/07/04 17:20,49
452,125,2022/07/04 17:21,45
453,126,2022/07/04 17:23,59
454,127,2022/07/04 17:25,54
455,128,2022/07/04 17:28,39
456,129,2022/07/04 17:28,40
457,130,2022/07/04 17:28,53
458,131,2022/07/04 17:29,51
459,132,2022/07/04 17:30,49
460,133,2022/07/04 17:32,51
461,134,2022/07/04 17:33,57
462,135,2022/07/04 17:34,45
463,136,2022/07/04 17:35,49
464,137,2022/07/04 17:36,50
465,138,2022/07/04 17:38,51
466,139,2022/07/04 17:40,50
467,140,2022/07/04 17:43,40
468,141,2022/07/04 17:45,50
469,142,2022/07/04 17:47,49
470,143,2022/07/04 17:48,53
471,144,2022/07/04 17:50,48
472,145,2022/07/04 17:51,54
473,146,2022/07/04 17:53,46
474,147,2022/07/04 17:53,44
475,148,2022/07/04 17:53,49
476,149,2022/07/04 17:53,53
477,150,2022/07/04 17:55,47
478,151,2022/07/04 17:56,52
479,152,2022/07/04 17:57,50
480,153,2022/07/04 17:57,50
481,154,2022/07/04 17:58,43
482,155,2022/07/04 17:58,54
483,156,2022/07/04 17:59,47
484,157,2022/07/04 17:59,51
485,158,2022/07/04 18:00,60
486,159,2022/07/04 18:01,47
487,160,2022/07/04 18:04,39
488,161,2022/07/04 18:06,49
489,162,2022/07/04 18:06,43
490,163,2022/07/04 18:07,48
491,164,2022/07/04 18:07,49
492,165,2022/07/04 18:07,52
493,166,2022/07/04 18:08,47
494,167,2022/07/04 18:08,50
495,168,2022/07/04 18:09,49
496,169,2022/07/04 18:10,50
497,170,2022/07/04 18:12,40
498,171,2022/07/04 18:12,47
499,172,2022/07/04 18:13,53
500,173,2022/07/04 18:15,50
501,174,2022/07/04 18:16,49
502,175,2022/07/04 18:16,46
503,176,2022/07/04 18:17,39
504,177,2022/07/04 18:17,48
505,178,2022/07/04 18:19,50
506,179,2022/07/04 18:19,46
507,180,2022/07/04 18:20,41
508,181,2022/07/04 18:20,59
509,182,2022/07/04 18:21,47
510,183,2022/07/04 18:22,47
511,184,2022/07/04 18:24,48
512,185,2022/07/04 18:24,43
513,186,2022/07/04 18:25,47
514,187,2022/07/04 18:25,50
515,188,2022/07/04 18:27,52
516,189,2022/07/04 18:27,52
517,190,2022/07/04 18:30,54
518,191,2022/07/04 18:30,58
519,192,2022/07/04 18:31,46
520,193,2022/07/04 18:33,50
521,194,2022/07/04 18:35,41
522,195,2022/07/04 18:37,49
523,196,2022/07/04 18:37,54
524,197,2022/07/04 18:39,50
525,198,2022/07/04 18:39,59
526,199,2022/07/04 18:40,52
527,200,2022/07/04 18:40,47
528,201,2022/07/04 18:40,48
529,202,2022/07/04 18:41,49
530,203,2022/07/04 18:44,46
531,204,2022/07/04 18:47,53
532,205,2022/07/04 18:50,55
533,206,2022/07/04 18:51,47
534,207,2022/07/04 18:55,50
535,208,2022/07/04 18:56,48
536,209,2022/07/04 18:56,54
537,210,2022/07/04 18:57,46
538,211,2022/07/04 19:00,41
539,212,2022/07/04 19:01,52
540,213,2022/07/04 19:04,54
541,214,2022/07/04 19:08,46
542,215,2022/07/04 19:08,52
543,216,2022/07/04 19:12,49
544,217,2022/07/04 19:13,57
545,218,2022/07/04 19:14,59
546,219,2022/07/04 19:15,51
547,220,2022/07/04 19:16,47
548,221,2022/07/04 19:17,56
549,222,2022/07/04 19:19,46
550,223,2022/07/04 19:20,55
551,224,2022/07/04 19:22,53
552,225,2022/07/04 19:24,48
553,226,2022/07/04 19:26,43
554,227,2022/07/04 19:26,47
555,228,2022/07/04 19:28,55
556,229,2022/07/04 19:34,51
557,230,2022/07/04 19:34,52
558,231,2022/07/04 19:38,50
559,232,2022/07/04 19:38,53
560,233,2022/07/04 19:40,40
561,234,2022/07/04 19:42,43
562,235,2022/07/04 19:44,53
563,236,2022/07/04 19:46,59
564,237,2022/07/04 19:47,42
565,238,2022/07/04 19:48,44
566,239,2022/07/04 19:48,57
567,240,2022/07/04 19:50,46
568,241,2022/07/04 19:50,48
569,242,2022/07/04 19:50,44
570,243,2022/07/04 19:51,44
571,244,2022/07/04 19:51,50
572,245,2022/07/04 19:53,42
573,246,2022/07/04 20:02,46
574,247,2022/07/04 20:05,51
575,248,2022/07/04 20:08,60
576,249,2022/07/04 20:09,46
577,250,2022/07/04 20:11,48
578,251,2022/07/04 20:12,46
579,252,2022/07/04 20:13,49
580,253,2022/07/04 20:16,52
581,254,2022/07/04 20:18,49
582,255,2022/07/04 20:20,50
583,256,2022/07/04 20:22,45
584,257,2022/07/04 20:23,47
585,258,2022/07/04 20:23,52
586,259,2022/07/04 20:32,50
587,260,2022/07/04 20:35,58
588,261,2022/07/04 20:39,68
589,262,2022/07/04 20:42,50
590,263,2022/07/04 20:44,36
591,264,2022/07/04 20:44,47
592,265,2022/07/04 20:45,59
593,266,2022/07/04 20:47,49
594,267,2022/07/04 20:47,37
595,268,2022/07/04 20:51,42
596,269,2022/07/04 20:56,47
597,270,2022/07/04 20:58,54
598,271,2022/07/04 20:58,44
599,272,2022/07/04 20:58,46
600,273,2022/07/04 21:01,49
601,274,2022/07/04 21:03,51
602,275,2022/07/04 21:04,49
603,276,2022/07/04 21:05,45
604,277,2022/07/04 21:06,44
605,278,2022/07/04 21:07,50
606,279,2022/07/04 21:09,48
607,280,2022/07/04 21:09,37
608,281,2022/07/04 21:11,51
609,282,2022/07/04 21:11,59
610,283,2022/07/04 21:12,44
611,284,2022/07/04 21:15,50
612,285,2022/07/04 21:17,53
613,286,2022/07/04 21:18,42
614,287,2022/07/04 21:20,57
615,288,2022/07/04 21:20,56
616,289,2022/07/04 21:24,47
617,290,2022/07/04 21:25,45
618,291,2022/07/04 21:26,43
619,292,2022/07/04 21:26,45
620,293,2022/07/04 21:31,44
621,294,2022/07/04 21:32,52
622,295,2022/07/04 21:32,48
623,296,2022/07/04 21:32,53
624,297,2022/07/04 21:32,51
625,298,2022/07/04 21:35,52
626,299,2022/07/04 21:36,44
627,300,2022/07/04 21:41,49
628,301,2022/07/04 21:43,42
629,302,2022/07/04 21:43,47
630,303,2022/07/04 21:45,48
631,304,2022/07/04 21:46,58
632,305,2022/07/04 21:51,52
633,306,2022/07/04 21:53,53
634,307,2022/07/04 21:57,42
635,308,2022/07/04 21:57,53
636,309,2022/07/04 21:58,40
637,310,2022/07/04 21:59,40
638,311,2022/07/04 22:00,54
639,312,2022/07/04 22:01,45
640,313,2022/07/04 22:02,41
641,314,2022/07/04 22:02,44
642,315,2022/07/04 22:03,50
643,316,2022/07/04 22:04,44
644,317,2022/07/04 22:07,59
645,318,2022/07/04 22:10,48
646,319,2022/07/04 22:15,55
647,320,2022/07/04 22:15,56
648,321,2022/07/04 22:18,45
649,322,2022/07/04 22:19,41
650,323,2022/07/04 22:19,42
651,324,2022/07/04 22:29,49
652,325,2022/07/04 22:30,47
653,326,2022/07/04 22:37,48
654,327,2022/07/04 22:39,48
655,328,2022/07/04 22:41,46
656,329,2022/07/04 22:43,60
657,330,2022/07/04 22:43,47
658,331,2022/07/04 22:46,54
659,332,2022/07/04 22:51,49
660,333,2022/07/04 22:53,40
661,334,2022/07/04 22:53,50
662,335,2022/07/04 22:55,46
663,336,2022/07/04 22:57,51
664,337,2022/07/04 23:00,44
665,338,2022/07/04 23:04,49
666,339,2022/07/04 23:07,43
667,340,2022/07/04 23:14,40
668,341,2022/07/04 23:17,52
669,342,2022/07/04 23:25,37
670,343,2022/07/04 23:26,52
671,344,2022/07/04 23:28,44
672,345,2022/07/04 23:46,50
673,346,2022/07/04 23:49,43
