record_number,date_time,recorded_speeds
80,2022/07/14 04:52,45
81,2022/07/14 04:52,53
82,2022/07/14 04:53,49
82,2022/07/14 04:53,50
83,2022/07/14 04:53,45
84,2022/07/14 04:54,37
84,2022/07/14 04:54,38
85,2022/07/14 04:54,41
85,2022/07/14 04:54,46
85,2022/07/14 04:54,57
86,2022/07/14 04:55,49
87,2022/07/14 04:55,44
87,2022/07/14 04:55,45
87,2022/07/14 04:55,47
87,2022/07/14 04:55,48
88,2022/07/14 04:56,44
89,2022/07/14 04:56,54
90,2022/07/14 04:57,42
90,2022/07/14 04:57,46
91,2022/07/14 04:58,43
91,2022/07/14 04:58,47
92,2022/07/14 04:59,50
92,2022/07/14 04:59,54
93,2022/07/14 05:00,42
94,2022/07/14 05:00,41
94,2022/07/14 05:00,47
95,2022/07/14 05:01,42
95,2022/07/14 05:01,45
95,2022/07/14 05:01,45
95,2022/07/14 05:01,47
96,2022/07/14 05:02,42
97,2022/07/14 05:02,40
98,2022/07/14 05:03,42
98,2022/07/14 05:03,45
98,2022/07/14 05:03,46
99,2022/07/14 05:04,48
100,2022/07/14 05:05,41
100,2022/07/14 05:05,48
100,2022/07/14 05:05,50
101,2022/07/14 05:06,56
102,2022/07/14 05:07,37
103,2022/07/14 05:08,40
104,2022/07/14 05:10,51
104,2022/07/14 05:10,52
105,2022/07/14 05:11,38
105,2022/07/14 05:11,46
106,2022/07/14 05:11,46
107,2022/07/14 05:12,43
107,2022/07/14 05:12,52
107,2022/07/14 05:12,53
108,2022/07/14 05:13,40
108,2022/07/14 05:13,44
109,2022/07/14 05:14,45
110,2022/07/14 05:14,50
111,2022/07/14 05:16,38
112,2022/07/14 05:16,46
112,2022/07/14 05:16,47
112,2022/07/14 05:16,49
112,2022/07/14 05:16,50
113,2022/07/14 05:17,49
114,2022/07/14 05:18,37
114,2022/07/14 05:18,42
114,2022/07/14 05:18,44
115,2022/07/14 05:18,47
115,2022/07/14 05:18,49
116,2022/07/14 05:19,42
117,2022/07/14 05:20,44
117,2022/07/14 05:20,48
117,2022/07/14 05:20,52
118,2022/07/14 05:21,30
118,2022/07/14 05:21,44
118,2022/07/14 05:21,49
119,2022/07/14 05:22,39
119,2022/07/14 05:22,43
119,2022/07/14 05:22,51
120,2022/07/14 05:23,49
121,2022/07/14 05:24,47
122,2022/07/14 05:25,46
123,2022/07/14 05:25,38
124,2022/07/14 05:26,45
125,2022/07/14 05:26,40
126,2022/07/14 05:27,46
126,2022/07/14 05:27,47
126,2022/07/14 05:27,47
126,2022/07/14 05:27,54
127,2022/07/14 05:28,45
127,2022/07/14 05:28,51
128,2022/07/14 05:29,41
129,2022/07/14 05:29,46
130,2022/07/14 05:30,44
130,2022/07/14 05:30,56
131,2022/07/14 05:31,45
131,2022/07/14 05:31,47
132,2022/07/14 05:32,43
133,2022/07/14 05:32,42
134,2022/07/14 05:33,32
134,2022/07/14 05:33,47
135,2022/07/14 05:33,43
136,2022/07/14 05:34,32
136,2022/07/14 05:34,36
137,2022/07/14 05:34,33
137,2022/07/14 05:34,53
137,2022/07/14 05:34,56
138,2022/07/14 05:35,40
139,2022/07/14 05:35,44
139,2022/07/14 05:35,45
139,2022/07/14 05:35,47
139,2022/07/14 05:35,50
139,2022/07/14 05:35,51
140,2022/07/14 05:36,50
141,2022/07/14 05:37,46
141,2022/07/14 05:37,47
142,2022/07/14 05:38,39
143,2022/07/14 05:38,42
143,2022/07/14 05:38,47
143,2022/07/14 05:38,53
144,2022/07/14 05:39,41
145,2022/07/14 05:39,37
145,2022/07/14 05:39,52
146,2022/07/14 05:40,36
146,2022/07/14 05:40,36
147,2022/07/14 05:40,38
147,2022/07/14 05:40,41
147,2022/07/14 05:40,43
148,2022/07/14 05:41,46
148,2022/07/14 05:41,54
149,2022/07/14 05:42,40
149,2022/07/14 05:42,47
150,2022/07/14 05:43,39
151,2022/07/14 05:43,43
151,2022/07/14 05:43,44
152,2022/07/14 05:43,47
153,2022/07/14 05:44,37
153,2022/07/14 05:44,41
153,2022/07/14 05:44,41
154,2022/07/14 05:45,42
155,2022/07/14 05:45,39
155,2022/07/14 05:45,40
155,2022/07/14 05:45,45
155,2022/07/14 05:45,48
155,2022/07/14 05:45,50
155,2022/07/14 05:45,51
156,2022/07/14 05:47,47
156,2022/07/14 05:47,47
156,2022/07/14 05:47,49
157,2022/07/14 05:47,41
158,2022/07/14 05:48,40
158,2022/07/14 05:48,43
158,2022/07/14 05:48,46
159,2022/07/14 05:50,35
160,2022/07/14 05:50,38
161,2022/07/14 05:50,45
162,2022/07/14 05:51,48
162,2022/07/14 05:51,51
163,2022/07/14 05:51,50
164,2022/07/14 05:52,41
164,2022/07/14 05:52,47
164,2022/07/14 05:52,49
164,2022/07/14 05:52,56
165,2022/07/14 05:52,41
165,2022/07/14 05:52,51
166,2022/07/14 05:53,36
166,2022/07/14 05:53,45
166,2022/07/14 05:53,46
167,2022/07/14 05:54,31
167,2022/07/14 05:54,43
167,2022/07/14 05:54,43
168,2022/07/14 05:55,28
168,2022/07/14 05:55,51
169,2022/07/14 05:55,42
169,2022/07/14 05:55,45
169,2022/07/14 05:55,48
170,2022/07/14 05:56,47
170,2022/07/14 05:56,48
171,2022/07/14 05:57,43
172,2022/07/14 05:57,41
172,2022/07/14 05:57,49
173,2022/07/14 05:58,44
173,2022/07/14 05:58,47
173,2022/07/14 05:58,48
174,2022/07/14 05:59,42
174,2022/07/14 05:59,42
174,2022/07/14 05:59,47
174,2022/07/14 05:59,47
174,2022/07/14 05:59,56
175,2022/07/14 06:00,47
175,2022/07/14 06:00,48
176,2022/07/14 06:00,52
177,2022/07/14 06:01,40
178,2022/07/14 06:01,46
178,2022/07/14 06:01,47
179,2022/07/14 06:02,47
180,2022/07/14 06:02,36
180,2022/07/14 06:02,39
180,2022/07/14 06:02,41
180,2022/07/14 06:02,43
180,2022/07/14 06:02,45
180,2022/07/14 06:02,48
181,2022/07/14 06:02,41
182,2022/07/14 06:03,38
182,2022/07/14 06:03,45
182,2022/07/14 06:03,46
182,2022/07/14 06:03,49
183,2022/07/14 06:03,49
184,2022/07/14 06:04,45
184,2022/07/14 06:04,49
185,2022/07/14 06:05,41
185,2022/07/14 06:05,48
185,2022/07/14 06:05,49
185,2022/07/14 06:05,50
185,2022/07/14 06:05,55
186,2022/07/14 06:05,50
186,2022/07/14 06:05,54
187,2022/07/14 06:06,25
188,2022/07/14 06:07,42
188,2022/07/14 06:07,43
188,2022/07/14 06:07,44
188,2022/07/14 06:07,51
189,2022/07/14 06:08,45
189,2022/07/14 06:08,47
190,2022/07/14 06:09,45
190,2022/07/14 06:09,48
190,2022/07/14 06:09,49
191,2022/07/14 06:10,49
191,2022/07/14 06:10,50
191,2022/07/14 06:10,51
192,2022/07/14 06:10,50
193,2022/07/14 06:11,38
194,2022/07/14 06:12,48
194,2022/07/14 06:12,50
195,2022/07/14 06:12,41
196,2022/07/14 06:13,48
197,2022/07/14 06:13,52
198,2022/07/14 06:14,39
198,2022/07/14 06:14,48
199,2022/07/14 06:15,32
200,2022/07/14 06:15,47
201,2022/07/14 06:16,40
201,2022/07/14 06:16,46
201,2022/07/14 06:16,47
202,2022/07/14 06:17,51
203,2022/07/14 06:18,50
204,2022/07/14 06:18,47
205,2022/07/14 06:19,28
205,2022/07/14 06:19,40
206,2022/07/14 06:19,51
207,2022/07/14 06:19,41
208,2022/07/14 06:20,41
208,2022/07/14 06:20,47
208,2022/07/14 06:20,47
208,2022/07/14 06:20,48
209,2022/07/14 06:20,50
210,2022/07/14 06:21,46
211,2022/07/14 06:22,48
212,2022/07/14 06:22,48
212,2022/07/14 06:22,48
212,2022/07/14 06:22,51
212,2022/07/14 06:22,54
213,2022/07/14 06:22,38
214,2022/07/14 06:23,45
215,2022/07/14 06:24,37
215,2022/07/14 06:24,37
216,2022/07/14 06:24,45
216,2022/07/14 06:24,45
217,2022/07/14 06:25,47
217,2022/07/14 06:25,49
217,2022/07/14 06:25,49
217,2022/07/14 06:25,54
218,2022/07/14 06:25,40
219,2022/07/14 06:26,38
219,2022/07/14 06:26,40
220,2022/07/14 06:26,42
220,2022/07/14 06:26,48
221,2022/07/14 06:27,41
222,2022/07/14 06:27,39
222,2022/07/14 06:27,45
223,2022/07/14 06:28,40
224,2022/07/14 06:28,43
225,2022/07/14 06:28,44
226,2022/07/14 06:29,57
227,2022/07/14 06:30,35
228,2022/07/14 06:30,44
228,2022/07/14 06:30,46
228,2022/07/14 06:30,48
229,2022/07/14 06:31,40
229,2022/07/14 06:31,43
229,2022/07/14 06:31,44
229,2022/07/14 06:31,45
229,2022/07/14 06:31,46
229,2022/07/14 06:31,53
230,2022/07/14 06:31,50
231,2022/07/14 06:32,44
231,2022/07/14 06:32,48
232,2022/07/14 06:33,48
233,2022/07/14 06:33,44
233,2022/07/14 06:33,49
233,2022/07/14 06:33,50
234,2022/07/14 06:34,42
234,2022/07/14 06:34,51
234,2022/07/14 06:34,57
234,2022/07/14 06:34,61
235,2022/07/14 06:35,38
236,2022/07/14 06:35,41
236,2022/07/14 06:35,47
236,2022/07/14 06:35,56
237,2022/07/14 06:35,51
238,2022/07/14 06:36,53
239,2022/07/14 06:36,45
240,2022/07/14 06:37,44
240,2022/07/14 06:37,46
240,2022/07/14 06:37,47
241,2022/07/14 06:38,49
242,2022/07/14 06:39,38
242,2022/07/14 06:39,53
243,2022/07/14 06:40,34
243,2022/07/14 06:40,46
243,2022/07/14 06:40,52
244,2022/07/14 06:41,37
244,2022/07/14 06:41,42
245,2022/07/14 06:41,44
246,2022/07/14 06:42,43
246,2022/07/14 06:42,48
246,2022/07/14 06:42,54
247,2022/07/14 06:43,43
248,2022/07/14 06:43,39
248,2022/07/14 06:43,49
248,2022/07/14 06:43,51
248,2022/07/14 06:43,52
249,2022/07/14 06:44,42
249,2022/07/14 06:44,44
250,2022/07/14 06:45,48
251,2022/07/14 06:45,45
252,2022/07/14 06:47,39
252,2022/07/14 06:47,44
252,2022/07/14 06:47,47
252,2022/07/14 06:47,50
252,2022/07/14 06:47,53
253,2022/07/14 06:48,53
254,2022/07/14 06:48,51
255,2022/07/14 06:49,39
255,2022/07/14 06:49,41
255,2022/07/14 06:49,45
255,2022/07/14 06:49,48
256,2022/07/14 06:49,44
257,2022/07/14 06:50,41
257,2022/07/14 06:50,43
257,2022/07/14 06:50,47
257,2022/07/14 06:50,52
257,2022/07/14 06:50,52
258,2022/07/14 06:50,52
259,2022/07/14 06:51,42
259,2022/07/14 06:51,50
260,2022/07/14 06:51,46
260,2022/07/14 06:51,50
261,2022/07/14 06:52,35
262,2022/07/14 06:52,40
262,2022/07/14 06:52,43
262,2022/07/14 06:52,44
262,2022/07/14 06:52,44
262,2022/07/14 06:52,50
263,2022/07/14 06:53,39
263,2022/07/14 06:53,47
263,2022/07/14 06:53,55
264,2022/07/14 06:53,52
265,2022/07/14 06:54,42
265,2022/07/14 06:54,42
265,2022/07/14 06:54,50
266,2022/07/14 06:54,46
267,2022/07/14 06:55,38
267,2022/07/14 06:55,41
268,2022/07/14 06:55,54
269,2022/07/14 06:56,37
270,2022/07/14 06:56,41
270,2022/07/14 06:56,48
271,2022/07/14 06:56,50
271,2022/07/14 06:56,50
272,2022/07/14 06:57,42
272,2022/07/14 06:57,46
272,2022/07/14 06:57,51
272,2022/07/14 06:57,51
273,2022/07/14 06:57,54
274,2022/07/14 06:58,35
274,2022/07/14 06:58,42
274,2022/07/14 06:58,42
274,2022/07/14 06:58,50
274,2022/07/14 06:58,52
275,2022/07/14 06:58,36
276,2022/07/14 06:59,45
277,2022/07/14 06:59,41
277,2022/07/14 06:59,42
278,2022/07/14 07:00,44
278,2022/07/14 07:00,48
278,2022/07/14 07:00,52
279,2022/07/14 07:00,44
280,2022/07/14 07:00,39
281,2022/07/14 07:01,33
281,2022/07/14 07:01,44
282,2022/07/14 07:01,45
282,2022/07/14 07:01,48
282,2022/07/14 07:01,52
283,2022/07/14 07:02,39
283,2022/07/14 07:02,43
283,2022/07/14 07:02,44
283,2022/07/14 07:02,45
284,2022/07/14 07:02,45
285,2022/07/14 07:03,37
286,2022/07/14 07:03,49
286,2022/07/14 07:03,54
287,2022/07/14 07:03,59
288,2022/07/14 07:03,43
289,2022/07/14 07:04,45
290,2022/07/14 07:04,42
290,2022/07/14 07:04,53
291,2022/07/14 07:04,35
291,2022/07/14 07:04,48
292,2022/07/14 07:05,44
292,2022/07/14 07:05,44
292,2022/07/14 07:05,46
292,2022/07/14 07:05,53
293,2022/07/14 07:06,39
293,2022/07/14 07:06,44
293,2022/07/14 07:06,49
293,2022/07/14 07:06,51
293,2022/07/14 07:06,54
294,2022/07/14 07:06,46
295,2022/07/14 07:07,50
296,2022/07/14 07:07,45
297,2022/07/14 07:08,35
297,2022/07/14 07:08,36
297,2022/07/14 07:08,37
298,2022/07/14 07:09,37
298,2022/07/14 07:09,40
298,2022/07/14 07:09,50
298,2022/07/14 07:09,51
298,2022/07/14 07:09,51
299,2022/07/14 07:09,49
300,2022/07/14 07:10,42
301,2022/07/14 07:11,38
302,2022/07/14 07:11,37
303,2022/07/14 07:11,49
304,2022/07/14 07:12,39
305,2022/07/14 07:12,49
306,2022/07/14 07:13,38
306,2022/07/14 07:13,38
306,2022/07/14 07:13,43
306,2022/07/14 07:13,47
307,2022/07/14 07:15,41
307,2022/07/14 07:15,44
308,2022/07/14 07:15,46
308,2022/07/14 07:15,54
309,2022/07/14 07:16,36
310,2022/07/14 07:16,41
311,2022/07/14 07:17,44
312,2022/07/14 07:18,33
313,2022/07/14 07:18,47
314,2022/07/14 07:19,47
315,2022/07/14 07:19,40
316,2022/07/14 07:20,44
316,2022/07/14 07:20,49
317,2022/07/14 07:21,39
318,2022/07/14 07:21,33
318,2022/07/14 07:21,50
319,2022/07/14 07:22,48
320,2022/07/14 07:22,59
321,2022/07/14 07:22,37
322,2022/07/14 07:23,40
322,2022/07/14 07:23,47
323,2022/07/14 07:24,49
323,2022/07/14 07:24,51
324,2022/07/14 07:24,35
325,2022/07/14 07:25,41
326,2022/07/14 07:25,42
326,2022/07/14 07:25,43
327,2022/07/14 07:25,45
328,2022/07/14 07:26,41
329,2022/07/14 07:26,43
330,2022/07/14 07:27,39
331,2022/07/14 07:27,52
332,2022/07/14 07:28,38
332,2022/07/14 07:28,43
333,2022/07/14 07:28,45
334,2022/07/14 07:28,29
335,2022/07/14 07:29,29
335,2022/07/14 07:29,43
335,2022/07/14 07:29,46
336,2022/07/14 07:29,38
337,2022/07/14 07:30,29
337,2022/07/14 07:30,47
338,2022/07/14 07:31,40
339,2022/07/14 07:31,38
339,2022/07/14 07:31,43
339,2022/07/14 07:31,45
340,2022/07/14 07:32,43
341,2022/07/14 07:32,37
341,2022/07/14 07:32,43
342,2022/07/14 07:33,42
343,2022/07/14 07:33,50
343,2022/07/14 07:33,52
344,2022/07/14 07:34,41
345,2022/07/14 07:35,44
345,2022/07/14 07:35,44
346,2022/07/14 07:35,47
347,2022/07/14 07:35,41
348,2022/07/14 07:36,43
348,2022/07/14 07:36,43
349,2022/07/14 07:36,40
350,2022/07/14 07:37,36
350,2022/07/14 07:37,48
351,2022/07/14 07:37,47
351,2022/07/14 07:37,51
352,2022/07/14 07:39,40
352,2022/07/14 07:39,48
353,2022/07/14 07:40,46
354,2022/07/14 07:40,39
355,2022/07/14 07:41,41
356,2022/07/14 07:41,46
357,2022/07/14 07:41,48
358,2022/07/14 07:42,41
359,2022/07/14 07:43,36
360,2022/07/14 07:43,41
360,2022/07/14 07:43,42
360,2022/07/14 07:43,43
360,2022/07/14 07:43,54
361,2022/07/14 07:43,48
362,2022/07/14 07:44,43
363,2022/07/14 07:45,50
364,2022/07/14 07:45,44
365,2022/07/14 07:46,50
366,2022/07/14 07:46,37
367,2022/07/14 07:47,39
367,2022/07/14 07:47,44
367,2022/07/14 07:47,52
368,2022/07/14 07:47,54
369,2022/07/14 07:48,45
369,2022/07/14 07:48,48
370,2022/07/14 07:49,28
370,2022/07/14 07:49,39
370,2022/07/14 07:49,41
370,2022/07/14 07:49,52
371,2022/07/14 07:49,46
372,2022/07/14 07:50,44
373,2022/07/14 07:54,35
373,2022/07/14 07:54,40
374,2022/07/14 07:54,40
374,2022/07/14 07:54,46
375,2022/07/14 07:55,51
376,2022/07/14 07:56,49
377,2022/07/14 07:57,39
377,2022/07/14 07:57,47
378,2022/07/14 07:57,42
378,2022/07/14 07:57,48
379,2022/07/14 07:58,51
380,2022/07/14 07:59,43
381,2022/07/14 07:59,56
382,2022/07/14 08:00,40
383,2022/07/14 08:00,44
383,2022/07/14 08:00,45
384,2022/07/14 08:00,45
384,2022/07/14 08:00,45
385,2022/07/14 08:01,43
385,2022/07/14 08:01,49
386,2022/07/14 08:01,47
387,2022/07/14 08:02,42
387,2022/07/14 08:02,45
387,2022/07/14 08:02,46
387,2022/07/14 08:02,54
388,2022/07/14 08:02,48
389,2022/07/14 08:03,49
390,2022/07/14 08:04,32
390,2022/07/14 08:04,43
391,2022/07/14 08:05,33
392,2022/07/14 08:05,42
393,2022/07/14 08:06,43
394,2022/07/14 08:07,45
395,2022/07/14 08:08,28
396,2022/07/14 08:08,39
396,2022/07/14 08:08,48
397,2022/07/14 08:09,47
398,2022/07/14 08:11,46
399,2022/07/14 08:12,38
399,2022/07/14 08:12,51
400,2022/07/14 08:12,41
401,2022/07/14 08:13,32
401,2022/07/14 08:13,35
402,2022/07/14 08:14,24
402,2022/07/14 08:14,40
403,2022/07/14 08:15,30
404,2022/07/14 08:15,41
405,2022/07/14 08:15,46
406,2022/07/14 08:16,37
406,2022/07/14 08:16,45
407,2022/07/14 08:18,47
408,2022/07/14 08:18,52
409,2022/07/14 08:20,42
410,2022/07/14 08:21,38
411,2022/07/14 08:22,46
412,2022/07/14 08:22,43
413,2022/07/14 08:25,46
414,2022/07/14 08:26,42
415,2022/07/14 08:26,53
416,2022/07/14 08:26,39
417,2022/07/14 08:27,36
418,2022/07/14 08:27,35
418,2022/07/14 08:27,38
419,2022/07/14 08:28,50
420,2022/07/14 08:29,42
421,2022/07/14 08:30,43
422,2022/07/14 08:31,22
423,2022/07/14 08:31,44
424,2022/07/14 08:33,33
424,2022/07/14 08:33,43
425,2022/07/14 08:33,50
426,2022/07/14 08:34,46
427,2022/07/14 08:35,43
427,2022/07/14 08:35,45
428,2022/07/14 08:35,48
429,2022/07/14 08:36,40
430,2022/07/14 08:36,46
430,2022/07/14 08:36,49
431,2022/07/14 08:37,43
432,2022/07/14 08:38,49
433,2022/07/14 08:38,42
433,2022/07/14 08:38,44
434,2022/07/14 08:40,48
435,2022/07/14 08:41,48
436,2022/07/14 08:42,37
436,2022/07/14 08:42,46
437,2022/07/14 08:42,40
437,2022/07/14 08:42,54
438,2022/07/14 08:43,47
439,2022/07/14 08:44,27
439,2022/07/14 08:44,34
440,2022/07/14 08:47,44
440,2022/07/14 08:47,49
441,2022/07/14 08:48,44
441,2022/07/14 08:48,46
442,2022/07/14 08:48,44
443,2022/07/14 08:50,31
443,2022/07/14 08:50,41
443,2022/07/14 08:50,43
444,2022/07/14 08:51,49
445,2022/07/14 08:53,35
445,2022/07/14 08:53,38
446,2022/07/14 08:54,41
447,2022/07/14 08:54,47
448,2022/07/14 08:55,42
449,2022/07/14 08:57,44
450,2022/07/14 08:58,45
451,2022/07/14 09:00,36
452,2022/07/14 09:01,42
452,2022/07/14 09:01,46
453,2022/07/14 09:02,44
454,2022/07/14 09:03,37
454,2022/07/14 09:03,42
454,2022/07/14 09:03,47
455,2022/07/14 09:05,27
455,2022/07/14 09:05,44
456,2022/07/14 09:06,26
457,2022/07/14 09:06,40
458,2022/07/14 09:07,43
458,2022/07/14 09:07,47
459,2022/07/14 09:07,50
460,2022/07/14 09:09,44
461,2022/07/14 09:10,35
461,2022/07/14 09:10,40
462,2022/07/14 09:11,38
462,2022/07/14 09:11,42
463,2022/07/14 09:12,44
464,2022/07/14 09:13,44
465,2022/07/14 09:15,38
466,2022/07/14 09:16,49
467,2022/07/14 09:18,57
468,2022/07/14 09:18,43
469,2022/07/14 09:20,43
470,2022/07/14 09:21,37
471,2022/07/14 09:22,35
472,2022/07/14 09:23,37
473,2022/07/14 09:23,49
474,2022/07/14 09:26,41
474,2022/07/14 09:26,53
475,2022/07/14 09:27,42
476,2022/07/14 09:27,42
477,2022/07/14 09:30,43
478,2022/07/14 09:30,44
479,2022/07/14 09:33,37
479,2022/07/14 09:33,48
480,2022/07/14 09:33,45
481,2022/07/14 09:34,32
482,2022/07/14 09:36,45
483,2022/07/14 09:36,49
484,2022/07/14 09:37,45
485,2022/07/14 09:38,45
486,2022/07/14 09:39,32
487,2022/07/14 09:40,48
488,2022/07/14 09:40,45
489,2022/07/14 09:44,39
490,2022/07/14 09:44,35
491,2022/07/14 09:44,44
492,2022/07/14 09:46,33
492,2022/07/14 09:46,47
493,2022/07/14 09:47,32
493,2022/07/14 09:47,39
493,2022/07/14 09:47,41
494,2022/07/14 09:47,37
495,2022/07/14 09:48,44
495,2022/07/14 09:48,45
496,2022/07/14 09:49,34
497,2022/07/14 09:53,42
498,2022/07/14 09:53,39
499,2022/07/14 09:54,35
500,2022/07/14 09:54,36
500,2022/07/14 09:54,44
501,2022/07/14 09:57,45
502,2022/07/14 09:58,47
503,2022/07/14 09:59,37
503,2022/07/14 09:59,42
504,2022/07/14 09:59,39
505,2022/07/14 10:00,43
506,2022/07/14 10:01,33
506,2022/07/14 10:01,41
507,2022/07/14 10:02,39
507,2022/07/14 10:02,40
507,2022/07/14 10:02,46
508,2022/07/14 10:04,41
509,2022/07/14 10:05,40
509,2022/07/14 10:05,42
510,2022/07/14 10:06,33
510,2022/07/14 10:06,46
511,2022/07/14 10:08,37
512,2022/07/14 10:09,29
513,2022/07/14 10:13,34
514,2022/07/14 10:15,35
514,2022/07/14 10:15,54
515,2022/07/14 10:16,37
516,2022/07/14 10:16,38
517,2022/07/14 10:17,43
518,2022/07/14 10:19,35
519,2022/07/14 10:20,29
519,2022/07/14 10:20,44
519,2022/07/14 10:20,48
520,2022/07/14 10:21,44
520,2022/07/14 10:21,48
521,2022/07/14 10:22,51
522,2022/07/14 10:23,32
522,2022/07/14 10:23,46
523,2022/07/14 10:24,31
523,2022/07/14 10:24,43
524,2022/07/14 10:25,30
525,2022/07/14 10:28,38
525,2022/07/14 10:28,40
526,2022/07/14 10:28,42
527,2022/07/14 10:29,48
528,2022/07/14 10:30,41
528,2022/07/14 10:30,42
529,2022/07/14 10:32,17
529,2022/07/14 10:32,48
530,2022/07/14 10:33,45
531,2022/07/14 10:34,35
532,2022/07/14 10:35,45
533,2022/07/14 10:38,45
534,2022/07/14 10:38,41
535,2022/07/14 10:39,43
536,2022/07/14 10:39,45
537,2022/07/14 10:40,46
538,2022/07/14 10:44,39
539,2022/07/14 10:45,34
540,2022/07/14 10:46,41
541,2022/07/14 10:47,36
542,2022/07/14 10:47,41
542,2022/07/14 10:47,44
543,2022/07/14 10:48,50
544,2022/07/14 10:50,46
545,2022/07/14 10:51,40
546,2022/07/14 10:52,50
546,2022/07/14 10:52,58
547,2022/07/14 10:53,38
547,2022/07/14 10:53,39
547,2022/07/14 10:53,49
548,2022/07/14 10:53,36
549,2022/07/14 10:54,32
550,2022/07/14 10:54,46
551,2022/07/14 10:56,45
552,2022/07/14 10:58,43
553,2022/07/14 11:00,51
554,2022/07/14 11:01,43
555,2022/07/14 11:01,44
555,2022/07/14 11:01,52
556,2022/07/14 11:02,45
557,2022/07/14 11:03,35
558,2022/07/14 11:03,43
559,2022/07/14 11:04,32
560,2022/07/14 11:05,36
561,2022/07/14 11:05,42
562,2022/07/14 11:08,38
563,2022/07/14 11:09,40
564,2022/07/14 11:10,44
565,2022/07/14 11:10,42
566,2022/07/14 11:11,43
567,2022/07/14 11:12,51
568,2022/07/14 11:13,44
569,2022/07/14 11:13,44
570,2022/07/14 11:15,43
570,2022/07/14 11:15,43
571,2022/07/14 11:15,39
572,2022/07/14 11:16,40
572,2022/07/14 11:16,46
572,2022/07/14 11:16,51
573,2022/07/14 11:17,28
573,2022/07/14 11:17,49
574,2022/07/14 11:19,48
575,2022/07/14 11:21,31
575,2022/07/14 11:21,35
576,2022/07/14 11:22,43
577,2022/07/14 11:23,33
577,2022/07/14 11:23,41
577,2022/07/14 11:23,44
578,2022/07/14 11:24,41
579,2022/07/14 11:24,38
580,2022/07/14 11:25,35
581,2022/07/14 11:25,53
582,2022/07/14 11:26,41
583,2022/07/14 11:27,45
584,2022/07/14 11:28,34
585,2022/07/14 11:30,40
586,2022/07/14 11:30,49
587,2022/07/14 11:32,48
588,2022/07/14 11:33,34
589,2022/07/14 11:33,45
590,2022/07/14 11:34,36
590,2022/07/14 11:34,49
591,2022/07/14 11:34,38
592,2022/07/14 11:35,29
593,2022/07/14 11:35,50
594,2022/07/14 11:36,52
595,2022/07/14 11:36,46
596,2022/07/14 11:37,36
597,2022/07/14 11:38,36
598,2022/07/14 11:38,31
