record_number,date_time,recorded_speeds
158,2022/07/10 17:10,51
159,2022/07/10 17:12,50
160,2022/07/10 17:13,44
161,2022/07/10 17:14,43
161,2022/07/10 17:14,51
162,2022/07/10 17:14,50
163,2022/07/10 17:17,48
164,2022/07/10 17:17,44
165,2022/07/10 17:19,31
166,2022/07/10 17:19,52
167,2022/07/10 17:22,39
168,2022/07/10 17:22,55
169,2022/07/10 17:24,44
170,2022/07/10 17:25,46
171,2022/07/10 17:26,47
171,2022/07/10 17:26,48
172,2022/07/10 17:27,40
173,2022/07/10 17:28,49
174,2022/07/10 17:30,50
175,2022/07/10 17:31,42
176,2022/07/10 17:31,50
177,2022/07/10 17:32,42
178,2022/07/10 17:34,44
179,2022/07/10 17:35,47
179,2022/07/10 17:35,49
180,2022/07/10 17:35,47
181,2022/07/10 17:36,45
181,2022/07/10 17:36,47
182,2022/07/10 17:37,41
182,2022/07/10 17:37,44
182,2022/07/10 17:37,45
183,2022/07/10 17:38,47
184,2022/07/10 17:39,48
185,2022/07/10 17:40,45
186,2022/07/10 17:41,25
187,2022/07/10 17:45,35
188,2022/07/10 17:47,47
188,2022/07/10 17:47,47
189,2022/07/10 17:51,39
190,2022/07/10 17:52,51
191,2022/07/10 17:53,43
192,2022/07/10 17:54,39
193,2022/07/10 17:55,44
194,2022/07/10 17:56,37
195,2022/07/10 17:58,46
196,2022/07/10 18:04,45
197,2022/07/10 18:05,35
198,2022/07/10 18:06,43
198,2022/07/10 18:06,49
199,2022/07/10 18:06,44
200,2022/07/10 18:07,38
201,2022/07/10 18:11,39
202,2022/07/10 18:12,45
203,2022/07/10 18:14,46
203,2022/07/10 18:14,50
204,2022/07/10 18:16,33
205,2022/07/10 18:16,46
206,2022/07/10 18:17,41
207,2022/07/10 18:18,40
207,2022/07/10 18:18,45
208,2022/07/10 18:19,46
209,2022/07/10 18:22,46
210,2022/07/10 18:25,32
211,2022/07/10 18:26,43
211,2022/07/10 18:26,54
212,2022/07/10 18:29,45
212,2022/07/10 18:29,46
213,2022/07/10 18:34,28
213,2022/07/10 18:34,46
214,2022/07/10 18:35,44
215,2022/07/10 18:37,45
216,2022/07/10 18:37,43
217,2022/07/10 18:38,46
218,2022/07/10 18:41,35
219,2022/07/10 18:45,54
220,2022/07/10 18:47,40
220,2022/07/10 18:47,49
221,2022/07/10 18:48,46
222,2022/07/10 18:49,47
223,2022/07/10 18:50,46
224,2022/07/10 18:51,44
225,2022/07/10 18:51,43
226,2022/07/10 18:54,46
227,2022/07/10 18:56,52
228,2022/07/10 18:57,47
228,2022/07/10 18:57,50
229,2022/07/10 19:00,44
230,2022/07/10 19:02,30
230,2022/07/10 19:02,49
231,2022/07/10 19:07,42
232,2022/07/10 19:09,40
233,2022/07/10 19:11,33
234,2022/07/10 19:14,36
235,2022/07/10 19:15,43
236,2022/07/10 19:19,46
236,2022/07/10 19:19,55
237,2022/07/10 19:20,42
237,2022/07/10 19:20,47
238,2022/07/10 19:22,30
238,2022/07/10 19:22,39
239,2022/07/10 19:25,42
239,2022/07/10 19:25,42
240,2022/07/10 19:28,46
241,2022/07/10 19:29,32
242,2022/07/10 19:30,29
243,2022/07/10 19:31,39
244,2022/07/10 19:34,43
244,2022/07/10 19:34,46
245,2022/07/10 19:34,42
246,2022/07/10 19:37,50
247,2022/07/10 19:40,39
248,2022/07/10 19:43,35
249,2022/07/10 19:45,42
249,2022/07/10 19:45,48
250,2022/07/10 19:46,30
250,2022/07/10 19:46,52
251,2022/07/10 19:47,34
252,2022/07/10 19:48,46
253,2022/07/10 19:50,44
254,2022/07/10 19:51,47
255,2022/07/10 19:52,44
256,2022/07/10 19:53,45
257,2022/07/10 19:54,37
258,2022/07/10 19:56,40
258,2022/07/10 19:56,46
259,2022/07/10 19:56,46
260,2022/07/10 19:57,27
261,2022/07/10 19:59,18
261,2022/07/10 19:59,30
262,2022/07/10 20:00,36
263,2022/07/10 20:01,32
264,2022/07/10 20:04,34
265,2022/07/10 20:05,47
266,2022/07/10 20:17,16
266,2022/07/10 20:17,41
267,2022/07/10 20:17,41
268,2022/07/10 20:26,36
269,2022/07/10 20:28,43
269,2022/07/10 20:28,43
270,2022/07/10 20:30,36
271,2022/07/10 20:35,35
272,2022/07/10 20:35,45
273,2022/07/10 20:36,44
274,2022/07/10 20:38,50
275,2022/07/10 20:43,39
276,2022/07/10 20:47,35
276,2022/07/10 20:47,49
276,2022/07/10 20:47,59
277,2022/07/10 20:50,47
278,2022/07/10 20:52,32
279,2022/07/10 20:56,44
280,2022/07/10 20:57,50
281,2022/07/10 20:57,38
282,2022/07/10 21:00,46
283,2022/07/10 21:01,38
284,2022/07/10 21:05,31
285,2022/07/10 21:08,34
286,2022/07/10 21:09,42
287,2022/07/10 21:13,38
288,2022/07/10 21:14,35
289,2022/07/10 21:21,41
290,2022/07/10 21:34,45
291,2022/07/10 21:36,40
292,2022/07/10 21:37,46
293,2022/07/10 21:38,35
294,2022/07/10 21:42,43
295,2022/07/10 21:42,49
296,2022/07/10 21:48,39
297,2022/07/10 22:04,42
298,2022/07/10 22:13,39
299,2022/07/10 22:14,33
300,2022/07/10 22:23,42
