record_number,date_time,recorded_speeds
68,2022/07/12 04:58,49
69,2022/07/12 05:00,37
69,2022/07/12 05:00,43
69,2022/07/12 05:00,51
70,2022/07/12 05:01,48
71,2022/07/12 05:01,46
72,2022/07/12 05:02,44
73,2022/07/12 05:03,40
73,2022/07/12 05:03,45
74,2022/07/12 05:04,43
75,2022/07/12 05:04,43
76,2022/07/12 05:04,36
77,2022/07/12 05:05,49
78,2022/07/12 05:05,40
78,2022/07/12 05:05,41
78,2022/07/12 05:05,47
78,2022/07/12 05:05,52
79,2022/07/12 05:06,37
79,2022/07/12 05:06,38
80,2022/07/12 05:06,36
80,2022/07/12 05:06,44
80,2022/07/12 05:06,45
81,2022/07/12 05:07,42
81,2022/07/12 05:07,45
81,2022/07/12 05:07,52
82,2022/07/12 05:08,44
82,2022/07/12 05:08,50
82,2022/07/12 05:08,51
83,2022/07/12 05:09,42
83,2022/07/12 05:09,46
83,2022/07/12 05:09,47
84,2022/07/12 05:10,43
85,2022/07/12 05:10,50
85,2022/07/12 05:10,50
85,2022/07/12 05:10,55
86,2022/07/12 05:11,40
86,2022/07/12 05:11,48
87,2022/07/12 05:12,42
88,2022/07/12 05:12,45
89,2022/07/12 05:13,42
89,2022/07/12 05:13,44
89,2022/07/12 05:13,50
90,2022/07/12 05:14,48
91,2022/07/12 05:15,35
92,2022/07/12 05:16,32
92,2022/07/12 05:16,40
92,2022/07/12 05:16,44
92,2022/07/12 05:16,46
92,2022/07/12 05:16,47
92,2022/07/12 05:16,49
93,2022/07/12 05:17,36
94,2022/07/12 05:17,38
95,2022/07/12 05:18,41
96,2022/07/12 05:18,47
97,2022/07/12 05:19,35
98,2022/07/12 05:19,37
98,2022/07/12 05:19,46
99,2022/07/12 05:20,45
99,2022/07/12 05:20,52
100,2022/07/12 05:21,39
100,2022/07/12 05:21,49
101,2022/07/12 05:21,44
101,2022/07/12 05:21,45
101,2022/07/12 05:21,49
102,2022/07/12 05:22,43
103,2022/07/12 05:24,43
103,2022/07/12 05:24,44
103,2022/07/12 05:24,44
103,2022/07/12 05:24,48
104,2022/07/12 05:25,49
104,2022/07/12 05:25,50
104,2022/07/12 05:25,51
105,2022/07/12 05:26,41
105,2022/07/12 05:26,49
106,2022/07/12 05:27,44
107,2022/07/12 05:27,44
107,2022/07/12 05:27,44
107,2022/07/12 05:27,52
108,2022/07/12 05:28,42
109,2022/07/12 05:29,34
110,2022/07/12 05:29,46
110,2022/07/12 05:29,48
111,2022/07/12 05:30,34
111,2022/07/12 05:30,37
111,2022/07/12 05:30,38
111,2022/07/12 05:30,44
111,2022/07/12 05:30,44
111,2022/07/12 05:30,53
112,2022/07/12 05:30,43
113,2022/07/12 05:31,34
113,2022/07/12 05:31,36
113,2022/07/12 05:31,39
113,2022/07/12 05:31,43
114,2022/07/12 05:32,38
114,2022/07/12 05:32,44
114,2022/07/12 05:32,49
115,2022/07/12 05:33,49
115,2022/07/12 05:33,51
116,2022/07/12 05:33,42
117,2022/07/12 05:34,44
117,2022/07/12 05:34,52
118,2022/07/12 05:34,43
119,2022/07/12 05:35,45
119,2022/07/12 05:35,46
120,2022/07/12 05:36,33
120,2022/07/12 05:36,38
120,2022/07/12 05:36,42
121,2022/07/12 05:37,51
121,2022/07/12 05:37,59
122,2022/07/12 05:38,36
122,2022/07/12 05:38,50
123,2022/07/12 05:38,38
123,2022/07/12 05:38,55
124,2022/07/12 05:39,40
124,2022/07/12 05:39,44
124,2022/07/12 05:39,51
125,2022/07/12 05:40,39
125,2022/07/12 05:40,39
125,2022/07/12 05:40,40
125,2022/07/12 05:40,41
125,2022/07/12 05:40,43
125,2022/07/12 05:40,51
125,2022/07/12 05:40,54
126,2022/07/12 05:41,38
126,2022/07/12 05:41,44
126,2022/07/12 05:41,47
127,2022/07/12 05:42,48
128,2022/07/12 05:44,45
129,2022/07/12 05:45,38
129,2022/07/12 05:45,42
129,2022/07/12 05:45,44
130,2022/07/12 05:46,37
131,2022/07/12 05:46,37
131,2022/07/12 05:46,43
132,2022/07/12 05:46,47
133,2022/07/12 05:47,40
133,2022/07/12 05:47,41
133,2022/07/12 05:47,42
134,2022/07/12 05:48,42
134,2022/07/12 05:48,47
134,2022/07/12 05:48,50
135,2022/07/12 05:48,42
135,2022/07/12 05:48,47
135,2022/07/12 05:48,49
136,2022/07/12 05:49,40
136,2022/07/12 05:49,41
137,2022/07/12 05:49,48
137,2022/07/12 05:49,53
137,2022/07/12 05:49,59
138,2022/07/12 05:50,45
138,2022/07/12 05:50,46
138,2022/07/12 05:50,47
139,2022/07/12 05:51,47
139,2022/07/12 05:51,50
140,2022/07/12 05:52,49
140,2022/07/12 05:52,49
141,2022/07/12 05:52,46
142,2022/07/12 05:53,42
143,2022/07/12 05:53,34
143,2022/07/12 05:53,48
143,2022/07/12 05:53,48
144,2022/07/12 05:54,45
145,2022/07/12 05:54,47
146,2022/07/12 05:55,42
147,2022/07/12 05:56,45
147,2022/07/12 05:56,49
147,2022/07/12 05:56,49
147,2022/07/12 05:56,52
148,2022/07/12 05:57,43
148,2022/07/12 05:57,44
148,2022/07/12 05:57,45
148,2022/07/12 05:57,45
148,2022/07/12 05:57,47
148,2022/07/12 05:57,48
148,2022/07/12 05:57,51
148,2022/07/12 05:57,56
149,2022/07/12 05:58,39
150,2022/07/12 05:58,36
150,2022/07/12 05:58,37
150,2022/07/12 05:58,40
150,2022/07/12 05:58,43
150,2022/07/12 05:58,44
150,2022/07/12 05:58,47
150,2022/07/12 05:58,47
150,2022/07/12 05:58,53
151,2022/07/12 05:59,46
152,2022/07/12 05:59,48
153,2022/07/12 05:59,45
153,2022/07/12 05:59,47
154,2022/07/12 06:00,40
154,2022/07/12 06:00,54
154,2022/07/12 06:00,60
155,2022/07/12 06:01,40
155,2022/07/12 06:01,49
155,2022/07/12 06:01,50
156,2022/07/12 06:01,49
157,2022/07/12 06:02,42
157,2022/07/12 06:02,45
157,2022/07/12 06:02,46
157,2022/07/12 06:02,51
157,2022/07/12 06:02,57
158,2022/07/12 06:02,39
159,2022/07/12 06:03,46
159,2022/07/12 06:03,46
160,2022/07/12 06:03,50
161,2022/07/12 06:04,41
162,2022/07/12 06:04,46
163,2022/07/12 06:05,43
164,2022/07/12 06:05,42
164,2022/07/12 06:05,46
164,2022/07/12 06:05,46
165,2022/07/12 06:05,48
166,2022/07/12 06:06,43
166,2022/07/12 06:06,46
166,2022/07/12 06:06,48
167,2022/07/12 06:06,45
168,2022/07/12 06:07,42
168,2022/07/12 06:07,43
168,2022/07/12 06:07,47
169,2022/07/12 06:08,40
170,2022/07/12 06:08,40
171,2022/07/12 06:08,46
172,2022/07/12 06:09,40
172,2022/07/12 06:09,42
173,2022/07/12 06:09,40
174,2022/07/12 06:10,46
175,2022/07/12 06:10,39
175,2022/07/12 06:10,49
176,2022/07/12 06:11,45
176,2022/07/12 06:11,46
177,2022/07/12 06:11,46
177,2022/07/12 06:11,52
178,2022/07/12 06:12,43
179,2022/07/12 06:13,52
180,2022/07/12 06:14,41
180,2022/07/12 06:14,44
180,2022/07/12 06:14,48
180,2022/07/12 06:14,52
181,2022/07/12 06:14,46
182,2022/07/12 06:15,44
182,2022/07/12 06:15,46
182,2022/07/12 06:15,50
182,2022/07/12 06:15,64
183,2022/07/12 06:16,38
184,2022/07/12 06:17,50
185,2022/07/12 06:17,47
186,2022/07/12 06:18,43
187,2022/07/12 06:18,47
187,2022/07/12 06:18,48
188,2022/07/12 06:19,46
189,2022/07/12 06:19,48
190,2022/07/12 06:20,33
191,2022/07/12 06:20,44
192,2022/07/12 06:20,50
193,2022/07/12 06:21,38
193,2022/07/12 06:21,43
193,2022/07/12 06:21,53
194,2022/07/12 06:21,48
195,2022/07/12 06:22,41
195,2022/07/12 06:22,45
195,2022/07/12 06:22,53
196,2022/07/12 06:23,38
197,2022/07/12 06:23,32
197,2022/07/12 06:23,39
197,2022/07/12 06:23,46
197,2022/07/12 06:23,46
197,2022/07/12 06:23,52
198,2022/07/12 06:24,39
199,2022/07/12 06:24,44
199,2022/07/12 06:24,51
200,2022/07/12 06:24,46
200,2022/07/12 06:24,47
201,2022/07/12 06:25,38
202,2022/07/12 06:25,46
203,2022/07/12 06:26,36
203,2022/07/12 06:26,37
203,2022/07/12 06:26,47
203,2022/07/12 06:26,48
204,2022/07/12 06:26,47
205,2022/07/12 06:27,45
205,2022/07/12 06:27,47
205,2022/07/12 06:27,51
205,2022/07/12 06:27,54
206,2022/07/12 06:27,42
206,2022/07/12 06:27,47
206,2022/07/12 06:27,55
207,2022/07/12 06:28,50
207,2022/07/12 06:28,50
208,2022/07/12 06:28,42
209,2022/07/12 06:29,40
209,2022/07/12 06:29,43
209,2022/07/12 06:29,48
209,2022/07/12 06:29,51
209,2022/07/12 06:29,52
209,2022/07/12 06:29,54
210,2022/07/12 06:29,56
211,2022/07/12 06:30,39
211,2022/07/12 06:30,47
211,2022/07/12 06:30,57
212,2022/07/12 06:31,42
213,2022/07/12 06:31,40
213,2022/07/12 06:31,45
214,2022/07/12 06:32,37
214,2022/07/12 06:32,38
214,2022/07/12 06:32,55
215,2022/07/12 06:33,33
216,2022/07/12 06:33,35
216,2022/07/12 06:33,40
216,2022/07/12 06:33,47
217,2022/07/12 06:33,48
217,2022/07/12 06:33,50
218,2022/07/12 06:34,42
218,2022/07/12 06:34,44
218,2022/07/12 06:34,50
219,2022/07/12 06:35,41
219,2022/07/12 06:35,48
220,2022/07/12 06:35,40
221,2022/07/12 06:36,43
222,2022/07/12 06:37,37
223,2022/07/12 06:37,39
224,2022/07/12 06:38,34
224,2022/07/12 06:38,49
225,2022/07/12 06:38,44
226,2022/07/12 06:39,39
226,2022/07/12 06:39,41
226,2022/07/12 06:39,42
227,2022/07/12 06:40,39
228,2022/07/12 06:40,47
229,2022/07/12 06:40,41
229,2022/07/12 06:40,44
229,2022/07/12 06:40,45
229,2022/07/12 06:40,48
230,2022/07/12 06:41,38
231,2022/07/12 06:41,44
231,2022/07/12 06:41,48
232,2022/07/12 06:42,33
232,2022/07/12 06:42,36
232,2022/07/12 06:42,41
232,2022/07/12 06:42,46
233,2022/07/12 06:43,45
233,2022/07/12 06:43,47
233,2022/07/12 06:43,47
233,2022/07/12 06:43,53
233,2022/07/12 06:43,60
234,2022/07/12 06:43,47
234,2022/07/12 06:43,48
234,2022/07/12 06:43,48
235,2022/07/12 06:44,43
236,2022/07/12 06:45,39
237,2022/07/12 06:45,43
237,2022/07/12 06:45,47
238,2022/07/12 06:45,43
238,2022/07/12 06:45,45
238,2022/07/12 06:45,47
238,2022/07/12 06:45,51
238,2022/07/12 06:45,54
239,2022/07/12 06:45,39
240,2022/07/12 06:46,43
240,2022/07/12 06:46,49
241,2022/07/12 06:46,43
242,2022/07/12 06:47,41
242,2022/07/12 06:47,42
242,2022/07/12 06:47,48
242,2022/07/12 06:47,49
243,2022/07/12 06:47,39
243,2022/07/12 06:47,50
244,2022/07/12 06:48,45
245,2022/07/12 06:48,52
246,2022/07/12 06:48,39
246,2022/07/12 06:48,54
247,2022/07/12 06:49,47
248,2022/07/12 06:50,36
249,2022/07/12 06:50,45
249,2022/07/12 06:50,49
249,2022/07/12 06:50,51
249,2022/07/12 06:50,52
250,2022/07/12 06:50,49
250,2022/07/12 06:50,49
251,2022/07/12 06:51,43
252,2022/07/12 06:51,54
253,2022/07/12 06:52,36
254,2022/07/12 06:52,41
254,2022/07/12 06:52,43
254,2022/07/12 06:52,48
255,2022/07/12 06:52,45
256,2022/07/12 06:53,42
257,2022/07/12 06:53,49
258,2022/07/12 06:54,35
259,2022/07/12 06:54,45
260,2022/07/12 06:54,45
260,2022/07/12 06:54,54
261,2022/07/12 06:55,43
261,2022/07/12 06:55,46
261,2022/07/12 06:55,47
262,2022/07/12 06:55,48
262,2022/07/12 06:55,50
263,2022/07/12 06:56,50
264,2022/07/12 06:56,48
265,2022/07/12 06:57,45
266,2022/07/12 06:57,46
267,2022/07/12 06:57,37
267,2022/07/12 06:57,49
267,2022/07/12 06:57,49
268,2022/07/12 06:57,44
269,2022/07/12 06:58,37
269,2022/07/12 06:58,47
269,2022/07/12 06:58,49
269,2022/07/12 06:58,50
270,2022/07/12 06:58,54
271,2022/07/12 06:59,43
271,2022/07/12 06:59,44
272,2022/07/12 06:59,42
272,2022/07/12 06:59,48
273,2022/07/12 07:00,43
274,2022/07/12 07:00,42
274,2022/07/12 07:00,48
275,2022/07/12 07:00,43
275,2022/07/12 07:00,44
276,2022/07/12 07:01,36
277,2022/07/12 07:01,37
278,2022/07/12 07:02,47
278,2022/07/12 07:02,65
279,2022/07/12 07:03,39
280,2022/07/12 07:03,35
280,2022/07/12 07:03,49
280,2022/07/12 07:03,54
281,2022/07/12 07:03,44
282,2022/07/12 07:04,42
282,2022/07/12 07:04,49
282,2022/07/12 07:04,49
283,2022/07/12 07:04,46
283,2022/07/12 07:04,48
284,2022/07/12 07:05,46
285,2022/07/12 07:05,54
286,2022/07/12 07:05,50
287,2022/07/12 07:06,39
287,2022/07/12 07:06,48
288,2022/07/12 07:06,53
288,2022/07/12 07:06,56
289,2022/07/12 07:07,45
289,2022/07/12 07:07,54
290,2022/07/12 07:07,46
290,2022/07/12 07:07,51
290,2022/07/12 07:07,52
291,2022/07/12 07:08,43
292,2022/07/12 07:08,37
292,2022/07/12 07:08,43
292,2022/07/12 07:08,46
292,2022/07/12 07:08,48
292,2022/07/12 07:08,50
293,2022/07/12 07:09,43
294,2022/07/12 07:09,38
294,2022/07/12 07:09,42
294,2022/07/12 07:09,47
295,2022/07/12 07:10,45
296,2022/07/12 07:10,34
296,2022/07/12 07:10,41
297,2022/07/12 07:11,37
297,2022/07/12 07:11,42
298,2022/07/12 07:12,38
299,2022/07/12 07:12,50
300,2022/07/12 07:13,40
301,2022/07/12 07:13,50
302,2022/07/12 07:14,37
303,2022/07/12 07:15,36
303,2022/07/12 07:15,49
303,2022/07/12 07:15,51
304,2022/07/12 07:16,40
304,2022/07/12 07:16,44
305,2022/07/12 07:16,44
306,2022/07/12 07:17,37
307,2022/07/12 07:17,38
307,2022/07/12 07:17,44
307,2022/07/12 07:17,49
308,2022/07/12 07:17,48
309,2022/07/12 07:18,36
310,2022/07/12 07:18,52
310,2022/07/12 07:18,66
311,2022/07/12 07:18,53
312,2022/07/12 07:19,40
312,2022/07/12 07:19,46
313,2022/07/12 07:19,49
314,2022/07/12 07:20,35
314,2022/07/12 07:20,47
315,2022/07/12 07:20,50
316,2022/07/12 07:21,50
317,2022/07/12 07:21,47
317,2022/07/12 07:21,53
318,2022/07/12 07:22,48
318,2022/07/12 07:22,50
319,2022/07/12 07:23,37
320,2022/07/12 07:23,43
321,2022/07/12 07:24,47
322,2022/07/12 07:25,34
323,2022/07/12 07:25,44
323,2022/07/12 07:25,44
324,2022/07/12 07:26,30
324,2022/07/12 07:26,38
325,2022/07/12 07:26,50
326,2022/07/12 07:27,35
327,2022/07/12 07:28,39
327,2022/07/12 07:28,44
327,2022/07/12 07:28,55
328,2022/07/12 07:28,54
329,2022/07/12 07:28,37
329,2022/07/12 07:28,40
330,2022/07/12 07:29,43
331,2022/07/12 07:30,39
332,2022/07/12 07:30,46
333,2022/07/12 07:30,42
333,2022/07/12 07:30,47
333,2022/07/12 07:30,60
334,2022/07/12 07:31,32
334,2022/07/12 07:31,42
334,2022/07/12 07:31,44
334,2022/07/12 07:31,51
335,2022/07/12 07:32,45
335,2022/07/12 07:32,53
336,2022/07/12 07:32,46
337,2022/07/12 07:33,40
337,2022/07/12 07:33,45
338,2022/07/12 07:33,44
338,2022/07/12 07:33,50
339,2022/07/12 07:34,48
339,2022/07/12 07:34,49
340,2022/07/12 07:34,37
340,2022/07/12 07:34,48
341,2022/07/12 07:34,37
342,2022/07/12 07:35,53
343,2022/07/12 07:35,44
343,2022/07/12 07:35,46
344,2022/07/12 07:36,58
345,2022/07/12 07:36,34
346,2022/07/12 07:37,24
347,2022/07/12 07:37,39
347,2022/07/12 07:37,41
347,2022/07/12 07:37,41
348,2022/07/12 07:37,46
349,2022/07/12 07:38,51
349,2022/07/12 07:38,52
350,2022/07/12 07:39,46
350,2022/07/12 07:39,53
351,2022/07/12 07:40,45
352,2022/07/12 07:40,46
352,2022/07/12 07:40,49
353,2022/07/12 07:41,34
353,2022/07/12 07:41,40
354,2022/07/12 07:42,34
354,2022/07/12 07:42,37
354,2022/07/12 07:42,38
355,2022/07/12 07:43,41
356,2022/07/12 07:43,43
357,2022/07/12 07:44,42
358,2022/07/12 07:45,43
359,2022/07/12 07:45,42
360,2022/07/12 07:46,47
361,2022/07/12 07:47,44
362,2022/07/12 07:47,37
363,2022/07/12 07:48,53
364,2022/07/12 07:48,44
365,2022/07/12 07:49,44
366,2022/07/12 07:49,42
367,2022/07/12 07:49,44
368,2022/07/12 07:50,36
369,2022/07/12 07:50,52
370,2022/07/12 07:50,45
370,2022/07/12 07:50,49
370,2022/07/12 07:50,51
370,2022/07/12 07:50,52
371,2022/07/12 07:51,38
371,2022/07/12 07:51,41
371,2022/07/12 07:51,43
371,2022/07/12 07:51,45
371,2022/07/12 07:51,46
372,2022/07/12 07:51,54
373,2022/07/12 07:53,37
373,2022/07/12 07:53,47
374,2022/07/12 07:54,46
375,2022/07/12 07:56,39
376,2022/07/12 07:56,47
377,2022/07/12 07:57,50
378,2022/07/12 07:58,39
379,2022/07/12 07:58,49
380,2022/07/12 07:59,38
380,2022/07/12 07:59,43
381,2022/07/12 07:59,45
381,2022/07/12 07:59,48
381,2022/07/12 07:59,49
382,2022/07/12 08:00,30
382,2022/07/12 08:00,35
383,2022/07/12 08:00,41
384,2022/07/12 08:01,50
384,2022/07/12 08:01,53
385,2022/07/12 08:02,44
386,2022/07/12 08:02,51
387,2022/07/12 08:03,50
387,2022/07/12 08:03,51
387,2022/07/12 08:03,53
388,2022/07/12 08:05,43
389,2022/07/12 08:06,45
390,2022/07/12 08:07,54
391,2022/07/12 08:07,43
391,2022/07/12 08:07,43
392,2022/07/12 08:07,46
393,2022/07/12 08:08,50
394,2022/07/12 08:10,36
394,2022/07/12 08:10,40
394,2022/07/12 08:10,44
395,2022/07/12 08:10,48
396,2022/07/12 08:11,53
397,2022/07/12 08:11,45
398,2022/07/12 08:12,40
398,2022/07/12 08:12,44
399,2022/07/12 08:12,45
400,2022/07/12 08:13,42
400,2022/07/12 08:13,47
401,2022/07/12 08:13,42
401,2022/07/12 08:13,48
402,2022/07/12 08:14,36
403,2022/07/12 08:14,35
404,2022/07/12 08:15,47
405,2022/07/12 08:16,33
406,2022/07/12 08:17,45
407,2022/07/12 08:19,33
408,2022/07/12 08:19,37
408,2022/07/12 08:19,46
409,2022/07/12 08:20,52
410,2022/07/12 08:20,45
411,2022/07/12 08:22,30
411,2022/07/12 08:22,44
412,2022/07/12 08:22,45
413,2022/07/12 08:23,40
414,2022/07/12 08:24,34
415,2022/07/12 08:24,43
416,2022/07/12 08:25,38
417,2022/07/12 08:25,39
417,2022/07/12 08:25,47
417,2022/07/12 08:25,54
418,2022/07/12 08:25,45
419,2022/07/12 08:26,43
419,2022/07/12 08:26,52
420,2022/07/12 08:26,38
421,2022/07/12 08:28,44
421,2022/07/12 08:28,46
422,2022/07/12 08:29,49
423,2022/07/12 08:30,26
424,2022/07/12 08:30,49
424,2022/07/12 08:30,52
425,2022/07/12 08:31,31
426,2022/07/12 08:32,44
427,2022/07/12 08:33,36
428,2022/07/12 08:33,44
429,2022/07/12 08:34,43
429,2022/07/12 08:34,49
430,2022/07/12 08:34,45
430,2022/07/12 08:34,48
431,2022/07/12 08:35,44
432,2022/07/12 08:35,48
433,2022/07/12 08:36,40
433,2022/07/12 08:36,41
433,2022/07/12 08:36,42
434,2022/07/12 08:36,43
434,2022/07/12 08:36,47
435,2022/07/12 08:36,48
436,2022/07/12 08:37,36
437,2022/07/12 08:37,42
437,2022/07/12 08:37,49
438,2022/07/12 08:39,41
439,2022/07/12 08:40,46
440,2022/07/12 08:41,37
441,2022/07/12 08:42,28
442,2022/07/12 08:43,42
443,2022/07/12 08:44,50
444,2022/07/12 08:45,45
445,2022/07/12 08:46,37
446,2022/07/12 08:47,44
447,2022/07/12 08:48,40
448,2022/07/12 08:48,32
448,2022/07/12 08:48,32
448,2022/07/12 08:48,45
449,2022/07/12 08:49,43
450,2022/07/12 08:51,38
450,2022/07/12 08:51,48
451,2022/07/12 08:52,38
452,2022/07/12 08:52,34
453,2022/07/12 08:52,49
454,2022/07/12 08:53,48
455,2022/07/12 08:54,41
455,2022/07/12 08:54,42
455,2022/07/12 08:54,46
456,2022/07/12 08:55,38
457,2022/07/12 08:56,21
457,2022/07/12 08:56,36
458,2022/07/12 08:57,46
459,2022/07/12 08:57,33
459,2022/07/12 08:57,41
460,2022/07/12 08:58,42
460,2022/07/12 08:58,43
461,2022/07/12 08:58,36
462,2022/07/12 08:59,47
463,2022/07/12 08:59,51
464,2022/07/12 09:01,42
465,2022/07/12 09:01,38
466,2022/07/12 09:02,39
467,2022/07/12 09:02,24
468,2022/07/12 09:04,39
469,2022/07/12 09:04,41
470,2022/07/12 09:05,36
471,2022/07/12 09:05,48
472,2022/07/12 09:06,38
473,2022/07/12 09:06,48
473,2022/07/12 09:06,50
474,2022/07/12 09:07,37
475,2022/07/12 09:07,30
475,2022/07/12 09:07,36
475,2022/07/12 09:07,48
476,2022/07/12 09:07,45
477,2022/07/12 09:08,29
477,2022/07/12 09:08,38
478,2022/07/12 09:11,31
478,2022/07/12 09:11,45
479,2022/07/12 09:13,44
480,2022/07/12 09:14,29
481,2022/07/12 09:14,41
482,2022/07/12 09:15,34
483,2022/07/12 09:15,31
484,2022/07/12 09:15,42
484,2022/07/12 09:15,42
485,2022/07/12 09:15,32
486,2022/07/12 09:16,44
487,2022/07/12 09:17,39
488,2022/07/12 09:17,44
488,2022/07/12 09:17,46
489,2022/07/12 09:18,40
490,2022/07/12 09:19,33
491,2022/07/12 09:20,35
491,2022/07/12 09:20,37
492,2022/07/12 09:20,43
493,2022/07/12 09:21,32
494,2022/07/12 09:21,37
495,2022/07/12 09:22,49
496,2022/07/12 09:22,27
497,2022/07/12 09:23,47
498,2022/07/12 09:23,52
499,2022/07/12 09:24,41
500,2022/07/12 09:25,41
500,2022/07/12 09:25,50
501,2022/07/12 09:27,32
502,2022/07/12 09:28,46
503,2022/07/12 09:29,58
504,2022/07/12 09:30,44
505,2022/07/12 09:31,41
506,2022/07/12 09:32,33
507,2022/07/12 09:32,47
507,2022/07/12 09:32,47
507,2022/07/12 09:32,50
508,2022/07/12 09:33,39
509,2022/07/12 09:33,51
510,2022/07/12 09:34,46
510,2022/07/12 09:34,48
511,2022/07/12 09:35,45
512,2022/07/12 09:36,48
513,2022/07/12 09:38,44
514,2022/07/12 09:38,40
515,2022/07/12 09:39,40
516,2022/07/12 09:40,41
517,2022/07/12 09:40,46
518,2022/07/12 09:41,40
518,2022/07/12 09:41,42
519,2022/07/12 09:41,42
520,2022/07/12 09:42,54
521,2022/07/12 09:45,50
522,2022/07/12 09:45,35
523,2022/07/12 09:45,43
524,2022/07/12 09:46,11
525,2022/07/12 09:46,40
526,2022/07/12 09:49,38
526,2022/07/12 09:49,40
526,2022/07/12 09:49,42
526,2022/07/12 09:49,47
527,2022/07/12 09:51,39
527,2022/07/12 09:51,58
528,2022/07/12 09:54,31
529,2022/07/12 09:55,36
529,2022/07/12 09:55,50
530,2022/07/12 09:58,46
531,2022/07/12 10:00,32
531,2022/07/12 10:00,51
532,2022/07/12 10:01,34
533,2022/07/12 10:01,40
533,2022/07/12 10:01,47
534,2022/07/12 10:02,38
534,2022/07/12 10:02,38
534,2022/07/12 10:02,39
535,2022/07/12 10:02,39
536,2022/07/12 10:03,33
537,2022/07/12 10:03,22
538,2022/07/12 10:04,48
539,2022/07/12 10:05,39
539,2022/07/12 10:05,41
540,2022/07/12 10:06,45
541,2022/07/12 10:07,37
541,2022/07/12 10:07,44
542,2022/07/12 10:07,47
543,2022/07/12 10:09,33
543,2022/07/12 10:09,36
543,2022/07/12 10:09,36
544,2022/07/12 10:10,42
545,2022/07/12 10:13,51
546,2022/07/12 10:14,38
547,2022/07/12 10:15,37
547,2022/07/12 10:15,37
548,2022/07/12 10:16,39
549,2022/07/12 10:16,46
550,2022/07/12 10:17,22
551,2022/07/12 10:17,43
552,2022/07/12 10:18,44
553,2022/07/12 10:19,24
553,2022/07/12 10:19,33
554,2022/07/12 10:19,48
555,2022/07/12 10:20,37
556,2022/07/12 10:21,42
556,2022/07/12 10:21,50
557,2022/07/12 10:23,41
557,2022/07/12 10:23,43
557,2022/07/12 10:23,44
558,2022/07/12 10:23,34
558,2022/07/12 10:23,38
559,2022/07/12 10:24,40
560,2022/07/12 10:24,42
561,2022/07/12 10:25,48
561,2022/07/12 10:25,51
562,2022/07/12 10:27,38
563,2022/07/12 10:27,36
563,2022/07/12 10:27,42
564,2022/07/12 10:28,39
564,2022/07/12 10:28,47
564,2022/07/12 10:28,51
565,2022/07/12 10:29,31
565,2022/07/12 10:29,32
566,2022/07/12 10:30,50
567,2022/07/12 10:30,51
568,2022/07/12 10:31,36
569,2022/07/12 10:31,42
570,2022/07/12 10:32,27
571,2022/07/12 10:32,33
572,2022/07/12 10:33,38
