record_number,date_time,recorded_speeds
58,2022/07/09 14:14,49
59,2022/07/09 14:15,44
59,2022/07/09 14:15,49
59,2022/07/09 14:15,50
60,2022/07/09 14:17,52
61,2022/07/09 14:18,35
61,2022/07/09 14:18,44
62,2022/07/09 14:19,38
63,2022/07/09 14:19,45
64,2022/07/09 14:21,51
65,2022/07/09 14:21,54
66,2022/07/09 14:23,49
67,2022/07/09 14:23,40
68,2022/07/09 14:24,33
69,2022/07/09 14:25,38
70,2022/07/09 14:26,49
71,2022/07/09 14:29,39
72,2022/07/09 14:29,48
73,2022/07/09 14:30,34
73,2022/07/09 14:30,41
73,2022/07/09 14:30,45
74,2022/07/09 14:32,35
74,2022/07/09 14:32,42
75,2022/07/09 14:33,34
76,2022/07/09 14:35,34
77,2022/07/09 14:37,47
77,2022/07/09 14:37,51
77,2022/07/09 14:37,57
78,2022/07/09 14:37,48
79,2022/07/09 14:37,34
80,2022/07/09 14:38,45
81,2022/07/09 14:39,26
81,2022/07/09 14:39,39
82,2022/07/09 14:39,44
83,2022/07/09 14:40,41
83,2022/07/09 14:40,46
84,2022/07/09 14:40,45
85,2022/07/09 14:42,56
86,2022/07/09 14:42,50
87,2022/07/09 14:43,52
88,2022/07/09 14:44,39
89,2022/07/09 14:45,38
90,2022/07/09 14:46,45
91,2022/07/09 14:47,35
92,2022/07/09 14:48,47
93,2022/07/09 14:49,43
94,2022/07/09 14:49,48
95,2022/07/09 14:51,30
96,2022/07/09 14:51,35
96,2022/07/09 14:51,42
97,2022/07/09 14:51,44
98,2022/07/09 14:52,31
99,2022/07/09 14:53,37
100,2022/07/09 14:54,40
100,2022/07/09 14:54,58
101,2022/07/09 14:57,47
102,2022/07/09 14:59,39
102,2022/07/09 14:59,43
102,2022/07/09 14:59,49
103,2022/07/09 15:00,47
103,2022/07/09 15:00,51
104,2022/07/09 15:00,51
105,2022/07/09 15:01,33
106,2022/07/09 15:01,48
107,2022/07/09 15:02,47
108,2022/07/09 15:05,34
109,2022/07/09 15:06,43
110,2022/07/09 15:07,48
110,2022/07/09 15:07,50
111,2022/07/09 15:08,43
111,2022/07/09 15:08,47
112,2022/07/09 15:09,38
113,2022/07/09 15:10,28
114,2022/07/09 15:10,46
115,2022/07/09 15:11,36
115,2022/07/09 15:11,46
116,2022/07/09 15:13,38
116,2022/07/09 15:13,39
117,2022/07/09 15:14,36
118,2022/07/09 15:16,43
119,2022/07/09 15:17,46
119,2022/07/09 15:17,47
120,2022/07/09 15:18,34
120,2022/07/09 15:18,36
120,2022/07/09 15:18,42
121,2022/07/09 15:20,38
121,2022/07/09 15:20,53
122,2022/07/09 15:23,44
122,2022/07/09 15:23,48
123,2022/07/09 15:24,49
124,2022/07/09 15:27,47
125,2022/07/09 15:28,33
125,2022/07/09 15:28,45
125,2022/07/09 15:28,45
126,2022/07/09 15:29,41
127,2022/07/09 15:30,47
128,2022/07/09 15:30,46
129,2022/07/09 15:31,43
130,2022/07/09 15:35,41
130,2022/07/09 15:35,47
131,2022/07/09 15:37,34
131,2022/07/09 15:37,49
132,2022/07/09 15:37,47
133,2022/07/09 15:38,51
134,2022/07/09 15:39,49
135,2022/07/09 15:43,50
136,2022/07/09 15:44,41
137,2022/07/09 15:45,42
138,2022/07/09 15:46,41
138,2022/07/09 15:46,48
138,2022/07/09 15:46,49
139,2022/07/09 15:48,45
140,2022/07/09 15:50,47
141,2022/07/09 15:51,46
141,2022/07/09 15:51,54
142,2022/07/09 15:52,54
143,2022/07/09 15:53,43
143,2022/07/09 15:53,51
144,2022/07/09 15:53,49
145,2022/07/09 15:54,41
146,2022/07/09 15:56,45
147,2022/07/09 15:58,41
148,2022/07/09 16:00,48
149,2022/07/09 16:03,50
150,2022/07/09 16:04,47
150,2022/07/09 16:04,49
151,2022/07/09 16:05,27
151,2022/07/09 16:05,30
152,2022/07/09 16:05,50
153,2022/07/09 16:06,38
153,2022/07/09 16:06,55
154,2022/07/09 16:07,33
154,2022/07/09 16:07,52
155,2022/07/09 16:08,46
156,2022/07/09 16:10,46
157,2022/07/09 16:12,42
157,2022/07/09 16:12,49
158,2022/07/09 16:13,47
159,2022/07/09 16:14,47
160,2022/07/09 16:15,43
160,2022/07/09 16:15,45
161,2022/07/09 16:16,45
161,2022/07/09 16:16,47
161,2022/07/09 16:16,50
162,2022/07/09 16:17,44
163,2022/07/09 16:18,41
163,2022/07/09 16:18,43
163,2022/07/09 16:18,47
164,2022/07/09 16:18,46
165,2022/07/09 16:19,39
165,2022/07/09 16:19,42
166,2022/07/09 16:19,41
166,2022/07/09 16:19,45
167,2022/07/09 16:20,40
167,2022/07/09 16:20,43
167,2022/07/09 16:20,44
168,2022/07/09 16:22,53
169,2022/07/09 16:22,53
170,2022/07/09 16:23,29
170,2022/07/09 16:23,37
170,2022/07/09 16:23,42
171,2022/07/09 16:24,46
172,2022/07/09 16:24,49
173,2022/07/09 16:25,33
173,2022/07/09 16:25,37
174,2022/07/09 16:26,43
174,2022/07/09 16:26,50
175,2022/07/09 16:27,44
176,2022/07/09 16:28,44
176,2022/07/09 16:28,50
177,2022/07/09 16:29,35
178,2022/07/09 16:29,42
179,2022/07/09 16:30,34
180,2022/07/09 16:31,37
180,2022/07/09 16:31,52
181,2022/07/09 16:32,38
181,2022/07/09 16:32,46
182,2022/07/09 16:33,41
183,2022/07/09 16:34,41
183,2022/07/09 16:34,50
183,2022/07/09 16:34,50
184,2022/07/09 16:35,44
185,2022/07/09 16:37,38
186,2022/07/09 16:37,43
187,2022/07/09 16:37,47
188,2022/07/09 16:37,41
189,2022/07/09 16:40,43
189,2022/07/09 16:40,46
190,2022/07/09 16:40,50
191,2022/07/09 16:41,43
191,2022/07/09 16:41,51
192,2022/07/09 16:42,44
193,2022/07/09 16:42,53
194,2022/07/09 16:43,42
195,2022/07/09 16:43,47
196,2022/07/09 16:43,50
197,2022/07/09 16:45,40
198,2022/07/09 16:46,47
199,2022/07/09 16:47,39
199,2022/07/09 16:47,43
199,2022/07/09 16:47,48
199,2022/07/09 16:47,50
200,2022/07/09 16:51,40
200,2022/07/09 16:51,45
201,2022/07/09 16:52,34
201,2022/07/09 16:52,44
202,2022/07/09 16:53,53
203,2022/07/09 16:55,36
204,2022/07/09 16:59,46
205,2022/07/09 17:00,43
206,2022/07/09 17:00,47
207,2022/07/09 17:01,50
208,2022/07/09 17:02,48
209,2022/07/09 17:02,52
210,2022/07/09 17:05,41
211,2022/07/09 17:07,36
211,2022/07/09 17:07,42
211,2022/07/09 17:07,49
212,2022/07/09 17:10,39
212,2022/07/09 17:10,49
213,2022/07/09 17:11,40
213,2022/07/09 17:11,48
214,2022/07/09 17:12,38
215,2022/07/09 17:13,29
215,2022/07/09 17:13,38
215,2022/07/09 17:13,47
216,2022/07/09 17:14,40
216,2022/07/09 17:14,56
217,2022/07/09 17:18,44
217,2022/07/09 17:18,48
218,2022/07/09 17:19,47
218,2022/07/09 17:19,49
218,2022/07/09 17:19,50
219,2022/07/09 17:20,51
220,2022/07/09 17:21,36
221,2022/07/09 17:22,48
222,2022/07/09 17:23,40
222,2022/07/09 17:23,45
223,2022/07/09 17:24,39
223,2022/07/09 17:24,45
224,2022/07/09 17:26,44
224,2022/07/09 17:26,47
225,2022/07/09 17:26,47
226,2022/07/09 17:30,42
226,2022/07/09 17:30,52
227,2022/07/09 17:32,54
228,2022/07/09 17:32,42
229,2022/07/09 17:33,47
229,2022/07/09 17:33,50
229,2022/07/09 17:33,56
230,2022/07/09 17:34,34
230,2022/07/09 17:34,40
231,2022/07/09 17:36,46
232,2022/07/09 17:37,45
232,2022/07/09 17:37,47
232,2022/07/09 17:37,49
233,2022/07/09 17:38,39
233,2022/07/09 17:38,52
234,2022/07/09 17:39,37
234,2022/07/09 17:39,43
235,2022/07/09 17:40,42
236,2022/07/09 17:42,30
236,2022/07/09 17:42,43
237,2022/07/09 17:43,45
237,2022/07/09 17:43,51
238,2022/07/09 17:45,58
239,2022/07/09 17:46,48
240,2022/07/09 17:48,41
240,2022/07/09 17:48,46
241,2022/07/09 17:49,41
242,2022/07/09 17:50,46
242,2022/07/09 17:50,69
243,2022/07/09 17:52,45
243,2022/07/09 17:52,46
244,2022/07/09 17:53,51
245,2022/07/09 17:54,45
246,2022/07/09 17:56,47
247,2022/07/09 17:59,51
248,2022/07/09 17:59,42
249,2022/07/09 18:00,40
249,2022/07/09 18:00,55
250,2022/07/09 18:01,49
251,2022/07/09 18:04,46
252,2022/07/09 18:05,47
252,2022/07/09 18:05,49
253,2022/07/09 18:07,40
253,2022/07/09 18:07,55
254,2022/07/09 18:11,47
255,2022/07/09 18:13,52
256,2022/07/09 18:13,44
257,2022/07/09 18:14,39
257,2022/07/09 18:14,42
258,2022/07/09 18:14,65
259,2022/07/09 18:17,45
259,2022/07/09 18:17,45
259,2022/07/09 18:17,49
260,2022/07/09 18:17,40
261,2022/07/09 18:19,46
262,2022/07/09 18:20,42
263,2022/07/09 18:22,37
263,2022/07/09 18:22,47
264,2022/07/09 18:24,40
264,2022/07/09 18:24,46
265,2022/07/09 18:25,44
265,2022/07/09 18:25,52
266,2022/07/09 18:26,38
266,2022/07/09 18:26,40
266,2022/07/09 18:26,43
267,2022/07/09 18:27,32
267,2022/07/09 18:27,42
267,2022/07/09 18:27,45
268,2022/07/09 18:28,37
268,2022/07/09 18:28,48
269,2022/07/09 18:29,46
270,2022/07/09 18:29,27
271,2022/07/09 18:31,40
271,2022/07/09 18:31,46
272,2022/07/09 18:33,48
273,2022/07/09 18:34,42
273,2022/07/09 18:34,47
273,2022/07/09 18:34,47
274,2022/07/09 18:35,46
275,2022/07/09 18:36,33
275,2022/07/09 18:36,46
276,2022/07/09 18:39,41
277,2022/07/09 18:41,50
278,2022/07/09 18:43,44
279,2022/07/09 18:46,52
280,2022/07/09 18:48,29
280,2022/07/09 18:48,40
281,2022/07/09 18:49,44
281,2022/07/09 18:49,47
282,2022/07/09 18:50,36
283,2022/07/09 18:53,38
284,2022/07/09 18:55,43
285,2022/07/09 18:56,42
285,2022/07/09 18:56,66
286,2022/07/09 18:57,43
286,2022/07/09 18:57,44
287,2022/07/09 18:57,46
288,2022/07/09 18:58,45
288,2022/07/09 18:58,53
289,2022/07/09 18:59,38
289,2022/07/09 18:59,44
289,2022/07/09 18:59,49
290,2022/07/09 19:00,47
291,2022/07/09 19:01,42
291,2022/07/09 19:01,45
292,2022/07/09 19:02,42
292,2022/07/09 19:02,53
293,2022/07/09 19:04,36
293,2022/07/09 19:04,40
293,2022/07/09 19:04,50
294,2022/07/09 19:05,48
295,2022/07/09 19:06,43
296,2022/07/09 19:07,36
296,2022/07/09 19:07,46
297,2022/07/09 19:11,39
298,2022/07/09 19:12,48
298,2022/07/09 19:12,48
299,2022/07/09 19:14,45
299,2022/07/09 19:14,47
300,2022/07/09 19:18,32
301,2022/07/09 19:18,42
302,2022/07/09 19:19,47
303,2022/07/09 19:20,41
304,2022/07/09 19:21,41
304,2022/07/09 19:21,42
305,2022/07/09 19:22,44
306,2022/07/09 19:24,30
307,2022/07/09 19:25,43
308,2022/07/09 19:27,38
309,2022/07/09 19:27,44
310,2022/07/09 19:28,43
311,2022/07/09 19:28,43
312,2022/07/09 19:29,30
312,2022/07/09 19:29,36
312,2022/07/09 19:29,46
313,2022/07/09 19:30,33
313,2022/07/09 19:30,45
314,2022/07/09 19:31,34
314,2022/07/09 19:31,38
314,2022/07/09 19:31,49
315,2022/07/09 19:32,46
316,2022/07/09 19:33,33
317,2022/07/09 19:33,51
317,2022/07/09 19:33,53
318,2022/07/09 19:35,41
318,2022/07/09 19:35,49
318,2022/07/09 19:35,51
319,2022/07/09 19:36,40
319,2022/07/09 19:36,47
319,2022/07/09 19:36,58
320,2022/07/09 19:38,36
320,2022/07/09 19:38,40
321,2022/07/09 19:39,43
322,2022/07/09 19:42,51
323,2022/07/09 19:42,47
324,2022/07/09 19:43,37
324,2022/07/09 19:43,38
325,2022/07/09 19:48,46
326,2022/07/09 19:49,38
327,2022/07/09 19:50,51
328,2022/07/09 19:56,37
329,2022/07/09 19:57,45
329,2022/07/09 19:57,46
330,2022/07/09 20:01,47
331,2022/07/09 20:02,43
331,2022/07/09 20:02,48
332,2022/07/09 20:04,43
333,2022/07/09 20:04,43
334,2022/07/09 20:06,45
335,2022/07/09 20:07,47
336,2022/07/09 20:07,46
337,2022/07/09 20:09,46
338,2022/07/09 20:12,40
339,2022/07/09 20:13,37
339,2022/07/09 20:13,39
339,2022/07/09 20:13,48
340,2022/07/09 20:17,43
341,2022/07/09 20:18,59
342,2022/07/09 20:20,25
342,2022/07/09 20:20,29
343,2022/07/09 20:21,39
344,2022/07/09 20:24,37
345,2022/07/09 20:25,42
346,2022/07/09 20:26,45
347,2022/07/09 20:27,35
348,2022/07/09 20:32,49
349,2022/07/09 20:33,45
349,2022/07/09 20:33,52
350,2022/07/09 20:34,43
350,2022/07/09 20:34,46
351,2022/07/09 20:34,41
352,2022/07/09 20:35,50
353,2022/07/09 20:35,37
353,2022/07/09 20:35,39
354,2022/07/09 20:37,38
354,2022/07/09 20:37,42
355,2022/07/09 20:38,44
355,2022/07/09 20:38,47
356,2022/07/09 20:39,35
357,2022/07/09 20:43,49
358,2022/07/09 20:44,21
358,2022/07/09 20:44,36
359,2022/07/09 20:45,38
359,2022/07/09 20:45,46
360,2022/07/09 20:46,44
361,2022/07/09 20:47,39
362,2022/07/09 20:48,38
363,2022/07/09 20:51,40
364,2022/07/09 20:52,44
365,2022/07/09 20:55,45
365,2022/07/09 20:55,45
366,2022/07/09 20:58,39
366,2022/07/09 20:58,46
367,2022/07/09 20:59,35
368,2022/07/09 20:59,33
369,2022/07/09 21:00,38
370,2022/07/09 21:02,40
371,2022/07/09 21:03,54
372,2022/07/09 21:05,41
373,2022/07/09 21:06,31
374,2022/07/09 21:07,36
375,2022/07/09 21:12,32
376,2022/07/09 21:18,40
376,2022/07/09 21:18,50
377,2022/07/09 21:20,41
378,2022/07/09 21:21,46
379,2022/07/09 21:24,33
379,2022/07/09 21:24,39
379,2022/07/09 21:24,46
380,2022/07/09 21:25,40
381,2022/07/09 21:26,48
382,2022/07/09 21:32,41
383,2022/07/09 21:33,33
384,2022/07/09 21:35,30
384,2022/07/09 21:35,46
385,2022/07/09 21:37,45
386,2022/07/09 21:41,41
387,2022/07/09 21:44,43
388,2022/07/09 21:45,30
388,2022/07/09 21:45,34
389,2022/07/09 21:46,41
390,2022/07/09 21:47,52
391,2022/07/09 21:48,29
392,2022/07/09 21:54,40
392,2022/07/09 21:54,53
393,2022/07/09 21:57,46
394,2022/07/09 21:58,51
395,2022/07/09 22:00,41
395,2022/07/09 22:00,49
396,2022/07/09 22:01,36
397,2022/07/09 22:02,45
397,2022/07/09 22:02,48
398,2022/07/09 22:04,42
399,2022/07/09 22:14,38
400,2022/07/09 22:14,36
400,2022/07/09 22:14,37
400,2022/07/09 22:14,39
400,2022/07/09 22:14,69
401,2022/07/09 22:18,49
402,2022/07/09 22:29,45
403,2022/07/09 22:31,49
404,2022/07/09 22:39,41
405,2022/07/09 22:43,47
405,2022/07/09 22:43,50
406,2022/07/09 22:48,40
407,2022/07/09 22:48,52
408,2022/07/09 22:58,27
409,2022/07/09 23:00,36
409,2022/07/09 23:00,46
410,2022/07/09 23:05,44
411,2022/07/09 23:08,33
411,2022/07/09 23:08,35
412,2022/07/09 23:09,46
413,2022/07/09 23:16,45
413,2022/07/09 23:16,46
414,2022/07/09 23:19,32
415,2022/07/09 23:20,39
416,2022/07/09 23:22,38
417,2022/07/09 23:23,46
418,2022/07/09 23:30,52
419,2022/07/09 23:33,46
420,2022/07/09 23:35,44
421,2022/07/09 23:38,37
422,2022/07/09 23:43,38
422,2022/07/09 23:43,45
423,2022/07/09 23:49,51
424,2022/07/09 23:53,44
425,2022/07/10 00:00,40
426,2022/07/10 00:01,49
427,2022/07/10 00:04,38
428,2022/07/10 00:08,41
429,2022/07/10 00:21,43
430,2022/07/10 00:25,36
430,2022/07/10 00:25,39
431,2022/07/10 00:37,39
432,2022/07/10 00:39,38
433,2022/07/10 00:48,38
434,2022/07/10 00:49,29
435,2022/07/10 00:53,43
436,2022/07/10 00:53,49
437,2022/07/10 00:54,33
438,2022/07/10 00:57,43
439,2022/07/10 00:58,42
440,2022/07/10 01:35,41
441,2022/07/10 01:44,42
441,2022/07/10 01:44,44
442,2022/07/10 01:49,38
443,2022/07/10 01:59,51
444,2022/07/10 02:01,45
445,2022/07/10 02:02,36
446,2022/07/10 02:12,45
447,2022/07/10 02:27,47
448,2022/07/10 02:41,36
449,2022/07/10 02:45,44
450,2022/07/10 02:51,46
451,2022/07/10 02:54,44
451,2022/07/10 02:54,51
452,2022/07/10 03:00,43
453,2022/07/10 03:05,47
454,2022/07/10 03:27,49
455,2022/07/10 03:51,51
456,2022/07/10 03:54,42
457,2022/07/10 03:56,36
458,2022/07/10 03:58,30
459,2022/07/10 04:04,55
460,2022/07/10 04:10,43
461,2022/07/10 04:11,42
462,2022/07/10 04:20,41
463,2022/07/10 04:33,47
464,2022/07/10 04:34,46
465,2022/07/10 04:51,45
466,2022/07/10 04:54,44
467,2022/07/10 05:09,48
468,2022/07/10 05:17,43
469,2022/07/10 05:21,53
470,2022/07/10 05:23,50
471,2022/07/10 05:33,44
471,2022/07/10 05:33,48
472,2022/07/10 05:40,47
473,2022/07/10 05:42,37
474,2022/07/10 05:42,38
474,2022/07/10 05:42,48
475,2022/07/10 05:45,42
476,2022/07/10 05:48,46
477,2022/07/10 05:50,56
478,2022/07/10 06:01,33
478,2022/07/10 06:01,35
479,2022/07/10 06:02,39
480,2022/07/10 06:05,40
481,2022/07/10 06:09,46
482,2022/07/10 06:20,45
483,2022/07/10 06:23,44
484,2022/07/10 06:25,49
485,2022/07/10 06:26,40
486,2022/07/10 06:29,45
486,2022/07/10 06:29,45
487,2022/07/10 06:30,47
488,2022/07/10 06:32,34
489,2022/07/10 06:37,47
490,2022/07/10 06:42,46
490,2022/07/10 06:42,49
491,2022/07/10 06:44,48
492,2022/07/10 06:45,41
493,2022/07/10 06:50,48
494,2022/07/10 06:51,39
494,2022/07/10 06:51,48
495,2022/07/10 06:52,42
496,2022/07/10 06:54,38
497,2022/07/10 06:56,44
498,2022/07/10 06:58,36
499,2022/07/10 07:02,54
500,2022/07/10 07:04,33
500,2022/07/10 07:04,37
501,2022/07/10 07:05,47
502,2022/07/10 07:05,45
503,2022/07/10 07:09,50
504,2022/07/10 07:12,40
505,2022/07/10 07:12,45
506,2022/07/10 07:14,55
507,2022/07/10 07:16,55
508,2022/07/10 07:19,39
509,2022/07/10 07:21,41
509,2022/07/10 07:21,58
510,2022/07/10 07:21,44
511,2022/07/10 07:22,38
512,2022/07/10 07:25,44
513,2022/07/10 07:28,39
514,2022/07/10 07:30,45
515,2022/07/10 07:31,47
516,2022/07/10 07:31,42
517,2022/07/10 07:34,49
518,2022/07/10 07:35,39
518,2022/07/10 07:35,49
519,2022/07/10 07:37,48
519,2022/07/10 07:37,52
520,2022/07/10 07:39,39
521,2022/07/10 07:39,46
522,2022/07/10 07:42,33
523,2022/07/10 07:44,29
524,2022/07/10 07:44,54
525,2022/07/10 07:54,43
525,2022/07/10 07:54,45
526,2022/07/10 07:55,43
527,2022/07/10 08:06,39
528,2022/07/10 08:09,46
529,2022/07/10 08:10,42
530,2022/07/10 08:10,43
530,2022/07/10 08:10,49
531,2022/07/10 08:11,47
532,2022/07/10 08:13,41
533,2022/07/10 08:13,49
534,2022/07/10 08:14,47
535,2022/07/10 08:17,47
536,2022/07/10 08:17,56
537,2022/07/10 08:18,29
538,2022/07/10 08:20,49
539,2022/07/10 08:22,34
540,2022/07/10 08:23,37
541,2022/07/10 08:23,51
542,2022/07/10 08:23,42
543,2022/07/10 08:24,42
544,2022/07/10 08:26,46
545,2022/07/10 08:28,32
546,2022/07/10 08:30,49
547,2022/07/10 08:32,45
548,2022/07/10 08:33,50
549,2022/07/10 08:34,42
550,2022/07/10 08:34,49
551,2022/07/10 08:35,42
552,2022/07/10 08:37,43
552,2022/07/10 08:37,50
553,2022/07/10 08:39,41
554,2022/07/10 08:40,38
555,2022/07/10 08:41,45
556,2022/07/10 08:42,43
557,2022/07/10 08:42,49
558,2022/07/10 08:43,35
559,2022/07/10 08:44,39
560,2022/07/10 08:45,45
561,2022/07/10 08:47,42
562,2022/07/10 08:47,42
563,2022/07/10 08:51,41
563,2022/07/10 08:51,43
564,2022/07/10 08:55,44
565,2022/07/10 08:55,44
565,2022/07/10 08:55,49
566,2022/07/10 08:56,41
567,2022/07/10 08:57,38
568,2022/07/10 08:58,38
568,2022/07/10 08:58,45
568,2022/07/10 08:58,46
569,2022/07/10 08:59,60
570,2022/07/10 09:00,41
571,2022/07/10 09:02,43
572,2022/07/10 09:03,35
573,2022/07/10 09:03,48
573,2022/07/10 09:03,58
574,2022/07/10 09:05,53
575,2022/07/10 09:06,43
576,2022/07/10 09:07,46
577,2022/07/10 09:11,44
578,2022/07/10 09:12,36
579,2022/07/10 09:12,43
580,2022/07/10 09:13,47
581,2022/07/10 09:15,52
582,2022/07/10 09:16,40
583,2022/07/10 09:17,45
584,2022/07/10 09:18,43
585,2022/07/10 09:19,35
585,2022/07/10 09:19,41
585,2022/07/10 09:19,45
586,2022/07/10 09:19,43
587,2022/07/10 09:21,43
588,2022/07/10 09:21,40
589,2022/07/10 09:23,39
590,2022/07/10 09:24,37
590,2022/07/10 09:24,48
591,2022/07/10 09:25,46
592,2022/07/10 09:26,41
593,2022/07/10 09:27,44
594,2022/07/10 09:29,48
595,2022/07/10 09:29,48
596,2022/07/10 09:31,47
597,2022/07/10 09:32,42
598,2022/07/10 09:34,48
599,2022/07/10 09:34,48
600,2022/07/10 09:36,55
601,2022/07/10 09:37,42
602,2022/07/10 09:38,44
603,2022/07/10 09:39,46
604,2022/07/10 09:40,38
604,2022/07/10 09:40,45
605,2022/07/10 09:41,36
605,2022/07/10 09:41,43
606,2022/07/10 09:41,46
607,2022/07/10 09:43,32
608,2022/07/10 09:43,55
609,2022/07/10 09:46,47
610,2022/07/10 09:48,46
611,2022/07/10 09:49,49
612,2022/07/10 09:53,52
613,2022/07/10 09:54,45
614,2022/07/10 09:54,39
615,2022/07/10 09:55,48
616,2022/07/10 09:57,41
617,2022/07/10 09:59,44
617,2022/07/10 09:59,52
618,2022/07/10 09:59,45
619,2022/07/10 10:00,42
619,2022/07/10 10:00,47
620,2022/07/10 10:00,52
621,2022/07/10 10:01,37
622,2022/07/10 10:02,40
622,2022/07/10 10:02,41
623,2022/07/10 10:03,50
623,2022/07/10 10:03,59
624,2022/07/10 10:04,41
625,2022/07/10 10:06,41
626,2022/07/10 10:09,39
627,2022/07/10 10:09,47
628,2022/07/10 10:10,46
629,2022/07/10 10:11,47
630,2022/07/10 10:13,32
630,2022/07/10 10:13,45
631,2022/07/10 10:16,56
632,2022/07/10 10:16,49
633,2022/07/10 10:17,41
633,2022/07/10 10:17,49
634,2022/07/10 10:18,37
634,2022/07/10 10:18,43
635,2022/07/10 10:20,52
636,2022/07/10 10:20,54
637,2022/07/10 10:21,48
638,2022/07/10 10:22,41
639,2022/07/10 10:23,46
640,2022/07/10 10:23,46
641,2022/07/10 10:24,41
641,2022/07/10 10:24,42
642,2022/07/10 10:24,35
643,2022/07/10 10:25,45
643,2022/07/10 10:25,46
644,2022/07/10 10:26,28
645,2022/07/10 10:26,36
646,2022/07/10 10:27,55
647,2022/07/10 10:28,35
647,2022/07/10 10:28,40
647,2022/07/10 10:28,44
648,2022/07/10 10:30,39
649,2022/07/10 10:32,41
650,2022/07/10 10:33,55
651,2022/07/10 10:34,37
651,2022/07/10 10:34,39
651,2022/07/10 10:34,40
651,2022/07/10 10:34,42
652,2022/07/10 10:35,47
653,2022/07/10 10:35,47
654,2022/07/10 10:36,52
655,2022/07/10 10:37,33
656,2022/07/10 10:38,47
657,2022/07/10 10:39,47
658,2022/07/10 10:40,41
659,2022/07/10 10:41,48
660,2022/07/10 10:42,44
661,2022/07/10 10:43,44
662,2022/07/10 10:45,47
663,2022/07/10 10:46,43
664,2022/07/10 10:48,43
664,2022/07/10 10:48,47
665,2022/07/10 10:49,44
666,2022/07/10 10:50,46
667,2022/07/10 10:51,43
668,2022/07/10 10:52,51
669,2022/07/10 10:53,44
670,2022/07/10 10:54,49
671,2022/07/10 10:55,45
672,2022/07/10 11:02,44
673,2022/07/10 11:03,42
674,2022/07/10 11:04,42
675,2022/07/10 11:04,47
676,2022/07/10 11:05,42
676,2022/07/10 11:05,45
677,2022/07/10 11:06,32
678,2022/07/10 11:06,39
679,2022/07/10 11:08,51
680,2022/07/10 11:11,37
680,2022/07/10 11:11,48
681,2022/07/10 11:13,43
682,2022/07/10 11:15,35
682,2022/07/10 11:15,46
683,2022/07/10 11:16,48
684,2022/07/10 11:17,42
685,2022/07/10 11:17,34
686,2022/07/10 11:18,43
687,2022/07/10 11:18,45
688,2022/07/10 11:19,28
689,2022/07/10 11:20,46
689,2022/07/10 11:20,48
690,2022/07/10 11:23,40
690,2022/07/10 11:23,41
691,2022/07/10 11:24,33
692,2022/07/10 11:24,49
693,2022/07/10 11:25,43
693,2022/07/10 11:25,45
694,2022/07/10 11:25,45
695,2022/07/10 11:26,42
696,2022/07/10 11:26,41
697,2022/07/10 11:27,39
698,2022/07/10 11:31,40
699,2022/07/10 11:32,42
700,2022/07/10 11:34,41
701,2022/07/10 11:34,49
702,2022/07/10 11:35,49
703,2022/07/10 11:36,41
704,2022/07/10 11:37,39
705,2022/07/10 11:40,42
706,2022/07/10 11:41,44
706,2022/07/10 11:41,51
707,2022/07/10 11:43,41
