,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,recorded_speeds,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,bucket_21,bucket_22,bucket_23,bucket_24,bucket_25,bucket_26,bucket_27,bucket_28,bucket_29,bucket_30
15,2022/07/07 15:52,19,2,1,1,36,1,b'Rb',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2022/07/07 15:53,20,2,1,1,48,1,"b'\xa1,'",1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2022/07/07 15:53,21,3,1,1,39,1,b'4#',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2022/07/07 15:54,22,2,1,1,41,1,b':\xf3',1,"[41, 47]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
19,2022/07/07 15:56,23,2,1,1,40,1,b'\x922',1,"[40, 43, 46]",0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
20,2022/07/07 15:59,24,2,1,1,38,1,b'>\x81',1,"[38, 40]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2022/07/07 16:00,25,3,1,1,52,1,b'\xc5\xb8',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2022/07/07 16:01,26,1,1,1,36,1,b'\xd3\x11',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2022/07/07 16:02,27,1,1,1,34,1,b'\x85\xa2',1,"[34, 38]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2022/07/07 16:03,28,2,1,1,42,2,b'>\x9a',2,"[42, 42]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2022/07/07 16:04,29,2,1,1,26,1,b'V\x9b',1,[26],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2022/07/07 16:05,30,2,1,1,40,1,b'\x8b\x9b',1,"[40, 48, 54]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
27,2022/07/07 16:06,31,1,1,1,34,1,b'\xd9\x15',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2022/07/07 16:06,32,2,1,1,39,1,b'\xee\xdb',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2022/07/07 16:06,33,3,1,1,36,1,b'6e',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2022/07/07 16:07,34,1,1,1,44,1,b'Y\xea',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2022/07/07 16:07,35,3,1,1,50,1,b'\x11>',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2022/07/07 16:09,36,2,1,1,18,1,b'\xb8m',1,"[18, 40]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
33,2022/07/07 16:10,37,2,1,1,33,1,b')v',1,[33],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2022/07/07 16:10,38,2,1,1,37,1,b'4\x14',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2022/07/07 16:12,39,2,1,1,36,1,b'\xb5\x8d',1,"[36, 37]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2022/07/07 16:13,40,3,1,1,39,1,b'\xf6\x90',1,"[39, 46]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
37,2022/07/07 16:16,41,2,1,1,48,1,b'\x10\x86',1,"[48, 53]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
38,2022/07/07 16:16,42,2,1,1,46,1,b'#\xb7',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2022/07/07 16:16,43,3,1,1,37,1,b'\xf3f',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2022/07/07 16:17,44,2,1,1,41,1,b'a\x14',1,"[41, 47]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
41,2022/07/07 16:18,45,2,1,1,41,1,b'b\x86',1,"[41, 42]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2022/07/07 16:18,46,3,1,1,51,1,b'\x90Y',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2022/07/07 16:18,47,3,1,1,41,1,b'_B',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2022/07/07 16:19,48,2,1,1,40,1,b'\xa1\x8a',1,"[40, 43]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2022/07/07 16:19,49,3,1,1,42,1,b'!\xfd',1,"[42, 45]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2022/07/07 16:20,50,3,1,1,38,1,b'\x87\x03',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2022/07/07 16:23,51,2,1,1,38,1,b'N=',1,"[38, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
48,2022/07/07 16:23,52,3,1,1,44,1,b'}5',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2022/07/07 16:24,53,2,1,1,33,1,b'\x9e\xa7',1,"[33, 43, 54]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,
50,2022/07/07 16:25,54,2,1,1,36,1,b'\x83\x17',1,"[36, 41]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
51,2022/07/07 16:25,55,3,1,1,46,1,b'\xffM',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2022/07/07 16:26,56,2,1,1,47,1,b'\xc1p',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2022/07/07 16:26,57,3,1,1,42,1,b'\x04r',1,"[42, 47]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
54,2022/07/07 16:27,58,2,1,1,34,1,b'\xb5\xf0',1,"[34, 39, 42, 50]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
55,2022/07/07 16:28,59,2,1,1,44,1,b'2k',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2022/07/07 16:29,60,2,1,1,42,1,b'\x16\xdf',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2022/07/07 16:30,61,3,1,1,52,1,b'\xe7\xff',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2022/07/07 16:31,62,2,1,1,27,1,b'\xeb_',1,"[27, 51]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
59,2022/07/07 16:34,63,2,1,1,45,2,b'\xe2.',2,"[45, 45, 47]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2022/07/07 16:34,64,3,1,1,43,1,b'\x00L',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2022/07/07 16:36,65,2,1,1,42,1,b'\xb1o',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2022/07/07 16:37,66,2,1,1,40,1,b'\xb8\x93',1,"[40, 41]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2022/07/07 16:38,67,4,1,1,52,1,b'\x84_',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2022/07/07 16:39,68,2,1,1,37,1,b'\xe8\x86',1,"[37, 41, 46]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
65,2022/07/07 16:39,69,3,1,1,37,1,b'(6',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2022/07/07 16:40,70,2,1,1,38,1,b'j\xe8',1,"[38, 40, 47]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
67,2022/07/07 16:40,71,3,1,1,41,1,b'\x05#',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2022/07/07 16:41,72,2,1,1,45,1,b'\x96\xeb',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2022/07/07 16:41,73,3,1,1,56,1,b'u\xdd',1,[56],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2022/07/07 16:42,74,2,1,1,46,2,b'\x05&',2,"[46, 46]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2022/07/07 16:43,75,2,1,1,52,1,b'\x8f\xd0',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2022/07/07 16:44,76,2,1,1,42,1,b']\xfb',1,"[42, 43, 46, 48]",1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
73,2022/07/07 16:45,77,2,1,1,49,1,b'\x94&',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2022/07/07 16:45,78,3,1,1,49,1,b'\xb0\xa9',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2022/07/07 16:46,79,2,1,1,26,1,b'\x0f\x9c',1,"[26, 37, 42]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
76,2022/07/07 16:48,80,2,1,1,42,2,b'z<',2,"[42, 42, 50]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
77,2022/07/07 16:50,81,2,1,1,46,2,b'6\xcd',2,"[46, 46]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2022/07/07 16:51,82,2,1,1,44,1,b'\xba\x97',1,"[44, 51]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
79,2022/07/07 16:52,83,2,1,1,49,1,b'(&',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2022/07/07 16:52,84,3,1,1,47,1,b']f',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2022/07/07 16:52,85,3,1,1,44,1,b'PG',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2022/07/07 16:53,86,2,1,1,46,1,b'\xff\xbc',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2022/07/07 16:53,87,3,1,1,42,1,b'\x06U',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2022/07/07 16:55,88,1,1,1,47,1,b'G\xff',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2022/07/07 16:55,89,2,1,1,39,1,b'\xe1<',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2022/07/07 16:56,90,1,1,1,34,1,b'\xd1\xf6',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2022/07/07 16:56,91,2,1,1,41,1,b'\xba\x10',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2022/07/07 16:57,92,2,1,1,25,1,b'\x0f\xa0',1,"[25, 41]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
89,2022/07/07 16:58,93,2,1,1,50,1,b'\xa7\xb4',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2022/07/07 16:59,94,2,1,1,37,1,b'\xfb\xf7',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2022/07/07 16:59,95,3,1,1,43,1,b'|H',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2022/07/07 17:00,96,2,1,1,39,1,b'\x08\xc2',1,"[39, 42, 59]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,
93,2022/07/07 17:01,97,2,1,1,38,1,b'u\xce',1,"[38, 39, 42, 45, 47]",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
94,2022/07/07 17:02,98,2,1,1,49,1,b'M\xd6',1,"[49, 50]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2022/07/07 17:03,99,2,1,1,37,1,b'T:',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2022/07/07 17:04,100,2,1,1,48,1,b'\xd3F',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2022/07/07 17:04,101,4,1,1,47,1,b'\x86k',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2022/07/07 17:05,102,2,1,1,52,1,b'\xf3m',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2022/07/07 17:06,103,2,1,1,49,1,b'\xb3[',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2022/07/07 17:06,104,3,1,1,39,1,b'\n$',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2022/07/07 17:07,105,2,1,1,34,1,b'zy',1,"[34, 35, 50]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
102,2022/07/07 17:09,106,2,1,1,27,1,b'1\xf4',1,"[27, 49]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
103,2022/07/07 17:10,107,2,1,1,45,1,b';\xd1',1,"[45, 47, 50]",0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
104,2022/07/07 17:10,108,3,1,1,53,1,b'@<',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2022/07/07 17:11,109,2,1,1,51,1,b'\xe2+',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2022/07/07 17:12,110,2,1,1,45,1,b'\xc25',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2022/07/07 17:13,111,2,1,1,47,1,b'Y\xcf',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2022/07/07 17:14,112,4,1,1,47,1,b'L\x88',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2022/07/07 17:15,113,2,1,1,44,1,b'\xbc\xdd',1,"[44, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
110,2022/07/07 17:15,114,2,1,1,47,1,b'M\x89',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2022/07/07 17:16,115,2,1,1,53,1,b'\xeeq',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2022/07/07 17:17,116,2,1,1,45,1,b'\xb5c',1,"[45, 52]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
113,2022/07/07 17:17,117,3,1,1,56,1,b'\x1a\x14',1,[56],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2022/07/07 17:17,118,4,1,1,49,1,b'@\xb0',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2022/07/07 17:19,119,2,1,1,45,1,"b'""#'",1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2022/07/07 17:19,120,3,1,1,51,1,b'\x933',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2022/07/07 17:19,121,3,1,1,43,1,b'*\x11',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2022/07/07 17:20,122,2,1,1,49,1,b'\xe3h',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2022/07/07 17:21,123,2,1,1,37,1,b'\xc61',1,"[37, 41, 49, 51, 55]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
120,2022/07/07 17:21,124,3,1,1,44,1,b'fD',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2022/07/07 17:21,125,4,1,1,50,1,b'\x8d`',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2022/07/07 17:22,126,2,1,1,38,1,b'\xfbO',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2022/07/07 17:22,127,3,1,1,48,1,b'\x05\xd6',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2022/07/07 17:22,128,3,1,1,45,1,b'\xe2\xae',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2022/07/07 17:23,129,2,1,1,40,1,b']\x16',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2022/07/07 17:23,130,3,1,1,51,1,b'\x1d\x10',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2022/07/07 17:24,131,2,1,1,29,1,b'\xe1\xb6',1,[29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2022/07/07 17:25,132,2,1,1,51,1,b'\xeax',1,"[51, 55, 68]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
129,2022/07/07 17:26,133,2,1,1,35,1,b'/\xd6',1,"[35, 39, 46, 46]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
130,2022/07/07 17:28,134,2,1,1,42,1,b'\xf5\xc8',1,"[42, 46]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2022/07/07 17:28,135,3,1,1,47,1,b'7K',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2022/07/07 17:30,136,2,1,1,42,1,b'\xfd\x87',1,"[42, 43]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2022/07/07 17:31,137,1,1,1,37,1,b'\xb2\x1a',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2022/07/07 17:31,138,2,1,1,38,1,b'0\r',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2022/07/07 17:32,139,2,1,1,39,1,b'E\xbd',1,"[39, 55]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
136,2022/07/07 17:35,140,2,1,1,46,1,b'9\x9c',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2022/07/07 17:36,141,2,1,1,47,1,b'3\x9f',1,"[47, 49]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2022/07/07 17:39,142,2,1,1,44,1,b'\x9b\x8e',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2022/07/07 17:40,143,3,1,1,55,1,b'\x12\x80',1,[55],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2022/07/07 17:41,144,2,1,1,52,1,b'(\xbe',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2022/07/07 17:43,145,2,1,1,44,2,b'\xd3\xa7',2,"[44, 44]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2022/07/07 17:44,146,2,1,1,50,1,b'\x9b\x93',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2022/07/07 17:47,147,2,1,1,45,1,b'\xd4\xba',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2022/07/07 17:50,148,2,1,1,48,1,b'\xff\xb2',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2022/07/07 17:50,149,3,1,1,46,1,b'\tD',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2022/07/07 17:51,150,2,1,1,45,1,b'\x1d\xa3',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2022/07/07 17:52,151,2,1,1,34,1,b'H\x0c',1,"[34, 44, 47]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
148,2022/07/07 17:53,152,2,1,1,50,1,b'\xcd\x1a',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2022/07/07 17:55,153,2,1,1,45,1,b'\x80\xb0',1,"[45, 46, 57]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
150,2022/07/07 17:57,154,2,1,1,43,2,b'y^',2,"[43, 43]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2022/07/07 17:59,155,2,1,1,39,1,b'\x87K',1,"[39, 43]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2022/07/07 18:00,156,2,1,1,37,1,b'\xb1\xe0',1,"[37, 46]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
153,2022/07/07 18:00,157,3,1,1,48,1,b'\xc0\x14',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2022/07/07 18:01,158,2,1,1,34,1,b'\xbb;',1,"[34, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
155,2022/07/07 18:02,159,2,1,1,38,1,b'\xe8\x8a',1,"[38, 43, 50]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
156,2022/07/07 18:05,160,1,1,1,30,1,b'Ml',1,[30],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2022/07/07 18:05,161,2,1,1,42,1,b'\x12h',1,"[42, 43, 46]",1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2022/07/07 18:06,162,2,1,1,43,1,b'\x85\xce',1,"[43, 51]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
159,2022/07/07 18:07,163,2,1,1,51,1,b'$\xc1',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2022/07/07 18:08,164,2,1,1,40,1,b'\x94(',1,"[40, 42]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2022/07/07 18:09,165,3,1,1,44,1,b'/\xc8',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2022/07/07 18:10,166,2,1,1,39,1,b'\xfd\x81',1,"[39, 42, 48]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
163,2022/07/07 18:11,167,2,1,1,48,1,"b'X,'",1,"[48, 51, 53]",0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
164,2022/07/07 18:11,168,3,1,1,53,1,b'\xa1\x9f',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2022/07/07 18:12,169,2,1,1,46,1,b'2d',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2022/07/07 18:12,170,3,1,1,45,1,b'\xdb\xce',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2022/07/07 18:13,171,2,1,1,42,1,"b'""\xc2'",1,"[42, 45]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2022/07/07 18:16,172,2,1,1,44,1,b'\x14k',1,"[44, 51]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
