,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,recorded_speeds,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,bucket_21,bucket_22,bucket_23,bucket_24,bucket_25,bucket_26,bucket_27,bucket_28,bucket_29,bucket_30
31,2022/07/06 04:37,35,3,1,1,39,1,b'\x892',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2022/07/06 04:38,36,2,1,1,53,1,b'\x1f\xb9',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2022/07/06 04:39,37,2,1,1,48,1,b'u\x9e',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2022/07/06 04:46,38,3,1,1,51,1,b'{\x8c',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2022/07/06 04:47,39,4,1,1,54,1,b'\xd9\xe6',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2022/07/06 04:48,40,3,1,1,38,1,b'[i',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2022/07/06 04:49,41,2,1,1,31,1,"b'""\n'",1,[31],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2022/07/06 04:51,42,3,1,1,40,1,b'/\x05',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2022/07/06 04:52,43,3,1,1,40,1,b'\xddb',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2022/07/06 04:53,44,2,1,1,50,1,b'i\x97',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2022/07/06 04:54,45,3,1,1,65,1,b'#/',1,[65],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2022/07/06 04:56,46,3,1,1,55,1,b'\xd8\xf5',1,[55],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2022/07/06 04:58,47,2,1,1,39,1,b'\x966',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2022/07/06 04:59,48,3,1,1,47,1,b'iB',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2022/07/06 05:00,49,3,1,1,42,1,b'\xb9\xa5',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2022/07/06 05:02,50,3,1,1,41,1,b'\x01B',1,"[41, 50, 56]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
47,2022/07/06 05:06,51,2,1,1,44,1,b'\x08K',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2022/07/06 05:08,52,3,1,1,51,1,b'\xc3F',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2022/07/06 05:10,53,1,1,1,45,1,b'\xa1\x83',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2022/07/06 05:10,54,2,1,1,47,1,b'\x98\x88',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2022/07/06 05:11,55,2,1,1,40,1,b'T\x1c',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2022/07/06 05:13,56,2,1,1,47,1,b'\xed\r',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2022/07/06 05:13,57,3,1,1,51,1,b'\xbdH',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2022/07/06 05:13,58,3,1,1,53,1,b'\xca\xf2',1,"[53, 58]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
55,2022/07/06 05:19,59,3,1,1,44,1,b'E\x83',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2022/07/06 05:20,60,2,1,1,57,1,b'\xc8\xdc',1,"[57, 60]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2022/07/06 05:20,61,3,1,1,40,1,b'\x80\xf2',1,"[40, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
58,2022/07/06 05:22,62,2,1,1,49,1,b'\xf8F',1,"[49, 54]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
59,2022/07/06 05:23,63,1,1,1,48,1,b'<}',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2022/07/06 05:24,64,2,1,1,56,1,b'\xae8',1,[56],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2022/07/06 05:24,65,3,1,1,39,1,b'/\x1a',1,"[39, 59]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,
62,2022/07/06 05:25,66,3,1,1,45,1,b'\xb7\xa1',1,"[45, 47]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2022/07/06 05:27,67,3,1,1,45,1,b'{\xcc',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2022/07/06 05:31,68,4,1,1,60,1,b'\xdfY',1,[60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2022/07/06 05:32,69,3,1,1,44,1,b'\xf3M',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2022/07/06 05:34,70,3,1,1,59,1,b'\xa8\xd8',1,[59],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2022/07/06 05:35,71,2,1,1,49,1,b'\xee\xd2',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2022/07/06 05:35,72,2,1,1,50,1,b't\x9f',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2022/07/06 05:35,73,3,1,1,39,1,b'\xa8\xa9',1,"[39, 43]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2022/07/06 05:37,74,3,1,1,49,1,b'\x92\x1f',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2022/07/06 05:37,75,3,1,1,44,1,b'|\x80',1,"[44, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
72,2022/07/06 05:39,76,2,1,1,56,1,b'\x8d\xde',1,[56],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2022/07/06 05:39,77,3,1,1,44,1,b'\xd5\xf4',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2022/07/06 05:41,78,3,1,1,54,1,b'\x8e\x11',1,"[54, 58]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2022/07/06 05:42,79,3,1,1,58,1,b'\re',1,[58],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2022/07/06 05:43,80,3,1,1,42,1,b'L\xae',1,"[42, 46]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2022/07/06 05:45,81,3,1,1,44,1,b'_\x13',1,"[44, 47]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2022/07/06 05:46,82,3,1,1,41,1,b'\xb6Y',1,"[41, 59]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
79,2022/07/06 05:47,83,3,1,1,37,1,b'WY',1,"[37, 55]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
80,2022/07/06 05:48,84,2,1,1,54,1,b'\xd0@',1,"[54, 67]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
81,2022/07/06 05:49,85,3,1,1,58,1,b')\xd6',1,[58],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2022/07/06 05:50,86,3,1,1,58,1,b'\xdf\x10',1,[58],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2022/07/06 05:52,87,1,1,1,46,1,b'&\xbc',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2022/07/06 05:52,88,2,1,1,43,1,b'\x98\x98',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2022/07/06 05:54,89,2,1,1,48,1,b'\xc6\x8e',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2022/07/06 05:54,90,3,1,1,40,1,"b""\x9b'""",1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2022/07/06 05:56,91,2,1,1,42,1,b'\xfd\xd4',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2022/07/06 05:56,92,3,1,1,53,1,b'\xac%',1,"[53, 54, 57]",1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2022/07/06 05:57,93,2,1,1,27,1,b'i.',1,"[27, 41]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
90,2022/07/06 05:57,94,3,1,1,54,1,b'2\xf4',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2022/07/06 05:58,95,3,1,1,36,1,b'\xf2V',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2022/07/06 05:59,96,3,1,1,40,2,b']\xae',2,"[40, 40]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2022/07/06 06:01,97,3,1,1,56,1,b'pQ',1,[56],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2022/07/06 06:03,98,2,1,1,42,1,b'y\xbf',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2022/07/06 06:03,99,3,1,1,33,1,b'.\xf2',1,"[33, 37]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2022/07/06 06:04,100,3,1,1,49,1,b'\xa9\xf6',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2022/07/06 06:04,101,3,1,1,41,1,b'x>',1,"[41, 45, 46]",0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
98,2022/07/06 06:05,102,2,1,1,47,1,b'S]',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2022/07/06 06:05,103,3,1,1,46,2,b'\x10\x0b',2,"[46, 46, 50]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2022/07/06 06:06,104,3,1,1,36,1,b'\xd32',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2022/07/06 06:08,105,1,1,1,48,1,b'0k',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2022/07/06 06:09,106,2,1,1,40,1,b'\xc5\x0c',1,"[40, 43]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2022/07/06 06:09,107,3,1,1,38,1,b'\xac\x07',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2022/07/06 06:10,108,2,1,1,47,1,b'\x8e\x8f',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2022/07/06 06:25,109,2,1,1,24,1,b'p\x95',1,"[24, 37]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
106,2022/07/06 06:25,110,3,1,1,38,1,b'\x9a\xd4',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2022/07/06 06:26,111,2,1,1,44,1,b'\xc8\xda',1,"[44, 47]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2022/07/06 06:27,112,2,1,1,35,1,b'\x1e_',1,"[35, 37, 43, 46]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
109,2022/07/06 06:27,113,3,1,1,46,1,b'\xb7\xe9',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2022/07/06 06:28,114,2,1,1,46,1,b'NJ',1,"[46, 52]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
111,2022/07/06 06:29,115,1,1,1,44,1,b'TW',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2022/07/06 06:29,116,2,1,1,36,1,b'_\xc5',1,"[36, 37, 38, 41, 50, 52]",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,
113,2022/07/06 06:30,117,2,1,1,41,1,b'9{',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2022/07/06 06:31,118,2,1,1,46,1,b'\x0b\xa5',1,"[46, 53]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
115,2022/07/06 06:31,119,3,1,1,53,1,b'\xb5\xe9',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2022/07/06 06:32,120,1,1,1,37,1,b'\xada',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2022/07/06 06:32,121,2,1,1,44,1,b'\x89\x8e',1,"[44, 51, 52]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
118,2022/07/06 06:33,122,2,1,1,40,1,b'\xe9#',1,"[40, 60]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,
119,2022/07/06 06:34,123,2,1,1,37,1,b'\xaf\x18',1,"[37, 41, 42, 46, 53]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
120,2022/07/06 06:35,124,1,1,1,36,1,b's\x83',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2022/07/06 06:35,125,2,1,1,35,1,b'\xd3\xe8',1,"[35, 38, 50]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
122,2022/07/06 06:35,126,3,1,1,35,1,b'\x08}',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2022/07/06 06:36,127,2,1,1,41,1,b'G\xf6',1,"[41, 45, 47, 52]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
124,2022/07/06 06:37,128,1,1,1,38,1,"b'"">'",1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2022/07/06 06:37,129,2,1,1,38,1,b'-\xd4',1,"[38, 42, 43]",0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
126,2022/07/06 06:37,130,3,1,1,43,2,b'4\xae',2,"[43, 43, 47]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2022/07/06 06:38,131,2,1,1,47,1,b'\t#',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2022/07/06 06:38,132,3,1,1,41,1,b'N\x11',1,"[41, 43]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2022/07/06 06:40,133,1,1,1,36,1,b'\xe1n',1,"[36, 39]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2022/07/06 06:41,134,2,1,1,40,1,b'M\t',1,"[40, 51]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
131,2022/07/06 06:42,135,2,1,1,42,1,b'\xd3\x89',1,"[42, 43, 47, 54]",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
132,2022/07/06 06:42,136,3,1,1,46,1,b'>\xba',1,"[46, 49]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2022/07/06 06:42,137,3,1,1,43,1,b':@',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2022/07/06 06:43,138,1,1,1,42,1,b'66',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2022/07/06 06:43,139,2,1,1,43,1,b'\xf3\x0c',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2022/07/06 06:44,140,1,1,1,42,1,b'\x87\xe3',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2022/07/06 06:44,141,2,1,1,39,1,b'vN',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2022/07/06 06:44,142,3,1,1,40,1,b'/\xfb',1,"[40, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
139,2022/07/06 06:45,143,2,1,1,43,1,b'\xa9\xd9',1,"[43, 44, 48]",1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
140,2022/07/06 06:45,144,3,1,1,44,1,b'u\x0b',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2022/07/06 06:46,145,2,1,1,40,1,b'\xc1\xa1',1,"[40, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
142,2022/07/06 06:47,146,1,1,1,36,1,b'\xf1{',1,"[36, 41]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
143,2022/07/06 06:47,147,2,1,1,44,1,b'\xbe\xbc',1,"[44, 45, 51, 52]",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
144,2022/07/06 06:48,148,2,1,1,39,1,b'\xda\xeb',1,"[39, 44, 45, 45, 47, 53]",0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
145,2022/07/06 06:48,149,3,1,1,40,1,b'\xad-',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2022/07/06 06:49,150,2,1,1,39,1,b'}\x0f',1,"[39, 41, 45, 49, 49]",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,
147,2022/07/06 06:49,151,3,1,1,52,1,b'\xf4 ',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2022/07/06 06:50,152,2,1,1,39,2,b';\xa6',2,"[39, 39, 49, 49, 54]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
149,2022/07/06 06:51,153,2,1,1,28,1,"b'\xc7""'",1,[28],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2022/07/06 06:51,154,3,1,1,43,1,b'\x89\xe4',1,"[43, 47]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2022/07/06 06:52,155,2,1,1,36,1,b'\x0f\x8f',1,"[36, 44, 47]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
152,2022/07/06 06:53,156,2,1,1,40,1,b'I\xac',1,"[40, 46, 52, 59]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
153,2022/07/06 06:53,157,3,1,1,42,1,b'\xbdn',1,"[42, 43]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2022/07/06 06:54,158,2,1,1,39,1,"b'c""'",1,"[39, 40, 45, 46]",1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
155,2022/07/06 06:55,159,2,1,1,41,1,b'\x12V',1,"[41, 47]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
156,2022/07/06 06:55,160,3,1,1,27,1,b'[k',1,[27],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2022/07/06 06:56,161,2,1,1,40,1,b'Y\x0f',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2022/07/06 06:57,162,2,1,1,40,1,b'\x03\x92',1,"[40, 41, 42, 44, 44, 48, 51]",1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
159,2022/07/06 06:58,163,2,1,1,40,1,b'\xf4\xf4',1,"[40, 42, 52, 56]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
160,2022/07/06 06:59,164,2,1,1,38,1,b'[\x1b',1,"[38, 43, 46]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
161,2022/07/06 07:00,165,2,1,1,32,1,b'\x85P',1,"[32, 39, 44]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
162,2022/07/06 07:01,166,2,1,1,28,1,b'\xb9\x95',1,[28],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2022/07/06 07:01,167,3,1,1,28,1,b'\xac\x0e',1,[28],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2022/07/06 07:02,168,1,1,1,42,1,b'/\x80',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2022/07/06 07:02,169,2,1,1,42,1,b'\x1b\x82',1,"[42, 45, 48]",0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
166,2022/07/06 07:02,170,3,1,1,43,1,b'\x1e\xbf',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2022/07/06 07:03,171,2,1,1,38,1,b'x\xd8',1,"[38, 46, 50]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
