,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,recorded_speeds,bucket_21,bucket_22,bucket_23,bucket_24,bucket_25,bucket_26,bucket_27,bucket_28,bucket_29
43,2022/07/10 14:54,47,2,1,1,41,1,b'S\xb8',1,,,,,,,,,,,,,,,,,,,,,[41],,,,,,,,,
44,2022/07/10 14:55,48,2,1,1,44,1,b'\xf6\xd8',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
45,2022/07/10 14:57,49,2,1,1,21,1,b'\xe7\xdc',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,"[21, 34]",,,,,,,,,
46,2022/07/10 15:01,50,2,1,1,34,1,b'\x10\xe2',1,,,,,,,,,,,,,,,,,,,,,[34],,,,,,,,,
47,2022/07/10 15:02,51,2,1,1,44,1,b'{\x19',1,1.0,,,,,,,,,,,,,,,,,,,,"[44, 45]",,,,,,,,,
48,2022/07/10 15:03,52,2,1,1,44,1,b'\x10\x97',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,"[44, 52]",,,,,,,,,
49,2022/07/10 15:03,53,3,1,1,51,1,b'f\x8b',1,,,,,,,,,,,,,,,,,,,,,[51],,,,,,,,,
50,2022/07/10 15:04,54,2,1,1,42,1,b'\xb2]',1,,,,,,,,,,,,,,,,,,,,,[42],,,,,,,,,
51,2022/07/10 15:05,55,2,1,1,40,1,b'C\xa1',1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,"[40, 45, 47]",,,,,,,,,
52,2022/07/10 15:05,56,3,1,1,38,1,b'9t',1,,,,,,,,,,,,,,,,,,,,,[38],,,,,,,,,
53,2022/07/10 15:06,57,2,1,1,45,1,b'\xees',1,,,,,,,,,,,,,,,,,,,,,[45],,,,,,,,,
54,2022/07/10 15:07,58,2,1,1,43,1,b'\xa8\xef',1,,,,,,,,,,,,,,,,,,,,,[43],,,,,,,,,
55,2022/07/10 15:07,59,3,1,1,49,1,b'b\xe1',1,,,,,,,,,,,,,,,,,,,,,[49],,,,,,,,,
56,2022/07/10 15:08,60,2,1,1,43,1,b'\xe6\x17',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,"[43, 51]",,,,,,,,,
57,2022/07/10 15:12,61,2,1,1,40,1,b'\xeb\xd1',1,,,,,,,,,,,,,,,,,,,,,[40],,,,,,,,,
58,2022/07/10 15:15,62,2,1,1,48,1,b'\xb4\xbb',1,,,,,,,,,,,,,,,,,,,,,[48],,,,,,,,,
59,2022/07/10 15:15,63,3,1,1,51,1,b'\xbc\x8f',1,,,,,,,,,,,,,,,,,,,,,[51],,,,,,,,,
60,2022/07/10 15:16,64,3,1,1,49,1,b'zA',1,,,,,,,,,,,,,,,,,,,,,[49],,,,,,,,,
61,2022/07/10 15:19,65,2,1,1,39,1,b'i\x86',1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,"[39, 45, 48]",,,,,,,,,
62,2022/07/10 15:21,66,3,1,1,38,1,b'\x039',1,,,,,,,,,,,,,,,,,,,,,[38],,,,,,,,,
63,2022/07/10 15:22,67,2,1,1,51,1,b'\xe7\xd9',1,,,,,,,,,,,,,,,,,,,,,[51],,,,,,,,,
64,2022/07/10 15:23,68,2,1,1,35,1,b'\xc9J',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[35, 58]",0.0,0.0,1.0,,,,,,
65,2022/07/10 15:24,69,2,1,1,36,1,b'\xbe\xb2',1,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,"[36, 39, 41]",,,,,,,,,
66,2022/07/10 15:26,70,2,1,1,49,1,b'\xcc\x06',1,,,,,,,,,,,,,,,,,,,,,[49],,,,,,,,,
67,2022/07/10 15:27,71,2,1,1,37,1,b'lt',1,,,,,,,,,,,,,,,,,,,,,[37],,,,,,,,,
68,2022/07/10 15:30,72,2,1,1,45,1,b'P6',1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,"[45, 52]",,,,,,,,,
69,2022/07/10 15:32,73,2,1,1,40,1,b'\x142',1,,,,,,,,,,,,,,,,,,,,,[40],,,,,,,,,
70,2022/07/10 15:33,74,2,1,1,42,1,b'\xbe\xdc',1,,,,,,,,,,,,,,,,,,,,,[42],,,,,,,,,
71,2022/07/10 15:34,75,2,1,1,46,1,b'E\xf6',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
72,2022/07/10 15:35,76,2,1,1,42,1,b'\x17{',1,,,,,,,,,,,,,,,,,,,,,[42],,,,,,,,,
73,2022/07/10 15:36,77,2,1,1,40,1,b'\x93%',1,,,,,,,,,,,,,,,,,,,,,[40],,,,,,,,,
74,2022/07/10 15:37,78,2,1,1,38,1,b'\r\\',1,,,,,,,,,,,,,,,,,,,,,[38],,,,,,,,,
75,2022/07/10 15:37,79,3,1,1,48,1,b'\xf3\xc5',1,,,,,,,,,,,,,,,,,,,,,[48],,,,,,,,,
76,2022/07/10 15:38,80,2,1,1,50,1,b'X\xf6',1,,,,,,,,,,,,,,,,,,,,,[50],,,,,,,,,
77,2022/07/10 15:39,81,2,1,1,33,1,b'\xd9\xd3',1,,,,,,,,,,,,,,,,,,,,,[33],,,,,,,,,
78,2022/07/10 15:41,82,2,1,1,43,1,b'(\xac',1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,"[43, 50]",,,,,,,,,
79,2022/07/10 15:41,83,3,1,1,49,1,b'\x98\x8c',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,"[49, 58]",,,,,,,,,
80,2022/07/10 15:42,84,2,1,1,14,1,b'B%',1,0.0,1.0,,,,,,,,,,,,,,,,,,,"[14, 16]",,,,,,,,,
81,2022/07/10 15:42,85,3,1,1,17,1,b'\x8b\xc5',1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,"[17, 19, 26]",,,,,,,,,
82,2022/07/10 15:43,86,2,1,1,36,1,b'\xe2O',1,,,,,,,,,,,,,,,,,,,,,[36],,,,,,,,,
83,2022/07/10 15:43,87,2,1,1,13,1,b'\xb3\x01',1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,"[13, 14, 18, 21]",,,,,,,,,
84,2022/07/10 15:43,88,3,1,1,19,1,b'[\xdb',1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,"[19, 23, 25, 27, 28]",,,,,,,,,
85,2022/07/10 15:44,89,3,1,1,26,1,b'6\xf3',1,0.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,,,,,,"[26, 28, 29, 29, 29, 30, 30, 30, 32, 34, 34, 35, 36, 36, 38, 41]",,,,,,,,,
86,2022/07/10 15:45,90,2,1,1,46,1,b'\xf5O',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
87,2022/07/10 15:45,91,3,1,1,19,1,b'B\x1d',1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,,"[19, 22, 24, 26, 27, 27, 30, 31, 31, 33, 35, 35, 36, 38]",,,,,,,,,
88,2022/07/10 15:45,92,4,1,1,35,1,b'4*',1,,,,,,,,,,,,,,,,,,,,,[35],,,,,,,,,
89,2022/07/10 15:46,93,3,1,1,38,1,b'\xbcQ',1,,,,,,,,,,,,,,,,,,,,,[38],,,,,,,,,
90,2022/07/10 15:46,94,2,1,1,18,2,b'\xf7\x01',2,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,,,,,,,,,,,,,"[18, 18, 22, 23, 25, 25, 26]",,,,,,,,,
91,2022/07/10 15:46,95,3,1,1,19,1,b'L\x03',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,"[19, 29, 34, 35]",,,,,,,,,
92,2022/07/10 15:47,96,2,1,1,34,1,b'G\xed',1,,,,,,,,,,,,,,,,,,,,,[34],,,,,,,,,
93,2022/07/10 15:47,97,2,1,1,16,2,b'\xb1\x81',2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,"[16, 16, 19, 19, 19, 24, 26]",,,,,,,,,
94,2022/07/10 15:47,98,3,1,1,20,1,b'\xe4_',1,1.0,,,,,,,,,,,,,,,,,,,,"[20, 21]",,,,,,,,,
95,2022/07/10 15:48,99,3,1,1,15,1,b'\x03\x0f',1,,,,,,,,,,,,,,,,,,,,,[15],,,,,,,,,
96,2022/07/10 15:50,100,2,1,1,11,1,b'(\x1f',1,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,"[11, 13, 13, 14]",,,,,,,,,
97,2022/07/10 15:52,101,2,1,1,43,1,b'\x0f\xe4',1,,,,,,,,,,,,,,,,,,,,,[43],,,,,,,,,
98,2022/07/10 15:52,102,2,1,1,11,1,b'\xad{',1,,,,,,,,,,,,,,,,,,,,,[11],,,,,,,,,
99,2022/07/10 15:53,103,2,1,1,13,1,b'_\x10',1,1.0,,,,,,,,,,,,,,,,,,,,"[13, 14]",,,,,,,,,
100,2022/07/10 15:53,104,3,1,1,10,1,b'\xa9\xd9',1,,,,,,,,,,,,,,,,,,,,,[10],,,,,,,,,
101,2022/07/10 15:57,105,2,1,1,48,1,b'\xcf\x92',1,,,,,,,,,,,,,,,,,,,,,[48],,,,,,,,,
102,2022/07/10 15:59,106,2,1,1,10,1,b'=\xcd',1,1.0,,,,,,,,,,,,,,,,,,,,"[10, 11]",,,,,,,,,
103,2022/07/10 16:00,107,2,1,1,11,1,b'\x91b',1,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,"[11, 12, 14, 15]",,,,,,,,,
104,2022/07/10 16:00,108,4,1,1,37,1,b'\x92\x84',1,,,,,,,,,,,,,,,,,,,,,[37],,,,,,,,,
105,2022/07/10 16:02,109,2,1,1,12,1,b'\x85\xbf',1,,,,,,,,,,,,,,,,,,,,,[12],,,,,,,,,
106,2022/07/10 16:03,110,2,1,1,12,1,b'\xb7\xba',1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[12, 14, 41]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
107,2022/07/10 16:04,111,2,1,1,12,2,b'@d',2,0.0,1.0,,,,,,,,,,,,,,,,,,,"[12, 12, 14]",,,,,,,,,
108,2022/07/10 16:04,112,3,1,1,37,1,b'A\xa5',1,,,,,,,,,,,,,,,,,,,,,[37],,,,,,,,,
109,2022/07/10 16:05,113,2,1,1,12,4,b'\t\x03',4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[12, 12, 12, 12, 40]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
110,2022/07/10 16:05,114,3,1,1,40,1,b'\x02w',1,,,,,,,,,,,,,,,,,,,,,[40],,,,,,,,,
111,2022/07/10 16:05,115,4,1,1,34,1,b'\xa4\xe2',1,,,,,,,,,,,,,,,,,,,,,[34],,,,,,,,,
112,2022/07/10 16:06,116,2,1,1,10,1,b'\xa6\xb4',1,,,,,,,,,,,,,,,,,,,,,[10],,,,,,,,,
113,2022/07/10 16:08,117,2,1,1,36,1,b':\xa5',1,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,"[36, 39]",,,,,,,,,
114,2022/07/10 16:11,118,2,1,1,34,1,b'\xd6J',1,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,"[34, 40]",,,,,,,,,
115,2022/07/10 16:13,119,2,1,1,45,1,b'8_',1,,,,,,,,,,,,,,,,,,,,,[45],,,,,,,,,
116,2022/07/10 16:13,120,3,1,1,42,1,b'Ku',1,,,,,,,,,,,,,,,,,,,,,[42],,,,,,,,,
117,2022/07/10 16:14,121,3,1,1,37,1,b'\xa5\x9f',1,,,,,,,,,,,,,,,,,,,,,[37],,,,,,,,,
118,2022/07/10 16:15,122,3,1,1,36,1,b'\xc2T',1,,,,,,,,,,,,,,,,,,,,,[36],,,,,,,,,
119,2022/07/10 16:23,123,3,1,1,43,1,b'\xd0\x9a',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,"[43, 61]",,,,,,,,,
120,2022/07/10 16:24,124,2,1,1,32,1,b'\xf5p',1,0.0,1.0,,,,,,,,,,,,,,,,,,,"[32, 34]",,,,,,,,,
121,2022/07/10 16:24,125,3,1,1,45,1,b'\x94\t',1,,,,,,,,,,,,,,,,,,,,,[45],,,,,,,,,
122,2022/07/10 16:31,126,2,1,1,38,1,b'\x97%',1,,,,,,,,,,,,,,,,,,,,,[38],,,,,,,,,
123,2022/07/10 16:31,127,3,1,1,38,1,b'R4',1,,,,,,,,,,,,,,,,,,,,,[38],,,,,,,,,
124,2022/07/10 16:32,128,3,1,1,37,1,b'\x88\x1c',1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,"[37, 42]",,,,,,,,,
125,2022/07/10 16:33,129,3,1,1,49,1,b'\xa3G',1,,,,,,,,,,,,,,,,,,,,,[49],,,,,,,,,
126,2022/07/10 16:35,130,2,1,1,34,1,b'\xfc:',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,"[34, 47]",,,,,,,,,
127,2022/07/10 16:36,131,2,1,1,48,1,b'\xe4\xa2',1,,,,,,,,,,,,,,,,,,,,,[48],,,,,,,,,
128,2022/07/10 16:36,132,3,1,1,37,1,b'\xb1\xa3',1,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,"[37, 43]",,,,,,,,,
129,2022/07/10 16:38,133,2,1,1,30,1,b'\\$',1,,,,,,,,,,,,,,,,,,,,,[30],,,,,,,,,
130,2022/07/10 16:39,134,2,1,1,25,1,b'h\xde',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,"[25, 33]",,,,,,,,,
131,2022/07/10 16:40,135,2,1,1,36,1,b'\x16\xc6',1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,"[36, 43]",,,,,,,,,
132,2022/07/10 16:40,136,3,1,1,51,1,b'\xe6\x18',1,,,,,,,,,,,,,,,,,,,,,[51],,,,,,,,,
133,2022/07/10 16:41,137,2,1,1,48,1,b'\xc3\xeb',1,,,,,,,,,,,,,,,,,,,,,[48],,,,,,,,,
134,2022/07/10 16:41,138,3,1,1,46,1,b'\xc8\xf9',1,1.0,,,,,,,,,,,,,,,,,,,,"[46, 47]",,,,,,,,,
135,2022/07/10 16:42,139,2,1,1,45,1,b'\xed\xf2',1,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,"[45, 49]",,,,,,,,,
136,2022/07/10 16:42,140,3,1,1,45,1,b'ML',1,,,,,,,,,,,,,,,,,,,,,[45],,,,,,,,,
137,2022/07/10 16:43,141,2,1,1,29,1,b'\x87\\',1,,,,,,,,,,,,,,,,,,,,,[29],,,,,,,,,
138,2022/07/10 16:44,142,3,1,1,35,1,b'!R',1,,,,,,,,,,,,,,,,,,,,,[35],,,,,,,,,
139,2022/07/10 16:45,143,2,1,1,39,1,b'd\xad',1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,"[39, 44]",,,,,,,,,
140,2022/07/10 16:48,144,2,1,1,40,1,b'\x92a',1,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,"[40, 44]",,,,,,,,,
141,2022/07/10 16:50,145,2,1,1,49,1,b'mP',1,,,,,,,,,,,,,,,,,,,,,[49],,,,,,,,,
142,2022/07/10 16:51,146,2,1,1,37,1,b'\xea\xa7',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,"[37, 46, 47]",,,,,,,,,
143,2022/07/10 16:55,147,3,1,1,44,1,b'\xbf\xe1',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
144,2022/07/10 16:59,148,2,1,1,41,1,b'Q\xe2',1,,,,,,,,,,,,,,,,,,,,,[41],,,,,,,,,
145,2022/07/10 17:00,149,2,1,1,48,1,b'\xc4\xdb',1,,,,,,,,,,,,,,,,,,,,,[48],,,,,,,,,
146,2022/07/10 17:01,150,2,1,1,39,2,b'\xf0\xb2',2,,,,,,,,,,,,,,,,,,,,,"[39, 39]",,,,,,,,,
147,2022/07/10 17:03,151,3,1,1,49,1,b'\x9c\x9a',1,,,,,,,,,,,,,,,,,,,,,[49],,,,,,,,,
148,2022/07/10 17:04,152,3,1,1,48,1,b'B\x8d',1,,,,,,,,,,,,,,,,,,,,,[48],,,,,,,,,
149,2022/07/10 17:06,153,2,1,1,43,1,b'\xc9\x04',1,,,,,,,,,,,,,,,,,,,,,[43],,,,,,,,,
150,2022/07/10 17:06,154,3,1,1,50,1,b'\xff;',1,,,,,,,,,,,,,,,,,,,,,[50],,,,,,,,,
151,2022/07/10 17:07,155,2,1,1,48,2,b'\xd9t',2,,,,,,,,,,,,,,,,,,,,,"[48, 48]",,,,,,,,,
152,2022/07/10 17:08,156,2,1,1,43,1,b'|\xa9',1,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,"[43, 44, 47]",,,,,,,,,
153,2022/07/10 17:09,157,2,1,1,42,1,b'8\xa6',1,,,,,,,,,,,,,,,,,,,,,[42],,,,,,,,,
154,2022/07/10 17:10,158,2,1,1,51,1,b'\xdc\xd0',1,,,,,,,,,,,,,,,,,,,,,[51],,,,,,,,,
155,2022/07/10 17:12,159,2,1,1,50,1,b'h\xe6',1,,,,,,,,,,,,,,,,,,,,,[50],,,,,,,,,
156,2022/07/10 17:13,160,3,1,1,44,1,b'\xadQ',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
157,2022/07/10 17:14,161,2,1,1,43,1,b'\x01s',1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,"[43, 51]",,,,,,,,,
158,2022/07/10 17:14,162,3,1,1,50,1,b'x\xfe',1,,,,,,,,,,,,,,,,,,,,,[50],,,,,,,,,
159,2022/07/10 17:17,163,2,1,1,48,1,b'w\xbf',1,,,,,,,,,,,,,,,,,,,,,[48],,,,,,,,,
160,2022/07/10 17:17,164,3,1,1,44,1,b't\xc6',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
161,2022/07/10 17:19,165,2,1,1,31,1,b't%',1,,,,,,,,,,,,,,,,,,,,,[31],,,,,,,,,
162,2022/07/10 17:19,166,3,1,1,52,1,b'\xc6o',1,,,,,,,,,,,,,,,,,,,,,[52],,,,,,,,,
163,2022/07/10 17:22,167,2,1,1,39,1,b'w\xea',1,,,,,,,,,,,,,,,,,,,,,[39],,,,,,,,,
164,2022/07/10 17:22,168,3,1,1,55,1,b'\x84T',1,,,,,,,,,,,,,,,,,,,,,[55],,,,,,,,,
165,2022/07/10 17:24,169,2,1,1,44,1,b' \x9d',1,,,,,,,,,,,,,,,,,,,,,[44],,,,,,,,,
166,2022/07/10 17:25,170,2,1,1,46,1,b'\x8as',1,,,,,,,,,,,,,,,,,,,,,[46],,,,,,,,,
167,2022/07/10 17:26,171,2,1,1,47,1,b'\xdfE',1,1.0,,,,,,,,,,,,,,,,,,,,"[47, 48]",,,,,,,,,
168,2022/07/10 17:27,172,3,1,1,40,1,b'l\x00',1,,,,,,,,,,,,,,,,,,,,,[40],,,,,,,,,
169,2022/07/10 17:28,173,3,1,1,49,1,b'\\]',1,,,,,,,,,,,,,,,,,,,,,[49],,,,,,,,,
170,2022/07/10 17:30,174,3,1,1,50,1,b'Jy',1,,,,,,,,,,,,,,,,,,,,,[50],,,,,,,,,
171,2022/07/10 17:31,175,2,1,1,42,1,b'\x0b\x03',1,,,,,,,,,,,,,,,,,,,,,[42],,,,,,,,,
