,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,recorded_speeds,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,bucket_21,bucket_22,bucket_23,bucket_24,bucket_25,bucket_26,bucket_27,bucket_28,bucket_29,bucket_30,bucket_31,bucket_32,bucket_33,bucket_34
17,2022/07/08 19:07,21,3,1,1,45,1,b'\x1f0',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2022/07/08 19:09,22,2,1,1,44,1,b'\x85\xf2',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2022/07/08 19:11,23,2,1,1,40,1,b'\x83\x95',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2022/07/08 19:12,24,2,1,1,45,1,b'\xb1\xf0',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2022/07/08 19:14,25,2,1,1,39,1,b'\xf59',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2022/07/08 19:15,26,2,1,1,46,1,b'J\x17',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2022/07/08 19:16,27,2,1,1,46,2,b'\x8e\xda',2,"[46, 46]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2022/07/08 19:18,28,2,1,1,38,1,b'\x87<',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2022/07/08 19:21,29,1,1,1,40,1,b'Y]',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2022/07/08 19:23,30,2,1,1,38,1,b'\xaeZ',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2022/07/08 19:27,31,2,1,1,49,1,b'\x11\x00',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2022/07/08 19:28,32,2,1,1,41,1,b'\x0e=',1,"[41, 49]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2022/07/08 19:29,33,2,1,1,46,1,b'HS',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2022/07/08 19:31,34,2,1,1,46,1,b'\x93R',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2022/07/08 19:32,35,2,1,1,48,1,b'\xe5/',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2022/07/08 19:34,36,2,1,1,42,1,b'\xdf\x03',1,"[42, 43]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2022/07/08 19:36,37,2,1,1,46,1,b'\xe4}',1,"[46, 48]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2022/07/08 19:37,38,2,1,1,41,1,b'\xf4\xed',1,"[41, 44, 51]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
35,2022/07/08 19:40,39,2,1,1,38,1,b'v\xf0',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2022/07/08 19:41,40,2,1,1,48,1,b'7\xd7',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2022/07/08 19:44,41,2,1,1,39,1,b'\xbf\xbf',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2022/07/08 19:46,42,2,1,1,31,1,b'N\x17',1,[31],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2022/07/08 19:49,43,2,1,1,36,1,b'\x05|',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2022/07/08 19:52,44,2,1,1,50,1,b'e4',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2022/07/08 19:53,45,2,1,1,33,1,b'\x9b\xbf',1,"[33, 37]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2022/07/08 19:54,46,2,1,1,44,1,b'M\xd6',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2022/07/08 19:59,47,2,1,1,41,1,b'\xd8;',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2022/07/08 20:02,48,2,1,1,40,1,b'\x03\x9a',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2022/07/08 20:03,49,2,1,1,45,1,b'\xb97',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2022/07/08 20:04,50,2,1,1,44,1,b'\xc1X',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2022/07/08 20:05,51,2,1,1,37,1,b'8\x16',1,"[37, 41, 45, 49]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
48,2022/07/08 20:06,52,2,1,1,38,1,b'\xc6#',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2022/07/08 20:06,53,3,1,1,42,1,b'7\xa5',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2022/07/08 20:09,54,3,1,1,48,1,b'\xe1<',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2022/07/08 20:13,55,2,1,1,46,1,b'\xf2\xf5',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2022/07/08 20:14,56,2,1,1,45,1,b'\x8cA',1,"[45, 49]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2022/07/08 20:14,57,3,1,1,46,1,b'gZ',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2022/07/08 20:18,58,2,1,1,44,1,b'\x8eS',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2022/07/08 20:19,59,2,1,1,51,1,b';\xe1',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2022/07/08 20:21,60,2,1,1,44,1,b'?\x86',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2022/07/08 20:25,61,2,1,1,28,1,b'o\x01',1,"[28, 36]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2022/07/08 20:27,62,3,1,1,41,1,b'\x892',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2022/07/08 20:30,63,2,1,1,48,1,b'F\xe1',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2022/07/08 20:33,64,2,1,1,41,1,b'\r\xdb',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2022/07/08 20:35,65,2,1,1,42,1,b'~\xe3',1,"[42, 45]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2022/07/08 20:36,66,2,1,1,41,1,b'$\xbd',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2022/07/08 20:37,67,2,1,1,45,1,b'%\x0c',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2022/07/08 20:38,68,3,1,1,42,1,b'K\x9a',1,"[42, 45]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2022/07/08 20:40,69,2,1,1,42,1,b'S\xf0',1,"[42, 50]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2022/07/08 20:41,70,3,1,1,43,1,b'7>',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2022/07/08 20:43,71,2,1,1,36,1,b'S\x01',1,"[36, 40]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2022/07/08 20:45,72,2,1,1,40,1,b'\xa1R',1,"[40, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2022/07/08 20:46,73,2,1,1,42,1,b'<\xb6',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2022/07/08 20:48,74,2,1,1,53,1,b'\x04y',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2022/07/08 20:49,75,2,1,1,50,1,b'\xc8\xed',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2022/07/08 20:54,76,1,1,1,42,1,b'~8',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2022/07/08 20:56,77,2,1,1,41,1,b'\x18\xe0',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2022/07/08 20:59,78,2,1,1,41,1,b'>\xac',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2022/07/08 21:02,79,2,1,1,49,1,b'\xea\x12',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2022/07/08 21:05,80,3,1,1,42,1,b'\xb6\xae',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2022/07/08 21:09,81,2,1,1,34,1,b'T\x90',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2022/07/08 21:12,82,2,1,1,39,2,b'R<',2,"[39, 39]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2022/07/08 21:20,83,2,1,1,46,1,b'\x17\xe1',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2022/07/08 21:24,84,3,1,1,58,1,b'\xe3=',1,[58],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2022/07/08 21:25,85,2,1,1,39,1,b'\xf5)',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2022/07/08 21:27,86,2,1,1,45,1,b'\x80\xf4',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2022/07/08 21:30,87,2,1,1,43,1,b'\x12C',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2022/07/08 21:37,88,2,1,1,46,1,b'\xa2n',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2022/07/08 21:40,89,2,1,1,43,1,b'\x96\xba',1,"[43, 48]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2022/07/08 21:43,90,2,1,1,36,1,b'\xe8}',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2022/07/08 21:43,91,3,1,1,43,1,b'\x04T',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2022/07/08 21:44,92,2,1,1,51,1,b'\xd9<',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2022/07/08 21:49,93,2,1,1,33,1,b'X\xba',1,[33],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2022/07/08 21:50,94,2,1,1,36,1,b'\x17\xe3',1,"[36, 37, 39]",1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2022/07/08 21:51,95,2,1,1,34,1,b'^\x10',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2022/07/08 21:52,96,2,1,1,38,1,b'^\x83',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2022/07/08 21:53,97,2,1,1,37,1,b'~e',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2022/07/08 21:55,98,2,1,1,33,2,b'!<',2,"[33, 33]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2022/07/08 21:56,99,2,1,1,40,1,b'\x12\xf7',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2022/07/08 21:59,100,2,1,1,47,1,b'w\xc4',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2022/07/08 22:00,101,3,1,1,37,1,b'\x15\xdc',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2022/07/08 22:05,102,2,1,1,46,1,b'\xeck',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2022/07/08 22:07,103,2,1,1,40,1,b'\x9c5',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2022/07/08 22:16,104,2,1,1,41,1,b'@\x83',1,"[41, 43]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2022/07/08 22:22,105,2,1,1,38,1,b' E',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2022/07/08 22:24,106,2,1,1,40,1,b'\x96\xaa',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2022/07/08 22:27,107,2,1,1,42,1,b'\xf7\xcb',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2022/07/08 22:39,108,2,1,1,41,1,b'\xfb\x14',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2022/07/08 22:42,109,2,1,1,44,1,b'n\xf9',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2022/07/08 22:50,110,3,1,1,40,1,b'\xf8\x84',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2022/07/08 22:55,111,2,1,1,34,1,b'[\xb1',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2022/07/08 22:56,112,2,1,1,38,1,b'\x90\x16',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2022/07/08 23:07,113,2,1,1,45,1,b'7\xea',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2022/07/08 23:09,114,2,1,1,42,1,b'\xe2\xfc',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2022/07/08 23:16,115,2,1,1,72,1,b'\xc3\x1f',1,[72],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2022/07/08 23:17,116,2,1,1,40,1,b'\x99y',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2022/07/08 23:41,117,2,1,1,38,1,b'\xac.',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2022/07/08 23:43,118,2,1,1,48,1,b'L\xa7',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2022/07/08 23:45,119,2,1,1,41,1,b'\x81\xb7',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2022/07/09 00:08,120,2,1,1,46,1,b'G\xea',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2022/07/09 00:33,121,2,1,1,40,1,b'\xc3\xea',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2022/07/09 00:47,122,3,1,1,46,1,b'\xa8\xf5',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2022/07/09 01:13,123,3,1,1,42,1,b'`\xc3',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2022/07/09 01:15,124,2,1,1,47,1,b'[\x1b',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2022/07/09 01:42,125,2,1,1,41,1,b'\xf0[',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2022/07/09 02:09,126,2,1,1,42,1,b'K\xb1',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2022/07/09 02:12,127,2,1,1,65,1,b'\xb2\x14',1,[65],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2022/07/09 02:13,128,2,1,1,59,1,b'\xbde',1,[59],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2022/07/09 02:25,129,2,1,1,49,1,b'r\xf7',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2022/07/09 02:39,130,2,1,1,47,1,b'\xc8\xd3',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2022/07/09 02:54,131,2,1,1,49,1,b'R\x82',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2022/07/09 02:56,132,2,1,1,40,1,b'\x06\xd1',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2022/07/09 03:07,133,2,1,1,59,1,b'\xd8\x0b',1,[59],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2022/07/09 03:22,134,3,1,1,52,1,b'\xbc\x0e',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2022/07/09 03:34,135,2,1,1,45,1,b'\xf3\x12',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2022/07/09 03:52,136,3,1,1,48,1,b'\x04|',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2022/07/09 03:58,137,1,1,1,49,1,b'\xc1\x02',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2022/07/09 03:59,138,2,1,1,48,1,b'\xc8a',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2022/07/09 04:06,139,2,1,1,46,1,b'\xb1C',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2022/07/09 04:14,140,2,1,1,50,1,b'\xad\xda',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2022/07/09 04:20,141,2,1,1,49,1,b'\xd4j',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2022/07/09 04:20,142,3,1,1,38,1,b'pq',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2022/07/09 04:36,143,2,1,1,47,1,b'\xeb\xc0',1,"[47, 57]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
140,2022/07/09 04:37,144,2,1,1,37,1,b'\xf7\xc9',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2022/07/09 04:45,145,2,1,1,44,1,b'a\xa8',1,"[44, 46]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2022/07/09 04:50,146,2,1,1,36,1,b'G$',1,"[36, 49]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
143,2022/07/09 04:51,147,1,1,1,49,1,b'~\x11',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2022/07/09 04:53,148,2,1,1,37,1,b'\x01\x1e',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2022/07/09 04:56,149,2,1,1,40,1,b'L\x16',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2022/07/09 04:57,150,2,1,1,47,1,b'\xce\xe0',1,"[47, 50]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2022/07/09 05:00,151,2,1,1,46,1,b'd\xa6',1,"[46, 47]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2022/07/09 05:01,152,2,1,1,48,1,b'>\xd0',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2022/07/09 05:01,153,3,1,1,48,1,b'\xfb\xc1',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2022/07/09 05:04,154,2,1,1,38,1,b'\xa7\x98',1,"[38, 43, 45]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2022/07/09 05:09,155,2,1,1,42,1,b'\\h',1,"[42, 49]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2022/07/09 05:10,156,2,1,1,34,1,b'F\xab',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2022/07/09 05:11,157,2,1,1,38,1,b'G\x1a',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2022/07/09 05:12,158,2,1,1,50,1,b'\xc9\xd8',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2022/07/09 05:13,159,2,1,1,41,1,b' \x0e',1,"[41, 45, 51]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
156,2022/07/09 05:13,160,2,1,1,40,1,b'\xf5\x86',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2022/07/09 05:14,161,2,1,1,49,1,b'p\x81',1,"[49, 50]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2022/07/09 05:15,162,2,1,1,49,1,"b',\xb9'",1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2022/07/09 05:17,163,2,1,1,41,1,b'\x045',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2022/07/09 05:18,164,2,1,1,39,1,b'\x02\xff',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2022/07/09 05:19,165,2,1,1,37,1,b'\x99\x05',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2022/07/09 05:20,166,2,1,1,33,1,b'p\x17',1,"[33, 40]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2022/07/09 05:21,167,2,1,1,51,1,b'\x8c=',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2022/07/09 05:22,168,2,1,1,43,1,b'u/',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2022/07/09 05:23,169,2,1,1,41,1,b'%\x97',1,"[41, 48]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2022/07/09 05:26,170,2,1,1,51,1,b'\x12]',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2022/07/09 05:28,171,2,1,1,40,1,b'\xa9t',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2022/07/09 05:29,172,2,1,1,46,1,b'\x8d\xc0',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2022/07/09 05:30,173,2,1,1,47,1,b'!\x84',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2022/07/09 05:31,174,3,1,1,46,1,b'\x93\xd0',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2022/07/09 05:32,175,2,1,1,42,1,b'_\x9f',1,"[42, 43, 50]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
