,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,recorded_speeds,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,bucket_21,bucket_22,bucket_23,bucket_24,bucket_25,bucket_26,bucket_27,bucket_28,bucket_29
36,2022/07/05 04:52,40,3,1,1,41,1,b'86',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2022/07/05 04:56,41,1,1,1,45,1,b'\x807',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2022/07/05 04:56,42,3,1,1,46,1,b'\x075',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2022/07/05 04:57,43,2,1,1,46,1,b'\xef\xe3',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2022/07/05 04:57,44,3,1,1,46,1,b'\xa9D',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2022/07/05 04:58,45,3,1,1,44,1,b'\xc8%',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2022/07/05 04:59,46,2,1,1,51,1,b'I\x96',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2022/07/05 05:00,47,2,1,1,47,1,b'\x8b\xc1',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2022/07/05 05:01,48,3,1,1,49,1,b'O=',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2022/07/05 05:01,49,3,1,1,46,1,b'_\x8b',1,"[46, 55]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
46,2022/07/05 05:07,50,3,1,1,44,1,b'\x8a\xa3',1,"[44, 50]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
47,2022/07/05 05:08,51,3,1,1,48,1,b'2\x03',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2022/07/05 05:11,52,4,1,1,54,1,b'\xf4\xeb',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2022/07/05 05:15,53,2,1,1,50,1,b'\xf0\xfa',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2022/07/05 05:15,54,4,1,1,60,1,b'\x8e\x1c',1,[60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2022/07/05 05:16,55,3,1,1,43,1,"b'j""'",1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2022/07/05 05:17,56,3,1,1,49,1,b'\xcf\x18',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2022/07/05 05:19,57,2,1,1,52,1,b'\xa7\xfc',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2022/07/05 05:19,58,3,1,1,39,1,b'?\x1f',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2022/07/05 05:21,59,4,1,1,54,1,b'\xe4r',1,"[54, 64]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
56,2022/07/05 05:24,60,2,1,1,55,1,b'\x05\\',1,[55],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2022/07/05 05:24,61,3,1,1,37,1,b'\x8d\xcb',1,"[37, 56]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,
58,2022/07/05 05:25,62,4,1,1,51,1,b'8\xa5',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2022/07/05 05:27,63,3,1,1,41,1,b'dI',1,"[41, 48]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
60,2022/07/05 05:29,64,3,1,1,49,1,b'\xaft',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2022/07/05 05:30,65,3,1,1,41,1,b'\xc1\n',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2022/07/05 05:32,66,2,1,1,57,1,b'<\x95',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2022/07/05 05:32,67,4,1,1,59,1,b'G\xf0',1,[59],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2022/07/05 05:33,68,1,1,1,44,1,b'\n\xe1',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2022/07/05 05:33,69,3,1,1,57,1,b'\x87\x7f',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2022/07/05 05:34,70,2,1,1,56,1,b'\x80\xff',1,"[56, 57]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2022/07/05 05:34,71,3,1,1,42,1,b'\xdd[',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2022/07/05 05:35,72,2,1,1,44,1,b'8\xaa',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2022/07/05 05:37,73,3,1,1,39,1,"b""'U""",1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2022/07/05 05:38,74,3,1,1,52,1,b'\xbdu',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2022/07/05 05:38,75,3,1,1,61,1,b'\x1e\x88',1,[61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2022/07/05 05:39,76,3,1,1,54,1,b'\xb5\xb7',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2022/07/05 05:39,77,4,1,1,54,1,b'\xbd\xfe',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2022/07/05 05:42,78,3,1,1,53,1,b'\x9b\x8b',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2022/07/05 05:43,79,2,1,1,56,1,b'\xfc\xd6',1,[56],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2022/07/05 05:43,80,3,1,1,35,1,b'B\x83',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2022/07/05 05:45,81,3,1,1,55,1,b'\x00\x18',1,[55],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2022/07/05 05:46,82,4,1,1,62,1,b']j',1,[62],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2022/07/05 05:47,83,2,1,1,48,1,b'\xef\xd5',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2022/07/05 05:47,84,3,1,1,45,1,b'\x87:',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2022/07/05 05:48,85,3,1,1,53,1,b'R\xfb',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2022/07/05 05:48,86,4,1,1,57,1,b'_1',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2022/07/05 05:49,87,2,1,1,77,1,b'\x06\x08',1,[77],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2022/07/05 05:49,88,2,1,1,42,1,b'\x94\xae',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2022/07/05 05:49,89,3,1,1,52,1,b'\xb2\xd2',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2022/07/05 05:50,90,2,1,1,38,1,b'\x96\xfb',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2022/07/05 05:52,91,2,1,1,55,1,b'S\x84',1,[55],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2022/07/05 05:53,92,3,1,1,55,1,b'8\xe4',1,[55],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2022/07/05 05:53,93,3,1,1,47,1,b'\x1d\xbe',1,"[47, 52, 54]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
90,2022/07/05 05:54,94,3,1,1,45,1,b'\xd1\xb3',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2022/07/05 05:56,95,3,1,1,39,1,b'ZV',1,"[39, 47, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
92,2022/07/05 05:57,96,2,1,1,57,1,b'\xaf\x07',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2022/07/05 05:57,97,3,1,1,48,1,b'\xc7\x15',1,"[48, 53]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
94,2022/07/05 05:58,98,3,1,1,37,1,b'\xbdW',1,"[37, 51, 51]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,
95,2022/07/05 05:59,99,3,1,1,54,1,b'X+',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2022/07/05 05:59,100,4,1,1,59,1,b'\\_',1,[59],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2022/07/05 06:01,101,3,1,1,62,1,b'\xf7\xe0',1,[62],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2022/07/05 06:02,102,2,1,1,48,1,b'\x17\xec',1,"[48, 50]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2022/07/05 06:02,103,3,1,1,45,1,b'\xad\xc4',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2022/07/05 06:04,104,2,1,1,46,1,b'\t\xb5',1,"[46, 55]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
101,2022/07/05 06:05,105,3,1,1,41,1,b'43',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2022/07/05 06:06,106,3,1,1,45,1,b'\xfe\r',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2022/07/05 06:07,107,3,1,1,54,1,b'wG',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2022/07/05 06:07,108,3,1,1,57,1,b'\x1d\xcd',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2022/07/05 06:08,109,3,1,1,51,1,b'[\x83',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2022/07/05 06:09,110,2,1,1,59,1,b'\x8a.',1,[59],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2022/07/05 06:09,111,3,1,1,43,1,b'>v',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2022/07/05 06:10,112,2,1,1,47,1,b'\x0f\x0e',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2022/07/05 06:10,113,4,1,1,53,1,b'\xdd\xc7',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2022/07/05 06:11,114,2,1,1,48,1,b'K\xac',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2022/07/05 06:11,115,3,1,1,61,1,b'\x016',1,[61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2022/07/05 06:14,116,3,1,1,44,1,b'\x84\x8d',1,"[44, 56]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
113,2022/07/05 06:17,117,4,1,1,54,1,b'+\x9c',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2022/07/05 06:18,118,2,1,1,49,1,b'1U',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2022/07/05 06:18,119,3,1,1,41,1,b'\x9a\xe3',1,"[41, 45]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
116,2022/07/05 06:19,120,2,1,1,55,1,b'\xc1?',1,[55],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2022/07/05 06:19,121,3,1,1,50,1,b'\x911',1,"[50, 52]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2022/07/05 06:20,122,2,1,1,56,1,b'\xebp',1,[56],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2022/07/05 06:20,123,3,1,1,54,1,b'l\xcf',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2022/07/05 06:21,124,3,1,1,43,1,"b',\xf2'",1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2022/07/05 06:23,125,2,1,1,54,1,b'\xed\xba',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2022/07/05 06:23,126,3,1,1,61,1,b'\x0c\x7f',1,[61],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2022/07/05 06:23,127,3,1,1,56,1,b'\x9b\x15',1,[56],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2022/07/05 06:24,128,3,1,1,38,1,b'IT',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2022/07/05 06:25,129,3,1,1,44,1,b'\nK',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2022/07/05 06:26,130,3,1,1,57,1,b'\xda\xaa',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2022/07/05 06:27,131,2,1,1,44,1,b'\xc4\xd1',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2022/07/05 06:27,132,3,1,1,44,1,b'a\x0c',1,"[44, 50, 51]",0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
129,2022/07/05 06:28,133,3,1,1,44,1,b'p\x11',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2022/07/05 06:31,134,1,1,1,37,1,b'^\x19',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2022/07/05 06:31,135,2,1,1,46,1,b'\xe5u',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2022/07/05 06:31,136,3,1,1,38,1,b'o\xed',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2022/07/05 06:32,137,2,1,1,52,1,b'\xf8\x98',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2022/07/05 06:32,138,4,1,1,59,1,b'\xed\xe8',1,[59],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2022/07/05 06:33,139,4,1,1,58,1,b'\xbb7',1,[58],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2022/07/05 06:34,140,2,1,1,52,1,b'\xa0/',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2022/07/05 06:34,141,2,1,1,41,1,b'Nc',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2022/07/05 06:34,142,3,1,1,41,1,b'\xbaf',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2022/07/05 06:35,143,1,1,1,46,1,b'\x1dO',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2022/07/05 06:35,144,2,1,1,49,1,b'$\xd5',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2022/07/05 06:35,145,2,1,1,44,1,b'\x92I',1,"[44, 45]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2022/07/05 06:35,146,3,1,1,43,1,b'\x1f\xcb',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2022/07/05 06:36,147,2,1,1,48,1,b'\x8c0',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2022/07/05 06:36,148,3,1,1,47,1,b'Bl',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2022/07/05 06:37,149,1,1,1,47,1,b'\xc4\x12',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2022/07/05 06:37,150,3,1,1,42,1,b'\x9f\xc6',1,"[42, 46]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
147,2022/07/05 06:38,151,2,1,1,50,1,b'b\xba',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2022/07/05 06:38,152,4,1,1,54,1,b'\xc4r',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2022/07/05 06:39,153,2,1,1,48,1,b'~\xa2',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2022/07/05 06:39,154,4,1,1,58,1,b'<\xbc',1,[58],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2022/07/05 06:40,155,3,1,1,51,1,b'\x7f\x9a',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2022/07/05 06:41,156,2,1,1,52,1,"b""\xe5'""",1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2022/07/05 06:41,157,3,1,1,53,1,b'K\xa0',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2022/07/05 06:42,158,3,1,1,41,1,b'&{',1,"[41, 45]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
155,2022/07/05 06:43,159,3,1,1,51,1,b'\x1ad',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2022/07/05 06:44,160,2,1,1,55,1,b'\x1f\xe2',1,[55],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2022/07/05 06:44,161,3,1,1,40,1,b'R\x08',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2022/07/05 06:45,162,1,1,1,37,1,b'j\xe9',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2022/07/05 06:45,163,3,1,1,51,1,b't%',1,"[51, 53]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2022/07/05 06:46,164,1,1,1,41,1,b'\n\x94',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2022/07/05 06:46,165,3,1,1,50,1,b'\xc5\xa4',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2022/07/05 06:47,166,1,1,1,44,1,b'\x91\xa3',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2022/07/05 06:48,167,1,1,1,47,1,b'\xf0a',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2022/07/05 06:49,168,3,1,1,54,1,b'#I',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2022/07/05 06:50,169,3,1,1,47,1,b'\xfeV',1,"[47, 49]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2022/07/05 06:50,170,4,1,1,60,1,b'\xa3\x90',1,[60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2022/07/05 06:51,171,3,1,1,46,1,b'C\xf3',1,"[46, 50]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
168,2022/07/05 06:53,172,3,1,1,46,1,b'\xddx',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2022/07/05 06:54,173,2,1,1,47,1,b't)',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2022/07/05 06:55,174,1,1,1,44,1,b'\xb4\xd2',1,"[44, 45]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2022/07/05 06:55,175,2,1,1,48,1,b'\x84\xae',1,"[48, 50]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2022/07/05 06:56,176,4,1,1,60,1,b'\xee\x91',1,[60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2022/07/05 06:57,177,3,1,1,44,1,b'\x01\xb1',1,"[44, 48]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
174,2022/07/05 06:58,178,3,1,1,57,1,b'j\xb7',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2022/07/05 06:59,179,2,1,1,43,1,b'U\x9b',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2022/07/05 06:59,180,3,1,1,46,1,b'DR',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2022/07/05 07:00,181,3,1,1,51,1,b'=\x19',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2022/07/05 07:02,182,2,1,1,44,1,b'\xbb|',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2022/07/05 07:02,183,3,1,1,52,1,b'\xd7\xc1',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2022/07/05 07:03,184,3,1,1,46,1,b'\xa2q',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2022/07/05 07:04,185,4,1,1,46,1,b'H\xd1',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2022/07/05 07:06,186,3,1,1,43,1,b'\xc76',1,"[43, 48]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
183,2022/07/05 07:07,187,3,1,1,48,1,b'U3',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2022/07/05 07:09,188,2,1,1,57,1,b'u<',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2022/07/05 07:10,189,3,1,1,46,1,b'7o',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2022/07/05 07:10,190,2,1,1,48,1,b'\xf0\x8d',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2022/07/05 07:11,191,3,1,1,45,1,b'6\x13',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2022/07/05 07:13,192,2,1,1,50,1,b'+\xf9',1,"[50, 53]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2022/07/05 07:15,193,2,1,1,45,1,b'\x1a\xa3',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2022/07/05 07:15,194,3,1,1,42,1,b'\x1f{',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
