,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,recorded_speeds,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,bucket_21,bucket_22,bucket_23,bucket_24,bucket_25,bucket_26,bucket_27,bucket_28,bucket_29,bucket_30,bucket_31
31,2022/07/14 01:06,35,3,1,1,56,1,b'\x8e\xde',1,[56],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2022/07/14 01:13,36,2,1,1,39,1,b'\x8d+',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2022/07/14 01:19,37,2,1,1,55,1,b'}B',1,[55],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2022/07/14 01:46,38,2,1,1,41,1,b'\xc0\xb0',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2022/07/14 02:20,39,2,1,1,31,1,b'L\xa1',1,[31],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2022/07/14 02:34,40,2,1,1,48,1,b'\xd3\xd2',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2022/07/14 02:44,41,3,1,1,47,1,b'\x9bi',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2022/07/14 02:57,42,2,1,1,47,1,b'\xe3\xe1',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2022/07/14 03:00,43,2,1,1,48,1,b'\x16\x08',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2022/07/14 03:03,44,2,1,1,45,1,b'|$',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2022/07/14 03:09,45,2,1,1,38,1,b'I\x8e',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2022/07/14 03:24,46,3,1,1,48,1,b'?;',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2022/07/14 03:30,47,3,1,1,40,1,b'I7',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2022/07/14 03:34,48,3,1,1,49,1,b'\xd6\x8c',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2022/07/14 03:36,49,2,1,1,46,1,b'TH',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2022/07/14 03:47,50,2,1,1,43,1,b'\xef\x15',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2022/07/14 03:54,51,2,1,1,55,1,b'\xc9\x02',1,[55],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2022/07/14 04:03,52,2,1,1,43,1,b'_Z',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2022/07/14 04:08,53,2,1,1,44,1,b'\xe2\x03',1,"[44, 48, 56]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
50,2022/07/14 04:09,54,2,1,1,53,1,b'\xbd\xc7',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2022/07/14 04:10,55,1,1,1,49,1,b'(E',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2022/07/14 04:10,56,2,1,1,44,1,b'\xefG',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2022/07/14 04:11,57,2,1,1,48,1,b'\x97\xd0',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2022/07/14 04:16,58,2,1,1,39,1,b'w\xc2',1,"[39, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
55,2022/07/14 04:17,59,2,1,1,49,1,b'\xb9\xc3',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2022/07/14 04:20,60,2,1,1,44,1,b'<\xb8',1,"[44, 56]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
57,2022/07/14 04:27,61,2,1,1,46,1,b'\x82j',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2022/07/14 04:30,62,2,1,1,35,1,b'4\t',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2022/07/14 04:31,63,2,1,1,44,1,b' x',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2022/07/14 04:32,64,2,1,1,54,1,b'\xa6g',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2022/07/14 04:32,65,3,1,1,41,1,b'\xd2\xb5',1,"[41, 49]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
62,2022/07/14 04:33,66,2,1,1,48,1,b'\xf0u',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2022/07/14 04:35,67,2,1,1,44,1,b'\x8f4',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2022/07/14 04:36,68,2,1,1,50,1,b'\xcd\x02',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2022/07/14 04:41,69,2,1,1,45,1,b'W\xf0',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2022/07/14 04:41,70,3,1,1,48,1,b'\x8d\xbd',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2022/07/14 04:42,71,1,1,1,42,1,b'.\xcd',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2022/07/14 04:42,72,2,1,1,52,1,b'$\xea',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2022/07/14 04:43,73,2,1,1,43,1,b'#{',1,"[43, 47, 49]",0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
70,2022/07/14 04:43,74,3,1,1,53,1,b'\x860',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2022/07/14 04:45,75,2,1,1,48,1,b'\x0b\xeb',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2022/07/14 04:46,76,2,1,1,41,1,b'\x80\x10',1,"[41, 48, 50]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
73,2022/07/14 04:47,77,2,1,1,42,1,b'\xadS',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2022/07/14 04:48,78,2,1,1,37,1,b'\xc9\x12',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2022/07/14 04:49,79,2,1,1,45,1,b'1L',1,"[45, 49, 49, 51]",0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
76,2022/07/14 04:52,80,2,1,1,40,1,b'g\xaf',1,"[40, 45]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2022/07/14 04:52,81,3,1,1,53,1,b'W2',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2022/07/14 04:53,82,2,1,1,49,1,b'\x96\xf2',1,"[49, 50]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2022/07/14 04:53,83,3,1,1,45,1,b'\xe2M',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2022/07/14 04:54,84,1,1,1,37,1,b'N\x8a',1,"[37, 38]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2022/07/14 04:54,85,2,1,1,41,1,b'\x15-',1,"[41, 46, 57]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
82,2022/07/14 04:55,86,1,1,1,49,1,b'D\x13',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2022/07/14 04:55,87,2,1,1,44,1,b'\x1bt',1,"[44, 45, 47, 48]",1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2022/07/14 04:56,88,2,1,1,44,1,b'\xbb\t',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2022/07/14 04:56,89,3,1,1,54,1,b'q\x07',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2022/07/14 04:57,90,2,1,1,42,1,b'\xcf\xfa',1,"[42, 46]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2022/07/14 04:58,91,2,1,1,43,1,b'\xcf\x14',1,"[43, 47]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2022/07/14 04:59,92,2,1,1,50,1,b'l\x16',1,"[50, 54]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2022/07/14 05:00,93,1,1,1,42,1,b'}\x17',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2022/07/14 05:00,94,2,1,1,41,1,b'\x13\x0e',1,"[41, 47]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
91,2022/07/14 05:01,95,2,1,1,42,1,b'\x93\xe7',1,"[42, 45, 45, 47]",0.0,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2022/07/14 05:02,96,2,1,1,42,1,b'\xd68',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2022/07/14 05:02,97,3,1,1,40,1,b'e\x10',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2022/07/14 05:03,98,2,1,1,42,1,b'\xfa\xc1',1,"[42, 45, 46]",0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2022/07/14 05:04,99,3,1,1,48,1,b'2\x86',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2022/07/14 05:05,100,2,1,1,41,1,b'NF',1,"[41, 48, 50]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
97,2022/07/14 05:06,101,2,1,1,56,1,b'\x96[',1,[56],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2022/07/14 05:07,102,1,1,1,37,1,b'\nl',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2022/07/14 05:08,103,2,1,1,40,1,b'\x03\xdd',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2022/07/14 05:10,104,2,1,1,51,1,b'\x06\xe5',1,"[51, 52]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2022/07/14 05:11,105,1,1,1,38,1,b'\xef:',1,"[38, 46]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
102,2022/07/14 05:11,106,2,1,1,46,1,b'\xf8<',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2022/07/14 05:12,107,2,1,1,43,1,b'\xb1;',1,"[43, 52, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
104,2022/07/14 05:13,108,2,1,1,40,1,b'+&',1,"[40, 44]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2022/07/14 05:14,109,2,1,1,45,1,b'n\xd9',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2022/07/14 05:14,110,3,1,1,50,1,b'\xc2\xad',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2022/07/14 05:16,111,1,1,1,38,1,b'e\x81',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2022/07/14 05:16,112,2,1,1,46,1,b'^W',1,"[46, 47, 49, 50]",1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2022/07/14 05:17,113,2,1,1,49,1,b'i=',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2022/07/14 05:18,114,2,1,1,37,1,b'\x13\xa6',1,"[37, 42, 44]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
111,2022/07/14 05:18,115,3,1,1,47,1,b'*\xdf',1,"[47, 49]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2022/07/14 05:19,116,3,1,1,42,1,b'P\x16',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2022/07/14 05:20,117,2,1,1,44,1,b'\r\xb9',1,"[44, 48, 52]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
114,2022/07/14 05:21,118,2,1,1,30,1,b'\xd8\xe7',1,"[30, 44, 49]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
115,2022/07/14 05:22,119,2,1,1,39,1,b'H~',1,"[39, 43, 51]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
116,2022/07/14 05:23,120,2,1,1,49,1,b'\xa2G',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2022/07/14 05:24,121,2,1,1,47,1,b'y2',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2022/07/14 05:25,122,2,1,1,46,1,b'\x1e\xf9',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2022/07/14 05:25,123,3,1,1,38,1,b'\x03\r',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2022/07/14 05:26,124,2,1,1,45,1,b'\x876',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2022/07/14 05:26,125,3,1,1,40,1,b'\xc5\xc3',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2022/07/14 05:27,126,2,1,1,46,1,b'\x9a3',1,"[46, 47, 47, 54]",2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
123,2022/07/14 05:28,127,2,1,1,45,1,b'\x14\xe2',1,"[45, 51]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
124,2022/07/14 05:29,128,1,1,1,41,1,b'\xdf%',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2022/07/14 05:29,129,3,1,1,46,1,b'U\xcb',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2022/07/14 05:30,130,2,1,1,44,1,b'\xd7&',1,"[44, 56]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
127,2022/07/14 05:31,131,2,1,1,45,1,b'\t\xba',1,"[45, 47]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2022/07/14 05:32,132,2,1,1,43,1,b'\xda\x99',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2022/07/14 05:32,133,3,1,1,42,1,b'\xa4\x94',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2022/07/14 05:33,134,2,1,1,32,1,b'$\xe8',1,"[32, 47]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
131,2022/07/14 05:33,135,3,1,1,43,1,b'\xd3\xd1',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2022/07/14 05:34,136,1,1,1,32,1,b'\x8e\xe0',1,"[32, 36]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2022/07/14 05:34,137,2,1,1,33,1,b'\xc9\xea',1,"[33, 53, 56]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,
134,2022/07/14 05:35,138,1,1,1,40,1,b'\xe9\xae',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2022/07/14 05:35,139,2,1,1,44,1,b'\x82\x84',1,"[44, 45, 47, 50, 51]",1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
136,2022/07/14 05:36,140,2,1,1,50,1,b'9\xcc',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2022/07/14 05:37,141,3,1,1,46,1,b'\x15\x89',1,"[46, 47]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2022/07/14 05:38,142,1,1,1,39,1,b'jF',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2022/07/14 05:38,143,2,1,1,42,1,b'\xf7\xad',1,"[42, 47, 53]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
140,2022/07/14 05:39,144,1,1,1,41,1,b'\xcah',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2022/07/14 05:39,145,2,1,1,37,1,b'\x00B',1,"[37, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
142,2022/07/14 05:40,146,1,1,1,36,2,b'4K',2,"[36, 36]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2022/07/14 05:40,147,2,1,1,38,1,b'\xd1\x10',1,"[38, 41, 43]",0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2022/07/14 05:41,148,2,1,1,46,1,b'\x13e',1,"[46, 54]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
145,2022/07/14 05:42,149,2,1,1,40,1,b'/\x04',1,"[40, 47]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
146,2022/07/14 05:43,150,1,1,1,39,1,b'\xf4\xba',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2022/07/14 05:43,151,2,1,1,43,1,b'\xadi',1,"[43, 44]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2022/07/14 05:43,152,3,1,1,47,1,b'\x00\x04',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2022/07/14 05:44,153,2,1,1,37,1,b'\xb0\xb5',1,"[37, 41, 41]",0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2022/07/14 05:45,154,1,1,1,42,1,b'\xc2\xed',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2022/07/14 05:45,155,2,1,1,39,1,b'\xab\xb2',1,"[39, 40, 45, 48, 50, 51]",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
152,2022/07/14 05:47,156,2,1,1,47,2,b'\x80\t',2,"[47, 47, 49]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2022/07/14 05:47,157,3,1,1,41,1,b'\r\xd6',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2022/07/14 05:48,158,2,1,1,40,1,b'\x1f\x8f',1,"[40, 43, 46]",0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
155,2022/07/14 05:50,159,1,1,1,35,1,b'o\xdb',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2022/07/14 05:50,160,2,1,1,38,1,b'X\x15',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2022/07/14 05:50,161,3,1,1,45,1,b'\x88\xc4',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2022/07/14 05:51,162,2,1,1,48,1,b'6\xf8',1,"[48, 51]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2022/07/14 05:51,163,3,1,1,50,1,b'\x1c\xec',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2022/07/14 05:52,164,2,1,1,41,1,b'\x8a\xe2',1,"[41, 47, 49, 56]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
161,2022/07/14 05:52,165,3,1,1,41,1,b'w~',1,"[41, 51]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
162,2022/07/14 05:53,166,2,1,1,36,1,b'2\xc1',1,"[36, 45, 46]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
163,2022/07/14 05:54,167,2,1,1,31,1,b'\xb8{',1,"[31, 43, 43]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
164,2022/07/14 05:55,168,1,1,1,28,1,b'\xd7\xe1',1,"[28, 51]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
165,2022/07/14 05:55,169,2,1,1,42,1,b'7\xee',1,"[42, 45, 48]",0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
166,2022/07/14 05:56,170,2,1,1,47,1,b'p\x19',1,"[47, 48]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2022/07/14 05:57,171,1,1,1,43,1,b'\x91U',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
