,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,recorded_speeds,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,bucket_21,bucket_22,bucket_23,bucket_24,bucket_25,bucket_26
35,2022/07/08 04:38,39,2,1,1,40,1,b'\x96\x19',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,
36,2022/07/08 04:41,40,2,1,1,41,1,b'4\x84',1,"[41, 49]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
37,2022/07/08 04:42,41,2,1,1,49,1,b'<\x85',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,
38,2022/07/08 04:42,42,3,1,1,52,1,b'\x9f\xee',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,
39,2022/07/08 04:45,43,2,1,1,39,1,b'\xd9j',1,"[39, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
40,2022/07/08 04:46,44,2,1,1,48,1,b'\x10\x00',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,
41,2022/07/08 04:47,45,2,1,1,41,1,b'?\xf9',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,
42,2022/07/08 04:48,46,2,1,1,50,1,b'LH',1,"[50, 51, 52]",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
43,2022/07/08 04:49,47,2,1,1,48,1,b'\x8d\xf3',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,
44,2022/07/08 04:50,48,3,1,1,47,1,b'\x08\x88',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,
45,2022/07/08 04:51,49,2,1,1,37,1,b'\x8d\n',1,"[37, 44, 57]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
46,2022/07/08 04:52,50,2,1,1,44,1,b'>\x82',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
47,2022/07/08 04:53,51,2,1,1,40,1,b'/\xb5',1,"[40, 44, 46, 52]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
48,2022/07/08 04:54,52,1,1,1,52,1,b'\x80\xab',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,
49,2022/07/08 04:56,53,2,1,1,48,1,b'\xc7$',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,
50,2022/07/08 04:57,54,1,1,1,38,1,b'N\xd3',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,
51,2022/07/08 04:57,55,2,1,1,33,1,b'\xba}',1,"[33, 54]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
52,2022/07/08 04:59,56,2,1,1,45,1,b'\xcc\x7f',1,"[45, 46, 57]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
53,2022/07/08 05:00,57,1,1,1,35,1,b'#I',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,
54,2022/07/08 05:00,58,2,1,1,49,1,b'\xbb\x81',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,
55,2022/07/08 05:01,59,2,1,1,39,1,b'-+',1,"[39, 47]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
56,2022/07/08 05:02,60,1,1,1,35,1,b'\xabt',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,
57,2022/07/08 05:02,61,2,1,1,39,1,b'9 ',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,
58,2022/07/08 05:03,62,2,1,1,41,3,b'\x17j',3,"[41, 41, 41]",,,,,,,,,,,,,,,,,,,,,,,,,,
59,2022/07/08 05:05,63,2,1,1,40,1,b'$a',1,"[40, 41, 44, 46]",1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
60,2022/07/08 05:07,64,1,1,1,50,1,b'\x84\xdd',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,
61,2022/07/08 05:07,65,2,1,1,44,1,b'\x19\x96',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
62,2022/07/08 05:08,66,2,1,1,37,1,b'sc',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,
63,2022/07/08 05:09,67,1,1,1,42,1,b'\t\xba',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,
64,2022/07/08 05:09,68,2,1,1,49,1,b'\x90\xa3',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,
65,2022/07/08 05:09,69,3,1,1,44,1,b'{\xfa',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
66,2022/07/08 05:10,70,2,1,1,42,1,b'\x08k',1,"[42, 50, 51]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
67,2022/07/08 05:11,71,2,1,1,41,1,b'2\x84',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,
68,2022/07/08 05:11,72,3,1,1,45,1,b'\x8c\x8b',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,
69,2022/07/08 05:12,73,2,1,1,45,1,b'\xabs',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,
70,2022/07/08 05:13,74,2,1,1,58,1,b'\xf70',1,[58],,,,,,,,,,,,,,,,,,,,,,,,,,
71,2022/07/08 05:14,75,2,1,1,39,1,b'(\x04',1,"[39, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
72,2022/07/08 05:15,76,2,1,1,51,1,b'=n',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,
73,2022/07/08 05:16,77,2,1,1,45,1,b'r\xe4',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,
74,2022/07/08 05:16,78,3,1,1,43,1,b'\x1c\xaa',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,
75,2022/07/08 05:17,79,2,1,1,38,1,b'\xa65',1,"[38, 42, 46, 48, 49]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,
76,2022/07/08 05:18,80,2,1,1,48,1,b'\x9b\xc3',1,"[48, 49]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,
77,2022/07/08 05:18,81,3,1,1,44,1,b'\x18\xaf',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
78,2022/07/08 05:19,82,2,1,1,50,1,"b'""\x00'",1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,
79,2022/07/08 05:20,83,1,1,1,39,1,b'Hb',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,
80,2022/07/08 05:20,84,2,1,1,41,1,b'+B',1,"[41, 44, 45, 54]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
81,2022/07/08 05:21,85,2,1,1,42,1,b'\x070',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,
82,2022/07/08 05:23,86,1,1,1,40,1,b'\xc4\xa0',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,
83,2022/07/08 05:23,87,2,1,1,37,1,b'M\xe4',1,"[37, 44, 49]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
84,2022/07/08 05:23,88,3,1,1,54,1,b'\x0b\x96',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,
85,2022/07/08 05:24,89,2,1,1,42,1,b'n9',1,"[42, 49]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
86,2022/07/08 05:25,90,2,1,1,43,1,b'x\x0b',1,"[43, 46, 49]",0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
87,2022/07/08 05:26,91,1,1,1,44,1,b'L)',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
88,2022/07/08 05:26,92,2,1,1,44,1,b'\xb1\xb9',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
89,2022/07/08 05:27,93,2,1,1,45,2,b'\n!',2,"[45, 45, 51]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
90,2022/07/08 05:28,94,2,1,1,40,1,b'\xff\x9a',1,"[40, 43, 48, 54]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
91,2022/07/08 05:29,95,2,1,1,44,1,b'\xea\x07',1,"[44, 55]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
92,2022/07/08 05:30,96,2,1,1,42,1,b'DO',1,"[42, 46, 53]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
93,2022/07/08 05:30,97,3,1,1,48,1,b'\xfb\xdb',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,
94,2022/07/08 05:32,98,2,1,1,40,1,b'\x0e+',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,
95,2022/07/08 05:32,99,3,1,1,43,1,b'\x06\x1f',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,
96,2022/07/08 05:33,100,2,1,1,42,1,b'\xa0Z',1,"[42, 45, 45, 49, 50]",0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,
97,2022/07/08 05:33,101,3,1,1,51,1,b'\xd1H',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,
98,2022/07/08 05:34,102,1,1,1,37,1,b'w\xbb',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,
99,2022/07/08 05:34,103,2,1,1,43,1,b'\xba\xff',1,"[43, 45]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
100,2022/07/08 05:35,104,1,1,1,39,1,b'k\xa3',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,
101,2022/07/08 05:35,105,2,1,1,46,1,b'\x88s',1,"[46, 53]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
102,2022/07/08 05:36,106,2,1,1,42,1,b'Y}',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,
103,2022/07/08 05:36,107,3,1,1,49,1,b'(o',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,
104,2022/07/08 05:37,108,1,1,1,34,1,"b""''""",1,"[34, 38]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
105,2022/07/08 05:37,109,2,1,1,49,1,b'\xaa\x93',1,"[49, 53, 57]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
106,2022/07/08 05:38,110,2,1,1,42,1,b'\xc1\xce',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,
107,2022/07/08 05:39,111,2,1,1,43,1,b'\x97\x11',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,
108,2022/07/08 05:40,112,1,1,1,38,1,b'\x9e.',1,"[38, 39]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,
109,2022/07/08 05:40,113,2,1,1,46,1,b'\x82\x00',1,"[46, 48]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
110,2022/07/08 05:40,114,3,1,1,48,1,b'\xe0L',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,
111,2022/07/08 05:41,115,1,1,1,44,1,b'#\xec',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
112,2022/07/08 05:41,116,2,1,1,39,2,b'\xa9\xa7',2,"[39, 39, 41, 44, 47]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
113,2022/07/08 05:42,117,1,1,1,41,1,b' h',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,
114,2022/07/08 05:42,118,2,1,1,42,2,b'\xcaU',2,"[42, 42]",,,,,,,,,,,,,,,,,,,,,,,,,,
115,2022/07/08 05:43,119,2,1,1,36,1,b'l\x10',1,"[36, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
116,2022/07/08 05:43,120,3,1,1,53,2,b'-\x9a',2,"[53, 53]",,,,,,,,,,,,,,,,,,,,,,,,,,
117,2022/07/08 05:44,121,2,1,1,45,2,b'\xf5\x99',2,"[45, 45, 46, 63]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
118,2022/07/08 05:45,122,2,1,1,42,1,b'\x85\xd3',1,"[42, 46, 51]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
119,2022/07/08 05:45,123,3,1,1,54,1,b'\xb6\xab',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,
120,2022/07/08 05:46,124,2,1,1,43,1,b'\xb6\x05',1,"[43, 45, 49, 49]",0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,
121,2022/07/08 05:47,125,2,1,1,37,1,b'\x80\xbc',1,"[37, 38, 40, 44, 48, 48]",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,
122,2022/07/08 05:48,126,2,1,1,45,1,b'\xbc;',1,"[45, 47]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
123,2022/07/08 05:49,127,2,1,1,47,1,b'.(',1,"[47, 53]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
124,2022/07/08 05:50,128,2,1,1,44,1,b'\xe3Y',1,"[44, 46, 47, 49]",0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
125,2022/07/08 05:51,129,2,1,1,41,1,b'\xa1\x14',1,"[41, 43, 47]",0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
126,2022/07/08 05:51,130,3,1,1,35,1,b'K\xa4',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,
127,2022/07/08 05:52,131,2,1,1,47,1,b'\xbd\x0f',1,"[47, 48, 57]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
128,2022/07/08 05:53,132,2,1,1,39,1,b';(',1,"[39, 42, 47]",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
129,2022/07/08 05:53,133,3,1,1,48,1,b'\xcdw',1,"[48, 49]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,
130,2022/07/08 05:53,134,3,1,1,39,1,b'\n\xd0',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,
131,2022/07/08 05:54,135,2,1,1,39,1,b'\x18\x9d',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,
132,2022/07/08 05:56,136,2,1,1,46,1,b'\x1f\x8a',1,"[46, 49]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
133,2022/07/08 05:56,137,3,1,1,52,1,b'\xe3S',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,
134,2022/07/08 05:57,138,2,1,1,34,1,b'k\xc7',1,"[34, 43, 47, 49]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,
135,2022/07/08 05:58,139,2,1,1,44,2,b'E\xe4',2,"[44, 44, 45, 56]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
136,2022/07/08 05:59,140,2,1,1,40,1,b'$\xab',1,"[40, 46]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
137,2022/07/08 06:00,141,2,1,1,45,1,b'.e',1,"[45, 46, 47, 48, 49]",1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
138,2022/07/08 06:00,142,3,1,1,37,1,b'\xb4=',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,
139,2022/07/08 06:01,143,1,1,1,36,1,b'Y\xd5',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,
140,2022/07/08 06:01,144,2,1,1,43,1,b'\xc1\x8c',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,
141,2022/07/08 06:02,145,2,1,1,37,1,b'/}',1,"[37, 45]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
142,2022/07/08 06:02,146,3,1,1,48,1,b'\x96\xd2',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,
143,2022/07/08 06:03,147,1,1,1,39,1,b'\xff\xa7',1,"[39, 40]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,
144,2022/07/08 06:04,148,2,1,1,44,1,b'\xdb\xca',1,"[44, 53, 53, 57]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
145,2022/07/08 06:05,149,2,1,1,43,1,b'K\xde',1,"[43, 48, 48]",0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
146,2022/07/08 06:06,150,2,1,1,42,1,b':\xee',1,"[42, 45]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
147,2022/07/08 06:07,151,1,1,1,37,1,b'\xb1\x9c',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,
148,2022/07/08 06:07,152,2,1,1,42,1,b'\xb1<',1,"[42, 45, 45, 47, 47]",0.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
149,2022/07/08 06:07,153,3,1,1,47,1,b'3\x1b',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,
150,2022/07/08 06:08,154,2,1,1,40,1,b'\x7f\x92',1,"[40, 41, 48]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
151,2022/07/08 06:09,155,2,1,1,46,1,b'&\xc1',1,"[46, 48, 50, 52, 59]",0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
152,2022/07/08 06:09,156,3,1,1,46,1,b'\xff\xf0',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,
153,2022/07/08 06:10,157,2,1,1,48,2,b'f\xfa',2,"[48, 48]",,,,,,,,,,,,,,,,,,,,,,,,,,
154,2022/07/08 06:10,158,3,1,1,44,1,b'o\x81',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
155,2022/07/08 06:10,159,3,1,1,41,1,b'\xf8\xeb',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,
156,2022/07/08 06:11,160,1,1,1,40,1,b'\xe3\xb8',1,"[40, 45]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
157,2022/07/08 06:11,161,2,1,1,42,1,b'\xae:',1,"[42, 46, 49, 52]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
158,2022/07/08 06:11,162,3,1,1,45,1,b'\x06B',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,
159,2022/07/08 06:12,163,3,1,1,46,1,b'\xb9\xc1',1,"[46, 49]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
160,2022/07/08 06:13,164,2,1,1,41,1,b's7',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,
161,2022/07/08 06:13,165,3,1,1,38,1,b'm\xeb',1,"[38, 43]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
162,2022/07/08 06:14,166,1,1,1,44,1,b'|3',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,
163,2022/07/08 06:14,167,2,1,1,32,1,b'\xf7(',1,"[32, 45, 50]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
164,2022/07/08 06:15,168,2,1,1,36,1,b'\x8b\xd8',1,"[36, 45]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
165,2022/07/08 06:16,169,1,1,1,40,1,b'V\x87',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,
166,2022/07/08 06:16,170,2,1,1,43,1,b'\x7f1',1,"[43, 44, 54, 55]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
167,2022/07/08 06:17,171,2,1,1,43,1,b'\xafv',1,"[43, 49, 51, 54, 55]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
168,2022/07/08 06:17,172,3,1,1,48,1,b'\x1b}',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,
169,2022/07/08 06:18,173,2,1,1,42,1,b'\x15o',1,"[42, 47, 56]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
170,2022/07/08 06:18,174,3,1,1,49,1,b'\x96\xa3',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,
171,2022/07/08 06:19,175,2,1,1,35,1,b'y\x05',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,
172,2022/07/08 06:20,176,2,1,1,41,2,b' \xd4',2,"[41, 41, 45, 46, 46]",0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
173,2022/07/08 06:20,177,3,1,1,45,1,b'\x13\x10',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,
174,2022/07/08 06:21,178,2,1,1,40,1,b'\x89\xd7',1,"[40, 45, 46, 48]",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
