,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,recorded_speeds,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,bucket_21,bucket_22,bucket_23,bucket_24,bucket_25,bucket_26,bucket_27
12,2022/07/07 03:39,16,2,1,1,45,1,b'6\xf1',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2022/07/07 03:43,17,2,1,1,28,1,b'@o',1,[28],,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2022/07/07 03:48,18,2,1,1,53,1,b'\x08\xd5',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2022/07/07 03:56,19,3,1,1,46,1,b'\xb3\xb8',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2022/07/07 03:58,20,2,1,1,51,1,b'\xf1F',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2022/07/07 03:58,21,3,1,1,43,1,b'\x9d\xfb',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2022/07/07 04:01,22,2,1,1,46,1,b'{\x7f',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2022/07/07 04:02,23,2,1,1,50,1,b'\xf9s',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2022/07/07 04:03,24,2,1,1,47,1,b'\xad\x94',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2022/07/07 04:08,25,2,1,1,44,1,b'\xbd\x96',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2022/07/07 04:10,26,2,1,1,47,1,b'\xab\xb2',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2022/07/07 04:11,27,3,1,1,40,1,b'b3',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2022/07/07 04:12,28,2,1,1,39,1,b'?\xcf',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2022/07/07 04:14,29,2,1,1,46,1,b'\xb6#',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2022/07/07 04:14,30,3,1,1,47,1,b')\xb0',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2022/07/07 04:15,31,2,1,1,45,1,b'\xb7_',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2022/07/07 04:17,32,2,1,1,40,1,b'\xaf\x1d',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2022/07/07 04:19,33,2,1,1,36,1,b':/',1,"[36, 46]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
30,2022/07/07 04:21,34,2,1,1,47,1,b'Za',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2022/07/07 04:23,35,2,1,1,54,1,b'rN',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2022/07/07 04:26,36,3,1,1,32,1,b'\xddl',1,[32],,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2022/07/07 04:27,37,2,1,1,44,1,b'\x01-',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2022/07/07 04:28,38,2,1,1,40,1,b'\xd20',1,"[40, 47]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
35,2022/07/07 04:30,39,3,1,1,52,1,b'\x84\xf2',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2022/07/07 04:32,40,2,1,1,36,1,b'\x0f\x9f',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2022/07/07 04:33,41,2,1,1,50,1,b'\xd9\xd4',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2022/07/07 04:36,42,1,1,1,48,1,b'\xf8\xad',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2022/07/07 04:37,43,2,1,1,42,1,b'hf',1,"[42, 45, 47]",0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
40,2022/07/07 04:38,44,2,1,1,37,1,b'\xc9\x0f',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2022/07/07 04:39,45,2,1,1,53,1,b'\x85\x0f',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2022/07/07 04:41,46,2,1,1,42,1,b'%j',1,"[42, 48]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
43,2022/07/07 04:42,47,3,1,1,41,1,b'&\xdd',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2022/07/07 04:43,48,3,1,1,53,1,b'A\x87',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2022/07/07 04:44,49,2,1,1,55,1,b'\x10F',1,[55],,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2022/07/07 04:44,50,3,1,1,39,1,b'\x95\n',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2022/07/07 04:46,51,2,1,1,41,1,b'\x10=',1,"[41, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
48,2022/07/07 04:47,52,2,1,1,36,1,b'\x03\xb1',1,"[36, 47, 51]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
49,2022/07/07 04:48,53,1,1,1,31,1,"b',\x13'",1,[31],,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2022/07/07 04:48,54,2,1,1,33,1,b'\xec\xd2',1,"[33, 44]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
51,2022/07/07 04:50,55,2,1,1,38,1,b'\x18\x81',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2022/07/07 04:50,56,3,1,1,38,1,b'\x9av',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2022/07/07 04:52,57,2,1,1,32,1,b'Ai',1,"[32, 49]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,
54,2022/07/07 04:53,58,2,1,1,45,1,b'Y^',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2022/07/07 04:54,59,2,1,1,47,1,b'8?',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2022/07/07 04:55,60,2,1,1,51,1,b'\x13\x94',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2022/07/07 04:57,61,1,1,1,40,1,b'\x0cj',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2022/07/07 04:57,62,2,1,1,51,1,b'\xf7[',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2022/07/07 04:57,63,3,1,1,46,1,b'\xcc\x88',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2022/07/07 04:58,64,2,1,1,50,1,b'W\x81',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2022/07/07 04:59,65,1,1,1,35,1,b'\xce5',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2022/07/07 04:59,66,2,1,1,41,1,b'\xd0C',1,"[41, 49]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
63,2022/07/07 04:59,67,2,1,1,44,1,b'\xb8\xb1',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2022/07/07 05:00,68,2,1,1,45,1,b'\xd7\x18',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2022/07/07 05:01,69,2,1,1,43,1,b'\xd4\x9d',1,"[43, 57]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
66,2022/07/07 05:01,70,3,1,1,50,1,b'\x96\xaf',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2022/07/07 05:02,71,2,1,1,39,1,b'/\xf6',1,"[39, 43, 47]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
68,2022/07/07 05:02,72,3,1,1,50,1,b'\xd6\x9f',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2022/07/07 05:03,73,1,1,1,34,1,"b'\xf1""'",1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2022/07/07 05:03,74,2,1,1,41,1,b'\xad\xa9',1,"[41, 44, 45]",0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
71,2022/07/07 05:03,75,2,1,1,37,1,b'_C',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2022/07/07 05:04,76,2,1,1,41,1,b'`f',1,"[41, 43]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
73,2022/07/07 05:05,77,1,1,1,46,1,b'\xb89',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2022/07/07 05:06,78,2,1,1,43,1,b'\x1c\x02',1,"[43, 44, 51, 55]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
75,2022/07/07 05:07,79,2,1,1,52,1,b'\x12\x01',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2022/07/07 05:08,80,1,1,1,38,1,b'\x8c\x86',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2022/07/07 05:09,81,2,1,1,44,1,b'\xf6\xcc',1,"[44, 48, 51]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
78,2022/07/07 05:09,82,3,1,1,41,1,b'\x02Z',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2022/07/07 05:10,83,1,1,1,38,1,b'W\x87',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2022/07/07 05:10,84,2,1,1,40,1,b'0\xdb',1,"[40, 45]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
81,2022/07/07 05:11,85,2,1,1,49,1,b'\x17\xca',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2022/07/07 05:13,86,2,1,1,60,1,b'\xa6\x7f',1,[60],,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2022/07/07 05:14,87,2,1,1,39,1,b'\xe4\xb1',1,"[39, 45, 46, 46, 48]",0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,
84,2022/07/07 05:15,88,2,1,1,44,1,b'\xf2\x13',1,"[44, 45]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2022/07/07 05:17,89,2,1,1,36,1,b'\xd5\xf2',1,"[36, 37]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2022/07/07 05:18,90,2,1,1,39,1,b'\x8c\xce',1,"[39, 46, 47]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
87,2022/07/07 05:19,91,1,1,1,39,1,b'\x8b\x06',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2022/07/07 05:19,92,2,1,1,39,1,b'\x1c`',1,"[39, 43, 44, 48]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,
89,2022/07/07 05:20,93,2,1,1,36,1,b'\xf9\xee',1,"[36, 44]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
90,2022/07/07 05:20,94,3,1,1,45,1,b'\x92y',1,"[45, 49]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
91,2022/07/07 05:22,95,2,1,1,52,1,b'\xf3\x12',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2022/07/07 05:23,96,1,1,1,30,1,b'\x93\xac',1,[30],,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2022/07/07 05:23,97,2,1,1,44,1,b'i\xff',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2022/07/07 05:23,98,3,1,1,38,1,b'3&',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2022/07/07 05:24,99,2,1,1,45,1,b'>\xa0',1,"[45, 50]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
96,2022/07/07 05:25,100,2,1,1,36,1,b'\x86\x9f',1,"[36, 39, 41, 49]",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
97,2022/07/07 05:26,101,2,1,1,47,1,b'\\\x84',1,"[47, 50]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
98,2022/07/07 05:27,102,2,1,1,46,1,b'\xd3b',1,"[46, 52]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
99,2022/07/07 05:28,103,2,1,1,45,2,b'\xa5W',2,"[45, 45, 50]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
100,2022/07/07 05:29,104,2,1,1,42,1,b'UI',1,"[42, 49, 49, 50, 52]",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,
101,2022/07/07 05:30,105,2,1,1,45,1,b'+\x91',1,"[45, 48, 49, 55]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
102,2022/07/07 05:31,106,2,1,1,37,1,b'\x83\x01',1,"[37, 42, 45]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
103,2022/07/07 05:32,107,1,1,1,38,1,b'\x13.',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2022/07/07 05:32,108,2,1,1,47,1,b'\xae\xeb',1,"[47, 49]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
105,2022/07/07 05:34,109,2,1,1,42,1,b'\xc3\x8b',1,"[42, 46]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
106,2022/07/07 05:34,110,3,1,1,43,1,b'\xaf\xaf',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2022/07/07 05:35,111,1,1,1,34,1,b'J\xb1',1,"[34, 37]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
108,2022/07/07 05:35,112,2,1,1,48,1,b'\x83z',1,"[48, 49]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2022/07/07 05:36,113,2,1,1,48,1,b'\xde\xd4',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2022/07/07 05:37,114,1,1,1,43,1,b'\xd8\xa8',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2022/07/07 05:37,115,2,1,1,41,1,b'\xd2J',1,"[41, 48, 49]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
112,2022/07/07 05:37,116,3,1,1,43,1,b'0\xa3',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2022/07/07 05:38,117,1,1,1,36,1,b'e~',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2022/07/07 05:38,118,2,1,1,43,1,b'\xef\xec',1,"[43, 44, 44, 47, 54]",2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
115,2022/07/07 05:39,119,1,1,1,38,1,b'\xdf\x1e',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2022/07/07 05:39,120,2,1,1,38,1,b':v',1,"[38, 42]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
117,2022/07/07 05:39,121,3,1,1,47,1,b'\x90\xbc',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2022/07/07 05:39,122,3,1,1,41,1,b'\xfb\xe7',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2022/07/07 05:40,123,2,1,1,41,1,b'\xdd[',1,"[41, 44]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
120,2022/07/07 05:41,124,2,1,1,39,1,b':\xbb',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2022/07/07 05:42,125,1,1,1,36,1,b'\x8en',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2022/07/07 05:42,126,2,1,1,39,1,b'!B',1,"[39, 46]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
123,2022/07/07 05:43,127,2,1,1,43,1,b'\x026',1,"[43, 44, 45]",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
124,2022/07/07 05:44,128,1,1,1,43,1,b'@\xd6',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2022/07/07 05:44,129,2,1,1,45,1,b'\xa3\xd6',1,"[45, 49]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
126,2022/07/07 05:45,130,2,1,1,41,1,b'-}',1,"[41, 43, 45, 48, 50, 51]",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
127,2022/07/07 05:47,131,2,1,1,33,1,b'\xa5\xe5',1,"[33, 40, 41, 42, 45, 53]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
128,2022/07/07 05:48,132,1,1,1,37,1,b'\xdb\xef',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2022/07/07 05:48,133,2,1,1,51,2,b'\xf6k',2,"[51, 51]",,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2022/07/07 05:49,134,2,1,1,39,1,b'7\x12',1,"[39, 47, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,
131,2022/07/07 05:49,135,3,1,1,45,1,b'd\xea',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2022/07/07 05:50,136,2,1,1,41,1,b'\x87\x17',1,"[41, 48, 49, 49, 52]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
133,2022/07/07 05:51,137,1,1,1,31,1,b'}m',1,"[31, 42, 47]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
134,2022/07/07 05:51,138,2,1,1,45,1,b'G\xc1',1,"[45, 51]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
135,2022/07/07 05:52,139,1,1,1,39,1,b'\xcf\x0b',1,[39],,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2022/07/07 05:52,140,2,1,1,45,1,b'\x17#',1,"[45, 46, 48]",1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
137,2022/07/07 05:53,141,2,1,1,45,1,b'\xa1\x0e',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2022/07/07 05:54,142,2,1,1,46,1,b'Jg',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2022/07/07 05:55,143,1,1,1,37,1,b'\xdc\xcc',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2022/07/07 05:55,144,2,1,1,47,1,b'\xeb\x8c',1,"[47, 49, 49, 50]",0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
141,2022/07/07 05:56,145,2,1,1,47,1,b'+\xe3',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2022/07/07 05:57,146,2,1,1,51,1,b'\xf4\x91',1,"[51, 54, 57]",0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
143,2022/07/07 05:58,147,2,1,1,41,1,b'\xc6\xb7',1,"[41, 47, 49, 55]",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
144,2022/07/07 05:59,148,2,1,1,42,1,b'\xf0\xe0',1,"[42, 43, 44, 47, 49]",1.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
145,2022/07/07 06:00,149,2,1,1,48,1,b'\x1f\xb9',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2022/07/07 06:00,150,3,1,1,48,1,b';6',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2022/07/07 06:01,151,2,1,1,47,1,b'5[',1,"[47, 51]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
148,2022/07/07 06:01,152,3,1,1,51,1,b'L\xb8',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2022/07/07 06:02,153,2,1,1,42,1,b'\xc5\xf9',1,"[42, 45, 49]",0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
150,2022/07/07 06:02,154,3,1,1,47,1,b'\xef.',1,[47],,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2022/07/07 06:03,155,2,1,1,37,1,b'Y\xd6',1,"[37, 43, 44, 45, 49, 54]",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,
152,2022/07/07 06:04,156,1,1,1,42,1,b'O\xef',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2022/07/07 06:04,157,2,1,1,38,1,b'\xd5\xd4',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2022/07/07 06:05,158,1,1,1,40,1,b'\xf5\x8f',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2022/07/07 06:05,159,2,1,1,41,1,b'\x17\xe3',1,"[41, 49, 54]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
156,2022/07/07 06:06,160,2,1,1,40,1,b'\xc1\x0b',1,"[40, 43]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
157,2022/07/07 06:07,161,1,1,1,36,1,b'5\x8b',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2022/07/07 06:07,162,2,1,1,43,1,b'l}',1,"[43, 44, 45]",1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
159,2022/07/07 06:08,163,2,1,1,47,1,b'\x90\x88',1,"[47, 49, 52]",0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
160,2022/07/07 06:08,164,3,1,1,46,1,b'zP',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2022/07/07 06:09,165,2,1,1,41,1,b'\x01\x92',1,"[41, 49]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
162,2022/07/07 06:10,166,2,1,1,38,1,b'\xd3o',1,"[38, 44, 45]",0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
163,2022/07/07 06:11,167,2,1,1,35,1,b'\xf8\xdc',1,"[35, 48]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
164,2022/07/07 06:12,168,2,1,1,45,1,b'\xe0\xad',1,"[45, 46, 51]",1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
165,2022/07/07 06:12,169,3,1,1,43,1,b'\xae}',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2022/07/07 06:13,170,1,1,1,46,1,b'Ny',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2022/07/07 06:13,171,2,1,1,50,1,b'\xa5\x0b',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2022/07/07 06:14,172,1,1,1,39,1,b'\xc3\x95',1,"[39, 41]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
169,2022/07/07 06:14,173,2,1,1,44,1,b'\x12\x8c',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2022/07/07 06:14,174,3,1,1,49,1,b'\xc8\xc1',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2022/07/07 06:15,175,2,1,1,49,1,b'\xf0\x9d',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2022/07/07 06:16,176,2,1,1,39,1,b'ny',1,"[39, 42]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
173,2022/07/07 06:16,177,3,1,1,45,1,b'\x13\xf2',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2022/07/07 06:17,178,1,1,1,36,1,b'\x17\xeb',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,
