,date_time,record_number,vehicle_class,bucket_speed_span,bucket_time_span,lowest_speed_in_time_span,first_bucket_count,record_crc,bucket_0,recorded_speeds,bucket_1,bucket_2,bucket_3,bucket_4,bucket_5,bucket_6,bucket_7,bucket_8,bucket_9,bucket_10,bucket_11,bucket_12,bucket_13,bucket_14,bucket_15,bucket_16,bucket_17,bucket_18,bucket_19,bucket_20,bucket_21,bucket_22,bucket_23,bucket_24,bucket_25,bucket_26,bucket_27
47,2022/07/11 04:31,51,1,1,1,36,1,b'\xd7\xc6',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2022/07/11 04:32,52,2,1,1,46,1,b'\xd1\x9e',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2022/07/11 04:33,53,2,1,1,57,1,b'\xbc\xc9',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2022/07/11 04:35,54,1,1,1,43,1,b'\xde\x9a',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2022/07/11 04:35,55,3,1,1,50,1,b'\xb7\x19',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2022/07/11 04:36,56,2,1,1,50,1,b'\x07\x8d',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2022/07/11 04:38,57,2,1,1,44,1,b'\x0e\xf5',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2022/07/11 04:38,58,3,1,1,50,1,b'\x19\x9d',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2022/07/11 04:40,59,2,1,1,48,1,b'\x1c\xa4',1,"[48, 49, 49]",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2022/07/11 04:41,60,3,1,1,41,1,b'\x06\xbe',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2022/07/11 04:42,61,2,1,1,33,1,b'\xcc\x16',1,[33],,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2022/07/11 04:43,62,2,1,1,41,1,b'\xc8$',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2022/07/11 04:43,63,3,1,1,50,1,b'\xb96',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2022/07/11 04:44,64,2,1,1,35,1,b'I\xb9',1,"[35, 39]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
61,2022/07/11 04:45,65,2,1,1,38,1,b'\xc4O',1,"[38, 40, 46]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
62,2022/07/11 04:46,66,2,1,1,41,1,b'\xfdR',1,[41],,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2022/07/11 04:46,67,3,1,1,48,1,b'\xfay',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2022/07/11 04:47,68,2,1,1,42,1,b'\x9e\x06',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2022/07/11 04:49,69,2,1,1,44,1,b'U\xe7',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2022/07/11 04:51,70,2,1,1,49,1,b'#\xfd',1,"[49, 51]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
67,2022/07/11 04:52,71,1,1,1,35,1,b'\xeb\x9b',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2022/07/11 04:53,72,2,1,1,57,1,b'\xf0\x83',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2022/07/11 04:55,73,2,1,1,48,1,b'yo',1,[48],,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2022/07/11 04:55,74,3,1,1,45,1,b's\xa8',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2022/07/11 04:56,75,2,1,1,45,1,b'M\xce',1,"[45, 47]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
72,2022/07/11 04:56,76,3,1,1,45,1,b'\xd8\x88',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2022/07/11 04:58,77,2,1,1,45,2,b'\x8f(',2,"[45, 45]",,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2022/07/11 04:59,78,1,1,1,35,1,b'\x8fK',1,"[35, 36]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2022/07/11 04:59,79,2,1,1,39,1,b'\xff\x9c',1,"[39, 56]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,
76,2022/07/11 05:00,80,3,1,1,44,1,b'\r\x16',1,[44],,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2022/07/11 05:01,81,2,1,1,46,1,b'\xe1\x0f',1,"[46, 49, 49]",0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
78,2022/07/11 05:02,82,2,1,1,35,1,b'\xea\xb4',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2022/07/11 05:03,83,2,1,1,41,1,b'\xa8/',1,"[41, 42, 44]",1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
80,2022/07/11 05:04,84,2,1,1,56,1,b'\x12/',1,[56],,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2022/07/11 05:05,85,2,1,1,41,1,b'#\xfd',1,"[41, 51]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
82,2022/07/11 05:06,86,2,1,1,43,1,b'A\x7f',1,"[43, 45, 45, 47, 50]",0.0,2.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
83,2022/07/11 05:06,87,3,1,1,57,1,b'\xa7\xad',1,[57],,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2022/07/11 05:07,88,2,1,1,39,1,b'\x12V',1,"[39, 40, 44]",1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
85,2022/07/11 05:07,89,3,1,1,43,1,b'\x1av',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2022/07/11 05:09,90,2,1,1,46,1,b'l\xc6',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2022/07/11 05:10,91,2,1,1,50,1,b'\xee\xca',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2022/07/11 05:10,92,3,1,1,46,1,b'\xed\xb3',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2022/07/11 05:11,93,1,1,1,37,1,b'D\xcc',1,"[37, 39]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
90,2022/07/11 05:12,94,2,1,1,35,1,b'\x99\x17',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2022/07/11 05:13,95,2,1,1,40,1,b'a\x14',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2022/07/11 05:13,96,3,1,1,40,1,b'\xba\x83',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2022/07/11 05:14,97,2,1,1,35,1,b'z\xfe',1,"[35, 47, 49, 55]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
94,2022/07/11 05:15,98,2,1,1,42,1,b'\x1b\xba',1,"[42, 44, 47, 61]",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
95,2022/07/11 05:16,99,2,1,1,34,1,b'y\x89',1,"[34, 41]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
96,2022/07/11 05:17,100,2,1,1,35,1,b'K\xd7',1,"[35, 46, 48, 48, 51]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,,,,,,,,,,,
97,2022/07/11 05:18,101,1,1,1,30,1,b'\xa7|',1,[30],,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2022/07/11 05:18,102,2,1,1,32,1,b'*P',1,"[32, 47]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
99,2022/07/11 05:18,103,3,1,1,46,1,b'\xdf\x13',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2022/07/11 05:18,104,3,1,1,29,1,b'\xb7\x12',1,[29],,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2022/07/11 05:19,105,1,1,1,34,1,b':\x92',1,[34],,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2022/07/11 05:19,106,2,1,1,45,1,b'\x8c\x12',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2022/07/11 05:20,107,2,1,1,42,1,b'\xb9@',1,"[42, 46]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
104,2022/07/11 05:21,108,2,1,1,45,1,b'\xc0\x8a',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2022/07/11 05:21,109,3,1,1,46,1,b'\xc8\xbe',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2022/07/11 05:22,110,1,1,1,45,1,b'\x98\xe0',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2022/07/11 05:22,111,2,1,1,35,1,b'\xa4h',1,[35],,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2022/07/11 05:23,112,2,1,1,42,1,b'Lk',1,"[42, 44, 50]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
109,2022/07/11 05:25,113,2,1,1,37,1,b'\tx',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2022/07/11 05:26,114,2,1,1,44,1,b'\x11`',1,"[44, 46, 52]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
111,2022/07/11 05:27,115,2,1,1,43,1,b'\x884',1,"[43, 44]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2022/07/11 05:28,116,2,1,1,49,1,b'.\x1d',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2022/07/11 05:29,117,1,1,1,38,1,b'-\xe2',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2022/07/11 05:29,118,2,1,1,64,1,b'\x1c\x02',1,[64],,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2022/07/11 05:30,119,2,1,1,52,1,b'\xa2r',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2022/07/11 05:31,120,2,1,1,37,1,b'\xc7\xaa',1,"[37, 51, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,
117,2022/07/11 05:31,121,3,1,1,41,1,b'\x89\x15',1,"[41, 45]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
118,2022/07/11 05:32,122,2,1,1,35,1,b'\xce\xbb',1,"[35, 53]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,
119,2022/07/11 05:32,123,3,1,1,45,1,b'f+',1,"[45, 60]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
120,2022/07/11 05:32,124,3,1,1,45,1,b'\xf8D',1,[45],,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2022/07/11 05:33,125,2,1,1,43,1,b'\x8a\xd9',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2022/07/11 05:33,126,3,1,1,40,1,b'\xd1\xee',1,"[40, 47]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
123,2022/07/11 05:34,127,1,1,1,38,1,b']8',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2022/07/11 05:34,128,2,1,1,54,1,b'\x95\x94',1,"[54, 58]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
125,2022/07/11 05:35,129,2,1,1,44,1,b'^\xb2',1,"[44, 52, 60]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
126,2022/07/11 05:36,130,2,1,1,32,1,b'\x9e\xd1',1,[32],,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2022/07/11 05:37,131,2,1,1,43,1,b'\x1a\xdf',1,"[43, 55]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
128,2022/07/11 05:37,132,3,1,1,46,1,b'\xa7\x91',1,[46],,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2022/07/11 05:38,133,2,1,1,50,1,b'\xf0\x02',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2022/07/11 05:38,134,3,1,1,54,1,b'\xe8u',1,[54],,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2022/07/11 05:39,135,2,1,1,45,1,b'xy',1,"[45, 46, 54, 55]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
132,2022/07/11 05:39,136,3,1,1,50,1,b'n&',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2022/07/11 05:40,137,2,1,1,41,1,b'n\xe1',1,"[41, 43]",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
134,2022/07/11 05:40,138,3,1,1,49,1,b'\xba\x81',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2022/07/11 05:41,139,1,1,1,37,1,b'\xa1\xc4',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2022/07/11 05:41,140,3,1,1,50,1,b'\xd9\xd5',1,[50],,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2022/07/11 05:42,141,1,1,1,42,1,b'\x0c\x9c',1,[42],,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2022/07/11 05:42,142,2,1,1,40,1,b'\x8e\x0e',1,"[40, 41, 45]",1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
139,2022/07/11 05:43,143,2,1,1,43,1,b'\x15q',1,[43],,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2022/07/11 05:43,144,3,1,1,46,1,b'\xeb\x13',1,"[46, 49]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
141,2022/07/11 05:44,145,1,1,1,38,1,b'\tv',1,[38],,,,,,,,,,,,,,,,,,,,,,,,,,,
142,2022/07/11 05:44,146,2,1,1,40,1,b'\x04\xea',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2022/07/11 05:44,147,3,1,1,51,1,b'u\xf8',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2022/07/11 05:45,148,2,1,1,39,1,b'\xf3^',1,"[39, 42]",0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
145,2022/07/11 05:46,149,2,1,1,34,1,b'\xdf\xc6',1,"[34, 42, 45, 54]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
146,2022/07/11 05:47,150,1,1,1,37,1,b'\x807',1,[37],,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2022/07/11 05:47,151,2,1,1,43,2,b'\x86\xa3',2,"[43, 43, 51]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
148,2022/07/11 05:47,152,3,1,1,46,1,b'\xd7E',1,"[46, 50]",0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
149,2022/07/11 05:48,153,2,1,1,43,2,b'PO',2,"[43, 43, 50]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
150,2022/07/11 05:49,154,2,1,1,46,1,b'\xe5W',1,"[46, 48, 50]",0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
151,2022/07/11 05:49,155,3,1,1,51,1,b'\xf7Z',1,[51],,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2022/07/11 05:50,156,2,1,1,40,1,b'\xd2\xa2',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2022/07/11 05:50,157,3,1,1,46,1,b's0',1,"[46, 47]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2022/07/11 05:51,158,2,1,1,46,2,b'\xec\x9a',2,"[46, 46]",,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2022/07/11 05:52,159,2,1,1,43,2,b'\xce\x01',2,"[43, 43, 44, 49]",1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
156,2022/07/11 05:52,160,3,1,1,53,1,b'\x19C',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2022/07/11 05:53,161,2,1,1,45,2,b'.g',2,"[45, 45, 48, 48]",0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
158,2022/07/11 05:54,162,3,1,1,41,1,b'\x9d\x8e',1,"[41, 52]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
159,2022/07/11 05:55,163,2,1,1,41,1,b'\x9cQ',1,"[41, 43, 50, 51]",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
160,2022/07/11 05:55,164,3,1,1,40,1,b'R\xf5',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2022/07/11 05:56,165,2,1,1,45,1,b'E\x87',1,"[45, 49, 50]",0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
162,2022/07/11 05:57,166,2,1,1,48,1,b'\x880',1,"[48, 54]",0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
163,2022/07/11 05:57,167,3,1,1,47,1,b'\xddw',1,"[47, 52]",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
164,2022/07/11 05:58,168,2,1,1,53,1,b'\xddW',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2022/07/11 05:59,169,1,1,1,40,1,b'pt',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2022/07/11 05:59,170,2,1,1,52,1,b'\xaa\x12',1,[52],,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2022/07/11 05:59,171,3,1,1,36,1,b'\x1eJ',1,[36],,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2022/07/11 06:00,172,2,1,1,38,1,b'\x84q',1,"[38, 49, 49, 50, 57]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
169,2022/07/11 06:00,173,3,1,1,49,1,b'b\x84',1,[49],,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2022/07/11 06:01,174,2,1,1,28,1,b'A\x02',1,"[28, 39]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
171,2022/07/11 06:02,175,2,1,1,56,1,b'\x1fm',1,[56],,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2022/07/11 06:03,176,2,1,1,42,1,b'%\xba',1,"[42, 43, 44, 45]",1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
173,2022/07/11 06:03,177,3,1,1,40,1,b'\x89\xb1',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2022/07/11 06:04,178,2,1,1,45,1,b'\x0f\xc7',1,"[45, 49, 50, 51]",0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
175,2022/07/11 06:04,179,3,1,1,40,1,b'ZL',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2022/07/11 06:05,180,3,1,1,53,1,b'\xca\xfb',1,[53],,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2022/07/11 06:06,181,2,1,1,46,1,b'zp',1,"[46, 49, 49, 50]",0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
178,2022/07/11 06:06,182,3,1,1,40,1,b'\x02\xfb',1,[40],,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2022/07/11 06:07,183,2,1,1,44,1,b'\xa2\x89',1,"[44, 45]",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
